구,업종명,사업장명,인허가일자,영업상태,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지지번주소,소재지도로명주소,데이터기준일자
수정구,제과점영업,브레쏭  Bresson,2015-07-07,폐업,2017-06-14,-,-,-,45.43,경기도 성남시 수정구 복정동 685-6번지 지하1층,"경기도 성남시 수정구 복정로 65, 지하1층 (복정동)",2021-03-31
분당구,제과점영업,퍼프오뗄두스,2015-08-13,폐업,2016-06-03,-,-,-,28,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,제과점영업,갸또보야쥬,2015-08-13,폐업,2016-12-06,-,-,-,15.9,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,제과점영업,브레드앤써플라이,2015-08-13,폐업,2015-10-30,-,-,-,18.8,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
수정구,제과점영업,오케이베이커리,1996-11-11,폐업,2005-10-26,-,-,-,25.24,경기도 성남시 수정구 양지동 238번지 1층,,2021-03-31
중원구,제과점영업,쁘띠가또과자점,1996-12-10,폐업,2005-09-26,-,-,-,22.37,경기도 성남시 중원구 금광동 1943번지 (1층),,2021-03-31
분당구,제과점영업,가동가서,2009-05-01,폐업,2010-12-20,-,-,-,61.6,경기도 성남시 분당구 금곡동 192번지 두산위브 107동 106호,,2021-03-31
분당구,제과점영업,호봉토스트,2009-05-21,폐업,2013-08-21,-,-,-,14.9,경기도 성남시 분당구 정자동 157-2번지 우정오피스텔 101호,"경기도 성남시 분당구 성남대로331번길 9-3 (정자동,우정오피스텔 101호)",2021-03-31
수정구,제과점영업,엣지베이커리,2009-05-27,폐업,2011-11-10,-,-,-,22.14,경기도 성남시 수정구 수진동 84-1번지 1층,,2021-03-31
분당구,제과점영업,디쉬업(Dish up),2009-06-01,폐업,2011-02-25,-,-,-,31.5,경기도 성남시 분당구 서현동 93번지 현대카스올림픽골프파크 213호,,2021-03-31
수정구,제과점영업,뚜레쥬르성남신동아점,2009-06-08,폐업,2017-06-01,-,-,-,62.64,경기도 성남시 수정구 신흥동 2465-7번지 신동아파라디움상가102호,"경기도 성남시 수정구 공원로 322 (신흥동,신동아파라디움상가102호)",2021-03-31
수정구,제과점영업,스위스제과,1992-06-12,폐업,2005-12-01,-,-,-,35.06,경기도 성남시 수정구 태평동 3306번지,,2021-03-31
수정구,제과점영업,파리바게뜨,1992-09-29,폐업,2021-03-19,-,-,-,61.38,경기도 성남시 수정구 신흥동 4506,경기도 성남시 수정구 시민로 135 (신흥동),2021-03-31
분당구,제과점영업,파리바게뜨분당라이프점,1992-10-12,폐업,2008-08-28,-,-,-,38.25,경기도 성남시 분당구 분당동 34번지 샛별마을상가104호,,2021-03-31
수정구,제과점영업,빵아저씨,2010-07-15,폐업,2014-07-08,-,-,-,20.15,경기도 성남시 수정구 태평동 3128번지 1층,"경기도 성남시 수정구 탄리로120번길 4, 1층 (태평동)",2021-03-31
분당구,제과점영업,참고로케,2014-07-01,폐업,2016-05-12,-,-,-,25.2,경기도 성남시 분당구 서현동 89번지 서현파크플라자 1층 120호,"경기도 성남시 분당구 중앙공원로31번길 42 (서현동, 서현파크플라자 1층 120호)",2021-03-31
분당구,제과점영업,초록마을 이매점,2014-07-08,폐업,2016-12-16,-,-,-,26.4,경기도 성남시 분당구 이매동 131-5번지 도도빌딩 1층 초록마을 내,"경기도 성남시 분당구 판교로 440 (이매동, 도도빌딩 1층 초록마을 내)",2021-03-31
분당구,제과점영업,어니스트 베이커스(Honest Bakers),2018-01-18,폐업,2019-07-11,-,-,-,45,경기도 성남시 분당구 금곡동 192번지 분당두산위브아파트 108동 114호,"경기도 성남시 분당구 정자일로 55, 108동 114호 (금곡동, 분당두산위브아파트)",2021-03-31
분당구,제과점영업,미니크로아프레,2015-07-10,폐업,2017-03-28,-,-,-,9.9,경기도 성남시 분당구 서현동 263번지 AK플라자분당점 지하1층 일부,"경기도 성남시 분당구 황새울로360번길 42 (서현동, AK플라자분당점 지하1층 일부)",2021-03-31
분당구,제과점영업,메종드마론,2015-07-20,폐업,2015-12-30,-,-,-,18.9,경기도 성남시 분당구 정자동 42-11번지 1층 일부(우측),"경기도 성남시 분당구 백현로144번길 17-3 (정자동, 1층 일부(우측))",2021-03-31
분당구,제과점영업,몽블랑제(홈플러스분당남판교점),2015-07-27,폐업,2018-02-02,-,-,-,6.76,경기도 성남시 분당구 판교동 625번지 리버스토리 1층 104호,"경기도 성남시 분당구 운중로 242, 1층 104호 (판교동, 리버스토리)",2021-03-31
분당구,제과점영업,베떼엠(BTM),2015-07-30,폐업,2019-10-22,-,-,-,7.92,경기도 성남시 분당구 수내동 14번지 롯데백화점 지하1층 일부,"경기도 성남시 분당구 황새울로200번길 45 (수내동, 롯데백화점 지하1층 일부)",2021-03-31
분당구,제과점영업,카페베즐리 판교점,2015-08-06,폐업,2015-08-10,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 11층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 11층 일부)",2021-03-31
분당구,제과점영업,뚜레쥬르 판교테크노점,2015-08-10,폐업,2020-08-06,-,-,-,54.63,경기도 성남시 분당구 삼평동 670 유스페이스1 1층 114호,"경기도 성남시 분당구 대왕판교로 660, 1층 114호 (삼평동, 유스페이스1)",2021-03-31
분당구,제과점영업,(주)곤트란쉐리에코리아,2015-08-13,폐업,2018-01-15,-,-,-,92.2,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,제과점영업,아티장베이커스레볼루션,2015-08-13,폐업,2016-01-11,-,-,-,11.6,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,제과점영업,멜씨마마 빠흐 라부아뜨,2015-08-13,폐업,2016-11-04,-,-,-,14.5,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,제과점영업,티모티스,2015-10-30,폐업,2019-04-08,-,-,-,40.62,"경기도 성남시 분당구 서현동 297번지 효자촌 제근린상가동 101호,102호","경기도 성남시 분당구 돌마로486번길 12 (서현동, 효자촌 제근린상가동 101호,102호)",2021-03-31
수정구,제과점영업,파리바게뜨 성남신흥점,2015-11-03,폐업,2015-12-07,-,-,-,,"경기도 성남시 수정구 신흥동 2515번지 1,2층","경기도 성남시 수정구 산성대로 269, 1,2층 (신흥동)",2021-03-31
수정구,제과점영업,파리바게뜨 성남신흥점,2015-12-07,폐업,2016-01-06,-,-,-,,"경기도 성남시 수정구 신흥동 2515번지 1,2층","경기도 성남시 수정구 산성대로 269, 1,2층 (신흥동)",2021-03-31
분당구,제과점영업,브레드앤써플라이(Bread and Supply),2015-12-17,폐업,2017-06-12,-,-,-,12.84,경기도 성남시 분당구 수내동 14번지 롯데백화점 분당점 지하1층 일부,"경기도 성남시 분당구 황새울로200번길 45 (수내동, 롯데백화점 분당점 지하1층 일부)",2021-03-31
분당구,제과점영업,스윗레지나,2015-12-23,폐업,2016-08-31,-,-,-,44.56,경기도 성남시 분당구 금곡동 192번지 분당두산위브 104동 1층 105호,"경기도 성남시 분당구 정자일로 55, 104동 1층 105호 (금곡동, 분당두산위브)",2021-03-31
분당구,제과점영업,파트로단팥빵,2014-09-04,폐업,2016-05-02,-,-,-,43.92,경기도 성남시 분당구 금곡동 161번지 천사의도시 오피스텔 110호,"경기도 성남시 분당구 성남대로 165, 110호 (금곡동, 천사의도시 오피스텔)",2021-03-31
중원구,제과점영업,소보르 베이커리,2014-09-11,폐업,2016-05-20,-,-,-,28.8,경기도 성남시 중원구 금광동 3736번지 1층,"경기도 성남시 중원구 산성대로372번길 21, 1층 (금광동)",2021-03-31
수정구,제과점영업,아트 나인(ART 9),2014-09-22,폐업,2016-08-18,-,-,-,92.3,"경기도 성남시 수정구 창곡동 513-7번지 1층 105,106호","경기도 성남시 수정구 위례동로 135-6, 1층 105,106호 (창곡동)",2021-03-31
분당구,제과점영업,코트도르,2014-10-21,폐업,2015-11-30,-,-,-,12.89,경기도 성남시 분당구 서현동 263번지 AKPLAZA 문당점 지하1층B101 푸드코트내,"경기도 성남시 분당구 황새울로360번길 42 (서현동, AKPLAZA 문당점 지하1층B101 푸드코트내)",2021-03-31
중원구,제과점영업,떡담성남직영점,2011-10-04,폐업,2017-02-01,-,-,-,44.84,경기도 성남시 중원구 하대원동 143-1번지 태연스카이빌 105호,"경기도 성남시 중원구 둔촌대로 274, 105호 (하대원동,태연스카이빌)",2021-03-31
수정구,제과점영업,국가대표베이커리,2011-11-09,폐업,2011-12-27,-,-,-,37.6,경기도 성남시 수정구 태평동 6833번지,,2021-03-31
분당구,제과점영업,갤럭시 와플,2018-01-31,폐업,2018-11-20,-,-,-,12.5,"경기도 성남시 분당구 수내동 53번지 파크타운 주상복합상가 가동 지하1층 211,212호","경기도 성남시 분당구 내정로174번길 42, 가동 지하1층 211,212호 (수내동, 파크타운서안아파트)",2021-03-31
수정구,제과점영업,발효스토리,2018-02-05,폐업,2020-02-06,-,-,-,28.49,"경기도 성남시 수정구 창곡동 505번지 위례 한화오벨리스크 센트럴스퀘어, 1층 1037호","경기도 성남시 수정구 위례광장로 104, 위례 한화오벨리스크 센트럴스퀘어 1층 1037호 (창곡동)",2021-03-31
분당구,제과점영업,고메베이커리,2018-02-14,폐업,2020-01-16,-,-,-,29.6,경기도 성남시 분당구 이매동 321번지 외6필지 복지관및기숙사동 1층 일부,"경기도 성남시 분당구 이매로 173, 외6필지 복지관및기숙사동 1층 일부 (이매동)",2021-03-31
수정구,제과점영업,빠니에드빵,1997-02-01,폐업,2008-12-29,-,-,-,64.42,경기도 성남시 수정구 태평동 3817번지 1층,,2021-03-31
수정구,제과점영업,꽁휘앙스과자점,1997-03-12,폐업,2008-11-05,-,-,-,39.2,경기도 성남시 수정구 수진동 84-1번지 1층,,2021-03-31
중원구,제과점영업,흥부네빵집,1997-04-18,폐업,2007-08-17,-,-,-,15.4,경기도 성남시 중원구 중앙동 1289번지 (1층),,2021-03-31
중원구,제과점영업,굿모닝베이커리,1997-04-29,폐업,2007-07-06,-,-,-,22.08,경기도 성남시 중원구 금광동 3171번지 (1층),,2021-03-31
중원구,제과점영업,모란역 제과점,1997-06-17,폐업,2017-03-07,-,-,-,50.31,경기도 성남시 중원구 성남동 1575번지 지1층 모란역사내,"경기도 성남시 중원구 성남대로 지하 1147, 지1층 (성남동, 모란역사내)",2021-03-31
중원구,제과점영업,드림캐슬베이커리,1997-11-07,폐업,2007-01-30,-,-,-,27.36,경기도 성남시 중원구 은행동 2450번지 2452 (1층),,2021-03-31
분당구,제과점영업,베이커리 미뇽,1998-02-11,폐업,2013-07-01,-,-,-,29.06,"경기도 성남시 분당구 서현동 312-3번지 ,4  범한프라자104호","경기도 성남시 분당구 불정로376번길 37 (서현동,,4  범한프라자104호)",2021-03-31
분당구,제과점영업,본주르비과자점,1998-02-11,폐업,2009-10-13,-,-,-,26.98,"경기도 성남시 분당구 서현동 312-3번지 ,4  범한프라자 208호",,2021-03-31
수정구,제과점영업,프랑세즈,1998-04-22,폐업,2006-04-25,-,-,-,33.93,경기도 성남시 수정구 태평동 3678번지 1층,,2021-03-31
분당구,제과점영업,강릉 빵다방,2018-09-10,폐업,2018-10-01,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층(일부),"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,제과점영업,"메이드, 김반장",2018-01-23,폐업,2020-11-18,-,-,-,34.96,경기도 성남시 분당구 수내동 24 양지마을한양아파트 양지마을분산상가비동 지층 106호일부,"경기도 성남시 분당구 내정로165번길 35, 양지마을분산상가비동 지층 106호일부호 (수내동, 양지마을한양아파트)",2021-03-31
분당구,제과점영업,록시베이커리(RoxyBakery),2020-11-06,폐업,2020-11-18,-,-,-,,경기도 성남시 분당구 운중동 962 1층 103호,"경기도 성남시 분당구 운중로 123, 1층 103호 (운중동)",2021-03-31
분당구,제과점영업,강릉빵다방,2018-10-16,폐업,2020-01-31,-,-,-,13.23,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,제과점영업,꾸드시,2018-10-23,폐업,2020-11-30,-,-,-,37.6,경기도 성남시 분당구 수내동 114-1 1층 일부,"경기도 성남시 분당구 발이봉북로27번길 2, 1(일부)층 (수내동)",2021-03-31
중원구,제과점영업,모란베이커리,2018-10-05,폐업,2019-03-20,-,-,-,34.4,경기도 성남시 중원구 성남동 3219번지 아트팰리스 104호,"경기도 성남시 중원구 광명로 4, 104호 (성남동, 아트팰리스)",2021-03-31
수정구,제과점영업,도담도담식빵 성남세이브존점,2019-01-02,폐업,2020-02-03,-,-,-,33.39,"경기도 성남시 수정구 신흥동 2463-5번지 세이브존, 지하1층 일부","경기도 성남시 수정구 산성대로 337, 세이브존 지하1(일부)층 (신흥동)",2021-03-31
수정구,제과점영업,송사부 수제쌀 고로케 세이브존 성남점,2019-01-04,폐업,2019-07-30,-,-,-,16.43,경기도 성남시 수정구 신흥동 2463-5번지 세이브존 지하1층 일부,"경기도 성남시 수정구 산성대로 337, 세이브존 지하1층 일부호 (신흥동)",2021-03-31
분당구,제과점영업,캄파눌라(CAMPANULA BAKERY),2018-11-07,폐업,2019-12-12,-,-,-,25.56,경기도 성남시 분당구 금곡동 222번지 미금역사내 지하1층(맞이방),"경기도 성남시 분당구 성남대로 지하 156, 미금역사내 맞이방  지하1층 (금곡동)",2021-03-31
중원구,제과점영업,씨알참,2017-02-14,폐업,2020-03-13,-,-,-,14.4,경기도 성남시 중원구 하대원동 111-7번지 제일아파트 상가동,"경기도 성남시 중원구 둔촌대로190번길 2, 상가동 1층 (하대원동, 제일아파트)",2021-03-31
분당구,제과점영업,바르미다,2018-11-06,폐업,2020-07-29,-,-,-,46.8,경기도 성남시 분당구 서현동 312-1 레이디파크빌딩 1층 101호,"경기도 성남시 분당구 분당로263번길 39, 레이디파크빌딩 1층 101호 (서현동)",2021-03-31
분당구,제과점영업,꾸드시,2018-10-23,폐업,2020-12-08,-,-,-,37.6,경기도 성남시 분당구 수내동 114-1 1층 일부,"경기도 성남시 분당구 발이봉북로27번길 2, 1(일부)층 (수내동)",2021-03-31
분당구,제과점영업,베즐리-한시적,2020-12-17,폐업,2020-12-25,-,-,-,,경기도 성남시 분당구 백현동 541 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
분당구,제과점영업,파네테리아-한시적,2020-12-22,폐업,2020-12-25,-,-,-,,경기도 성남시 분당구 백현동 541 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
