구,업종명,사업장명,인허가일자,영업상태,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지지번주소,소재지도로명주소,데이터기준일자
분당구,제과점영업,브레댄코(수내점),2010-01-04,폐업,2010-10-21,-,-,-,90.52,"경기도 성남시 분당구 수내동 33-1번지 크리스탈빌딩 1층 101,102호",,2021-03-31
분당구,제과점영업,브레댄코 정자점,2010-03-02,폐업,2011-08-29,-,-,-,50.32,경기도 성남시 분당구 정자동 117-1번지 스포라이프센타 118호,,2021-03-31
분당구,제과점영업,브레댄코 샛별점,2010-03-04,폐업,2019-02-11,-,-,-,39.13,경기도 성남시 분당구 분당동 34번지 샛별마을상가동 104호(1층),"경기도 성남시 분당구 분당로 190 (분당동,샛별마을상가동 104호(1층))",2021-03-31
수정구,제과점영업,파리바게뜨성남대로점,2006-02-01,폐업,2011-12-08,-,-,-,44.02,경기도 성남시 수정구 수진동 3993번지 (1층),,2021-03-31
분당구,제과점영업,미엔미,2013-11-12,폐업,2015-09-30,-,-,-,24.36,경기도 성남시 분당구 야탑동 366-7번지 1층 일부,"경기도 성남시 분당구 야탑로105번길 7 (야탑동, 1층 일부)",2021-03-31
중원구,제과점영업,브래댄코  성남은행점,2013-11-29,폐업,2016-01-27,-,-,-,108.62,경기도 성남시 중원구 은행동 1023번지 1층,"경기도 성남시 중원구 은이로7번길 2, 1층 (은행동)",2021-03-31
분당구,제과점영업,앤파티,2013-12-23,폐업,2014-12-02,-,-,-,41.2,경기도 성남시 분당구 서현동 89번지 서현파크플라자 2층 219호,"경기도 성남시 분당구 중앙공원로31번길 42 (서현동, 서현파크플라자 2층 219호)",2021-03-31
분당구,제과점영업,뚜레쥬르판교역점,2013-12-31,폐업,2019-06-13,-,-,-,67.23,경기도 성남시 분당구 삼평동 658번지 A동  1층 116호,"경기도 성남시 분당구 분당내곡로 159 (삼평동, A동  1층 116호)",2021-03-31
수정구,제과점영업,던킨도너츠 서울공항점,2014-03-13,폐업,2020-03-09,-,-,-,29.52,"경기도 성남시 수정구 고등동 1번지 위지상 제 68호, 면회실내","경기도 성남시 수정구 대왕판교로 1210, 1층 (고등동, 위지상 제 68호, 면회실내)",2021-03-31
분당구,제과점영업,레슈크레,2014-04-25,폐업,2015-11-23,-,-,-,29.2,경기도 성남시 분당구 정자동 155-2번지,"경기도 성남시 분당구 정자로 13 (정자동, 월드비터 203호)",2021-03-31
분당구,제과점영업,프레르뺑,2014-05-08,폐업,2015-10-29,-,-,-,,경기도 성남시 분당구 금곡동 192번지 분당두산위브  1층 108-113호,"경기도 성남시 분당구 정자일로 55 (금곡동, 분당두산위브  1층 108-113호)",2021-03-31
분당구,제과점영업,브래드스토리,2014-05-12,폐업,2018-04-24,-,-,-,37.2,경기도 성남시 분당구 수내동 88-2번지 1층 일부,"경기도 성남시 분당구 불정로 254 (수내동, 1층 일부)",2021-03-31
분당구,제과점영업,동글이네 파이,2009-06-17,폐업,2010-10-25,-,-,-,12.48,"경기도 성남시 분당구 수내동 53번지 주상복합상가 지하 155호,160호",,2021-03-31
수정구,제과점영업,소미미,2009-06-25,폐업,2019-01-02,-,-,-,61.9,경기도 성남시 수정구 신흥동 2463-5번지 세이브존 지하1층,"경기도 성남시 수정구 산성대로 337, 지하1층 (신흥동, 세이브존)",2021-03-31
중원구,제과점영업,몽 블랑제 (Mon Boulanger),2009-07-20,폐업,2017-12-05,-,-,-,6,경기도 성남시 중원구 금광동 146번지 (1층),"경기도 성남시 중원구 금상로 61, 1층 (금광동)",2021-03-31
분당구,제과점영업,롯데슈퍼야탑점(따삐오),2009-08-27,폐업,2010-07-27,-,-,-,7.96,경기도 성남시 분당구 야탑동 215번지 매화마을 만군교회지하1층일부,,2021-03-31
분당구,제과점영업,라부아뜨,2015-03-06,폐업,2015-05-14,-,-,-,,경기도 성남시 분당구 서현동 263번지 AK플라자분당점 지하1층 푸드코트내,"경기도 성남시 분당구 황새울로360번길 42 (서현동, AK플라자분당점 지하1층 푸드코트내)",2021-03-31
수정구,제과점영업,맛있는빵이야기,2010-03-11,폐업,2019-01-11,-,-,-,21.25,경기도 성남시 수정구 태평동 3691-2번지 1층,"경기도 성남시 수정구 수정로119번길 7 (태평동,1층)",2021-03-31
수정구,제과점영업,엣지,2010-03-29,폐업,2011-05-11,-,-,-,24,경기도 성남시 수정구 산성동 1056번지 1층,,2021-03-31
수정구,제과점영업,1514베이커리,2010-03-29,폐업,2012-01-25,-,-,-,46.88,경기도 성남시 수정구 상적동 15-14번지 1층,,2021-03-31
분당구,제과점영업,빚은 수내역점,2010-04-16,폐업,2012-08-28,-,-,-,31.85,경기도 성남시 분당구 수내동 33-1번지 크리스탈 빌딩 108호,,2021-03-31
수정구,제과점영업,샛별베이커리,2000-05-10,폐업,2008-03-31,-,-,-,32.76,경기도 성남시 수정구 신흥동 3390번지 1층,,2021-03-31
중원구,제과점영업,이삭베이커리,2000-05-12,폐업,2007-03-28,-,-,-,35.85,경기도 성남시 중원구 상대원동 1171번지,,2021-03-31
분당구,제과점영업,비알코리아(주) 던킨도너츠 수내점,2000-07-04,폐업,2005-10-31,-,-,-,46.72,경기도 성남시 분당구 수내동 11-1번지 청구블루빌103호,,2021-03-31
분당구,제과점영업,한살림성남용인수내매장,2014-05-15,폐업,2017-05-15,-,-,-,39.14,경기도 성남시 분당구 수내동 58-3번지 1층 일부,"경기도 성남시 분당구 내정로166번길 5 (수내동, 1층 일부)",2021-03-31
수정구,제과점영업,수라방,2016-09-22,폐업,2016-10-19,-,-,-,,경기도 성남시 수정구 태평동 7336번지 이마트 성남점 지하2층(일부),"경기도 성남시 수정구 수정로 201, 지하2(일부)층 (태평동, 이마트 성남점)",2021-03-31
분당구,제과점영업,버거군엔오니기리양,2011-05-18,폐업,2014-04-28,-,-,-,33.36,경기도 성남시 분당구 수내동 33-1번지 크리스탈빌딩 109호 전체,"경기도 성남시 분당구 내정로165번길 50 (수내동,크리스탈빌딩 109호 전체)",2021-03-31
수정구,제과점영업,A플러스,2011-05-20,폐업,2013-02-27,-,-,-,24,경기도 성남시 수정구 산성동 1055번지 1층,,2021-03-31
수정구,제과점영업,정베이커리,2011-05-20,폐업,2014-05-12,-,-,-,37.8,경기도 성남시 수정구 태평동 1607번지 지층,"경기도 성남시 수정구 남문로121번길 16 (태평동,지층)",2021-03-31
분당구,제과점영업,아티제 블랑제리(홈플러스익스프레스 분당남판교점),2011-05-27,폐업,2011-07-15,-,-,-,,경기도 성남시 분당구 판교동 625번지 리버스토리 1층 104호,,2021-03-31
분당구,제과점영업,이지바이 이매2호점,2011-06-03,폐업,2013-04-30,-,-,-,29.59,경기도 성남시 분당구 이매동 131-1번지 제일프라자 1층 9호전체,,2021-03-31
분당구,제과점영업,안데르센 과자점,2010-04-30,폐업,2018-03-08,-,-,-,112.61,경기도 성남시 분당구 정자동 126-1번지 영동프라자 2층204호,"경기도 성남시 분당구 정자로 78 (정자동,영동프라자 2층204호)",2021-03-31
수정구,제과점영업,최상현베이커리,2010-05-06,폐업,2012-12-13,-,-,-,18.07,경기도 성남시 수정구 신흥동 934번지 1층,,2021-03-31
중원구,제과점영업,밀베이커리,2010-05-11,폐업,2011-09-21,-,-,-,30.3,경기도 성남시 중원구 상대원동 2354번지 (1층),,2021-03-31
중원구,제과점영업,보니브레드,2010-05-17,폐업,2015-01-19,-,-,-,23.4,경기도 성남시 중원구 도촌동 545번지 (1층),"경기도 성남시 중원구 도촌로 11, 1층 (도촌동)",2021-03-31
분당구,제과점영업,스위트가든,2010-05-18,폐업,2011-11-15,-,-,-,15.4,경기도 성남시 분당구 이매동 97-6번지 금강프라자 1층 110호,,2021-03-31
분당구,제과점영업,(주)현대그린푸드 베즐리 판교점케익,2015-08-13,폐업,2018-09-28,-,-,-,6.3,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,제과점영업,(주)브레드가든,2015-08-18,폐업,2019-03-05,-,-,-,69.1,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 8층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 8층 일부)",2021-03-31
분당구,제과점영업,자매공방,2015-08-20,폐업,2017-03-21,-,-,-,22.5,경기도 성남시 분당구 운중동 1031-5번지 1층 일부(101호),"경기도 성남시 분당구 운중로188번길 9, 1층 (운중동, 1층 일부(101호))",2021-03-31
분당구,제과점영업,케익하우스엠마,1993-03-17,폐업,2006-05-04,-,-,-,28.35,경기도 성남시 분당구 야탑동 330번지 장미마을근린상가1층101호,,2021-03-31
분당구,제과점영업,축복의빵가게(Baulangerie du ciel),1993-05-27,폐업,2005-09-01,-,-,-,34.18,경기도 성남시 분당구 야탑동 335번지 현대8차근린상가지상1층1106호,,2021-03-31
분당구,제과점영업,라벨르과자점,1993-06-02,폐업,2006-09-26,-,-,-,29.44,경기도 성남시 분당구 이매동 132번지 근린상가1층104.201호,,2021-03-31
수정구,제과점영업,샤르망베이커리,1993-06-05,폐업,2006-05-15,-,-,-,26.6,경기도 성남시 수정구 신흥동 2586-4번지,,2021-03-31
분당구,제과점영업,현베이커리,1993-07-20,폐업,2005-10-13,-,-,-,31.28,경기도 성남시 분당구 야탑동 166번지 목련마을근린상가1층104,,2021-03-31
수정구,제과점영업,제이크도나스,1993-09-25,폐업,2007-10-15,-,-,-,14.4,경기도 성남시 수정구 신흥동 2463-5번지 지층 19호,,2021-03-31
중원구,제과점영업,근우베이커리,2015-02-12,폐업,2015-05-04,-,-,-,39.46,경기도 성남시 중원구 상대원동 2983-23번지 1층 일부,"경기도 성남시 중원구 희망로344번길 12, 1층 (상대원동)",2021-03-31
분당구,제과점영업,제이홈메이드(J.homemade),2015-03-04,폐업,2016-05-16,-,-,-,21.43,경기도 성남시 분당구 서현동 310번지 효자촌 분산상가비동 1층 106호,"경기도 성남시 분당구 분당로263번길 13 (서현동, 효자촌 분산상가비동 1층)",2021-03-31
분당구,제과점영업,파리바게뜨 분당파크타운점,2015-03-05,폐업,2020-06-02,-,-,-,77.57,"경기도 성남시 분당구 수내동 58-2번지 상지상가빌딩 1층 104호, 2층 204호","경기도 성남시 분당구 내정로 172 (수내동, 상지상가빌딩 1층 104호, 2층 204호)",2021-03-31
분당구,제과점영업,브레드앤써플라이 판교점,2015-10-27,폐업,2017-04-26,-,-,-,71.12,경기도 성남시 분당구 삼평동 741번지 판교푸르지오월드마크 1층 1-102호,"경기도 성남시 분당구 대왕판교로606번길 58, 1층 1-102호 (삼평동, 판교푸르지오월드마크 )",2021-03-31
중원구,제과점영업,케익하우스 로뎀,2005-09-23,폐업,2011-01-03,-,-,-,,경기도 성남시 중원구 하대원동 249번지 (1층),,2021-03-31
분당구,제과점영업,스위트 포레스트(sweet forest),2005-10-04,폐업,2007-05-31,-,-,-,41.8,경기도 성남시 분당구 수내동 29번지 (양지마을주상복합상가 603동 지상1층 145호),,2021-03-31
분당구,제과점영업,크라운베이커리분당금곡점,2005-10-04,폐업,2009-06-12,-,-,-,45.78,경기도 성남시 분당구 금곡동 206번지 대덕프라자2. 1층 106호,,2021-03-31
분당구,제과점영업,가또마들렌,2005-10-04,폐업,2008-11-28,-,-,-,45.98,경기도 성남시 분당구 금곡동 161번지 천사의도시 오피스텔 근111-1호,,2021-03-31
분당구,제과점영업,파리바게뜨분당불정점,2012-01-20,폐업,2019-12-23,-,-,-,86.93,경기도 성남시 분당구 정자동 221-2번지 1층,"경기도 성남시 분당구 불곡로3번길 4-1 (정자동, 1층)",2021-03-31
분당구,제과점영업,메고지고,2013-10-22,폐업,2019-02-27,-,-,-,57.6,경기도 성남시 분당구 정자동 8-3번지 1층  114호,"경기도 성남시 분당구 정자일로 240 (정자동, 1층  114호)",2021-03-31
분당구,제과점영업,베이커리아미,2013-10-22,폐업,2014-12-03,-,-,-,35.2,경기도 성남시 분당구 삼평동 679번지 삼환하이펙스B동  지하1층  B108호,"경기도 성남시 분당구 판교역로 230 (삼평동, 삼환하이펙스B동  지하1층  B108호)",2021-03-31
분당구,제과점영업,타르트팜판교점,2013-10-25,폐업,2014-10-31,-,-,-,41.7,경기도 성남시 분당구 삼평동 741번지 판교푸르지오월드마크 1층 1-96호,"경기도 성남시 분당구 대왕판교로606번길 58 (삼평동, 판교푸르지오월드마크 1층 1-96호)",2021-03-31
분당구,제과점영업,자미수,2017-08-30,폐업,2019-07-30,-,-,-,11.66,경기도 성남시 분당구 수내동 14번지 롯데백화점 지하식품관 일부,"경기도 성남시 분당구 황새울로200번길 45 (수내동, 롯데백화점 지하식품관 일부)",2021-03-31
중원구,제과점영업,블럭제빵소 남한산성입구역점,2017-09-22,폐업,2019-10-31,-,-,-,27.88,경기도 성남시 중원구 금광동 4699번지 1층,"경기도 성남시 중원구 산성대로 448-1, 1층 (금광동)",2021-03-31
분당구,제과점영업,꼬끄마카롱(Coque Macaron Specialty Store),2017-10-18,폐업,2019-09-24,-,-,-,32.54,경기도 성남시 분당구 판교동 615-2번지 1층 일부,"경기도 성남시 분당구 운중로233번길 15 (판교동, 1층 일부)",2021-03-31
분당구,제과점영업,메티에(metier),2017-10-23,폐업,2020-05-27,-,-,-,52.02,경기도 성남시 분당구 판교동 614-7번지 1층 일부(103호),"경기도 성남시 분당구 운중로233번길 20, 1(일부)층 (103호)호 (판교동)",2021-03-31
분당구,제과점영업,토끼방앗간,2017-10-25,폐업,2018-02-12,-,-,-,9.2,경기도 성남시 분당구 정자동 211번지 이마트 분당점 지하1층 일부,"경기도 성남시 분당구 불정로 134 (정자동, 이마트 분당점 지하1층 일부)",2021-03-31
분당구,제과점영업,던킨도너츠(분당SK C앤C점),2015-10-29,폐업,2017-11-14,-,-,-,65.57,경기도 성남시 분당구 정자동 25-1번지 킨스타워 3층 331호,"경기도 성남시 분당구 성남대로331번길 8, 3층 331호 (정자동, 킨스타워)",2021-03-31
수정구,제과점영업,데이앤데이 성남점,2012-01-30,폐업,2012-02-13,-,-,-,,경기도 성남시 수정구 태평동 7336번지 지하1층,"경기도 성남시 수정구 수정로 201, 지하1층 (태평동)",2021-03-31
분당구,제과점영업,레삐도르,2012-02-02,폐업,2014-10-31,-,-,-,26,경기도 성남시 분당구 정자동 27번지 1층 106호 일부,"경기도 성남시 분당구 백현로 100 (정자동, 1층 일부)",2021-03-31
수정구,제과점영업,Rico,2012-02-17,폐업,2016-08-08,-,-,-,34.04,경기도 성남시 수정구 양지동 855번지 1층,"경기도 성남시 수정구 산성대로 495, 1층 (양지동)",2021-03-31
분당구,제과점영업,빚은분당서현점,2006-02-28,폐업,2014-11-12,-,-,-,43.2,경기도 성남시 분당구 서현동 251-3번지 엘지분당에클라트 101-2호,"경기도 성남시 분당구 서현로 184 (서현동,엘지분당에클라트 101-2호)",2021-03-31
수정구,제과점영업,뚜레쥬르 성남신흥,2006-03-14,폐업,2011-07-01,-,-,-,61.68,경기도 성남시 수정구 신흥동 4223-2번지 (1층),,2021-03-31
분당구,제과점영업,비알코리아(주)던킨도너츠 분당정자역점,2006-03-16,폐업,2017-10-24,-,-,-,51.09,경기도 성남시 분당구 정자동 156-1번지 젤존타워3.  1층 109호,"경기도 성남시 분당구 성남대로331번길 3-3 (정자동, 젤존타워3.  1층 109호 )",2021-03-31
분당구,제과점영업,문베이커리,2017-11-23,폐업,2020-02-05,-,-,-,53.05,"경기도 성남시 분당구 운중동 943번지 큐브타워 1층 110호, 111호 일부","경기도 성남시 분당구 운중로 132 (운중동, 큐브타워 1층 110호, 111호 일부)",2021-03-31
분당구,제과점영업,알리세(ALLRICE),2006-03-21,폐업,2011-06-08,-,-,-,31.92,경기도 성남시 분당구 야탑동 358-2번지 아미고타워 121호,,2021-03-31
분당구,제과점영업,도넛스토리,2006-05-08,폐업,2007-02-13,-,-,-,28.6,경기도 성남시 분당구 야탑동 358-2번지 아미고타워 122호,,2021-03-31
분당구,제과점영업,뚜레쥬르분당위브점,2006-05-17,폐업,2009-01-16,-,-,-,69.08,"경기도 성남시 분당구 금곡동 192번지 분당두산위브 108-117호, 108-113호",,2021-03-31
분당구,제과점영업,마인츠돔과자점,2006-06-26,폐업,2015-10-06,-,-,-,74.16,"경기도 성남시 분당구 구미동 25-1번지 엘레강스프라자 2동 1층 102,103호","경기도 성남시 분당구 돌마로 86 (구미동,엘레강스프라자 2동 1층 102,103호)",2021-03-31
분당구,제과점영업,신라명과동부지점,2006-07-03,폐업,2010-06-14,-,-,-,,경기도 성남시 분당구 야탑동 330번지 근린상가 195동 101호,,2021-03-31
중원구,제과점영업,까망베르제과점,2006-07-24,폐업,2013-04-26,-,-,-,29.68,경기도 성남시 중원구 금광동 3132번지 (1층),"경기도 성남시 중원구 광명로347번길 4 (금광동,(1층))",2021-03-31
중원구,제과점영업,소문난 빵집,2012-06-07,폐업,2018-12-05,-,-,-,14.9,경기도 성남시 중원구 은행동 1553번지 1층 다동 4호,"경기도 성남시 중원구 산성대로 526, 다동 1층 4호 (은행동)",2021-03-31
분당구,제과점영업,뚜레쥬르야탑역점,2012-07-31,폐업,2016-02-23,-,-,-,73,경기도 성남시 분당구 야탑동 360-6번지 분당METRO  101호 일부,"경기도 성남시 분당구 성남대로 926 (야탑동, 분당METRO  101호 일부)",2021-03-31
분당구,제과점영업,잇브레드(정자점),2012-08-22,폐업,2014-10-29,-,-,-,41.8,경기도 성남시 분당구 금곡동 192번지 분당두산위브 108-108호,"경기도 성남시 분당구 정자일로 55 (금곡동, 분당두산위브 108-108호)",2021-03-31
분당구,제과점영업,산해향,2012-12-11,폐업,2019-10-01,-,-,-,24.49,경기도 성남시 분당구 수내동 6-9번지 수내프라자 3층 316호,"경기도 성남시 분당구 황새울로258번길 43 (수내동, 수내프라자 3층 316호)",2021-03-31
분당구,제과점영업,베이크이삼공,2012-12-11,폐업,2018-01-26,-,-,-,42.6,경기도 성남시 분당구 정자동 64-6번지 1층 일부,"경기도 성남시 분당구 느티로77번길 6-10 (정자동, 1층 일부)",2021-03-31
수정구,제과점영업,신세계 SVN 성남점,2012-12-21,폐업,2012-12-27,-,-,-,,경기도 성남시 수정구 태평동 7336번지 지하2층,"경기도 성남시 수정구 수정로 201, 지2층 (태평동)",2021-03-31
분당구,제과점영업,호두파이명가,2011-08-10,폐업,2015-02-16,-,-,-,24.8,경기도 성남시 분당구 서현동 89번지 서현파크플라자   1층   152호,"경기도 성남시 분당구 중앙공원로31번길 42 (서현동, 서현파크플라자   1층   152호)",2021-03-31
분당구,제과점영업,파리바게뜨분당여수동점,2011-08-22,폐업,2015-10-06,-,-,-,93.6,경기도 성남시 분당구 야탑동 202-1번지 1층 전부,"경기도 성남시 분당구 양현로 473 (야탑동,1층 전부)",2021-03-31
분당구,제과점영업,멜리사초이파티셔리&슈가크래프트,2011-08-26,폐업,2014-12-29,-,-,-,30,경기도 성남시 분당구 서현동 269-6번지 2층 일부(207호),"경기도 성남시 분당구 분당로53번길 9 (서현동,2층 일부(207호))",2021-03-31
분당구,제과점영업,(주)더브라운베이커리 수내점,2012-12-21,폐업,2018-08-07,-,-,-,115.72,"경기도 성남시 분당구 수내동 28-2번지 양지프라임  1층  103호, 104호","경기도 성남시 분당구 내정로 167 (수내동, 양지프라임  1층  103호, 104호)",2021-03-31
분당구,제과점영업,오리역핫브레드,2013-01-10,폐업,2016-10-07,-,-,-,31.61,경기도 성남시 분당구 구미동 795-1번지 오리역사내 지하1층 일부,,2021-03-31
분당구,제과점영업,끌라시끄,2013-01-24,폐업,2020-09-03,-,-,-,0,경기도 성남시 분당구 정자동 174-1 상가동 1층 D-04호,"경기도 성남시 분당구 정자일로 121 (정자동, 상가동 1층 D-04호)",2021-03-31
수정구,제과점영업,호도프렌드,2008-04-03,폐업,2011-08-04,-,-,-,27.36,경기도 성남시 수정구 태평동 6455번지 동인트루빌 103호,,2021-03-31
분당구,제과점영업,오팡,2013-06-27,폐업,2015-03-13,-,-,-,35.72,"경기도 성남시 분당구 수내동 79-2번지 현대제일상가 1층  1호, 2호","경기도 성남시 분당구 돌마로 364 (수내동, 현대제일상가 1층  1호, 2호)",2021-03-31
분당구,제과점영업,롯데제과(주)베이커리 빠뮤 판교점,2013-06-27,폐업,2019-02-15,-,-,-,121.9,경기도 성남시 분당구 삼평동 741번지 판교푸르지오월드마크 지하1층 일부,"경기도 성남시 분당구 대왕판교로606번길 58 (삼평동, 판교푸르지오월드마크 지하1층 일부)",2021-03-31
분당구,제과점영업,앤티앤스,2013-06-28,폐업,2015-08-17,-,-,-,15.54,경기도 성남시 분당구 삼평동 741번지 판교푸르지오월드마크 지하1층 일부,"경기도 성남시 분당구 대왕판교로606번길 58 (삼평동, 판교푸르지오월드마크 지하1층 일부)",2021-03-31
분당구,제과점영업,리나스 판교점,2013-07-05,폐업,2016-12-01,-,-,-,56.94,경기도 성남시 분당구 삼평동 740번지 판교호반써밋플레이스  1층  134호,"경기도 성남시 분당구 분당내곡로 150 (삼평동, 판교호반써밋플레이스  1층  134호)",2021-03-31
수정구,제과점영업,제이에이치(JH)파이&핫(HOT)떡,2013-07-22,폐업,2014-11-03,-,-,-,21.27,경기도 성남시 수정구 태평동 3626-2번지 1층,"경기도 성남시 수정구 수정로119번길 16, 1층 (태평동)",2021-03-31
분당구,제과점영업,마들렌이야기,2013-07-26,폐업,2017-06-19,-,-,-,115.84,경기도 성남시 분당구 야탑동 273-2번지 1층 일부,"경기도 성남시 분당구 벌말로40번길 4-1 (야탑동, 1층 일부)",2021-03-31
분당구,제과점영업,밀가또판교점,2013-07-31,폐업,2016-03-29,-,-,-,,경기도 성남시 분당구 백현동 604-2번지 1층 전부,"경기도 성남시 분당구 동판교로52번길 3-6 (백현동, 1층 전부)",2021-03-31
분당구,제과점영업,제이스텔라,2013-08-05,폐업,2018-08-09,-,-,-,31.28,경기도 성남시 분당구 백현동 529번지 판교역 SK HUB 지하2층 B동 B215호,"경기도 성남시 분당구 판교역로 109 (백현동, 판교역 SK HUB 지하2층 B동 B215호)",2021-03-31
분당구,제과점영업,인디오븐,2013-08-07,폐업,2015-10-30,-,-,-,38.38,"경기도 성남시 분당구 서현동 297번지 효자촌 근린상가동 1층 101호, 102호","경기도 성남시 분당구 돌마로486번길 12 (서현동, 효자촌 근린상가동 1층 101호, 102호)",2021-03-31
분당구,제과점영업,록키마운틴초콜릿팩토리,2013-08-27,폐업,2016-07-29,-,-,-,54.9,경기도 성남시 분당구 삼평동 740번지 판교호반써밋플레이스 2층 211호,"경기도 성남시 분당구 동판교로177번길 25, 2층 211호 (삼평동, 판교호반써밋플레이스)",2021-03-31
중원구,제과점영업,톰아저씨빵집,2001-05-07,폐업,2006-03-14,-,-,-,26.42,경기도 성남시 중원구 상대원동 2985-1번지 (지층),,2021-03-31
수정구,제과점영업,크라운베이커리,2001-08-23,폐업,2011-02-09,-,-,-,20.8,경기도 성남시 수정구 신흥동 2467번지 외 10필지 성남중앙지하상가 마열 B동 13호,,2021-03-31
분당구,제과점영업,신라호텔베이커리,2000-08-08,폐업,2008-01-03,-,-,-,100.55,경기도 성남시 분당구 서현동 263번지 삼성플라자 지하1층,,2021-03-31
중원구,제과점영업,최종문베이커리,2000-12-16,폐업,2008-12-01,-,-,-,67.2,경기도 성남시 중원구 성남동 2610번지 (1층),,2021-03-31
분당구,제과점영업,윈도너츠하우스,2001-01-18,폐업,2019-09-27,-,-,-,9.06,경기도 성남시 분당구 야탑동 341번지 테마폴리스지2층,"경기도 성남시 분당구 성남대로925번길 16 (야탑동,테마폴리스지2층)",2021-03-31
수정구,제과점영업,(주)조선호텔베이커리데이앤데이성남태평점,2010-08-03,폐업,2010-08-18,-,-,-,,경기도 성남시 수정구 태평동 7336번지 성남태평동신세계쉐덴지하1층,,2021-03-31
분당구,제과점영업,뺑드프랑스분당,2010-08-10,폐업,2017-03-10,-,-,-,88.48,경기도 성남시 분당구 구미동 11-1번지 이천일아울렛 지하1층 일부,"경기도 성남시 분당구 미금일로154번길 20 (구미동,이천일아울렛 지하1층 일부)",2021-03-31
분당구,제과점영업,이소빵(ISOPAN),2010-09-03,폐업,2011-05-09,-,-,-,30.66,경기도 성남시 분당구 수내동 33-1번지 크리스탈빌딩 1층 109호,,2021-03-31
분당구,제과점영업,뚜레쥬르 판교백현점,2010-09-13,폐업,2014-04-18,-,-,-,49.56,경기도 성남시 분당구 백현동 551번지 자유퍼스트프라자1  1층105호,,2021-03-31
분당구,제과점영업,레삐또르(미금점),2003-07-29,폐업,2010-04-05,-,-,-,177.83,경기도 성남시 분당구 구미동 7-2번지 1층 102호,,2021-03-31
분당구,제과점영업,보네스뻬,2003-08-21,폐업,2008-04-01,-,-,-,72.19,경기도 성남시 분당구 구미동 300번지 분당서울대병원 지하1층,,2021-03-31
중원구,제과점영업,루반도르 베이커리,2003-08-28,폐업,2009-04-07,-,-,-,26.45,경기도 성남시 중원구 금광동 3702번지,,2021-03-31
분당구,제과점영업,윈첼 미금점,2003-09-15,폐업,2010-09-03,-,-,-,36.96,경기도 성남시 분당구 구미동 11-1번지 외 3필지 601호,,2021-03-31
분당구,제과점영업,브래드앤서플라이,2014-11-11,폐업,2014-12-22,-,-,-,71.68,경기도 성남시 분당구 삼평동 741번지 판교푸르지오월드마크 1층 1-102호,"경기도 성남시 분당구 대왕판교로606번길 58, 1-102호 (삼평동, 판교푸르지오월드마크 1층)",2021-03-31
분당구,제과점영업,도레도레,2014-11-12,폐업,2019-10-28,-,-,-,206.09,경기도 성남시 분당구 구미동 159번지 월드쇼핑 애플프라자 B동 1층일부호,"경기도 성남시 분당구 탄천상로151번길 20, 1층일부호 (구미동, 월드쇼핑 애플프라자 B동)",2021-03-31
분당구,제과점영업,브레드미(분당구미점),2014-11-25,폐업,2018-10-31,-,-,-,23.24,경기도 성남시 분당구 구미동 203-1번지 관보쇼핑 1층 101호,"경기도 성남시 분당구 구미로 60 (구미동, 관보쇼핑 1층 )",2021-03-31
중원구,제과점영업,뤼미에르빠띠세리,2001-09-05,폐업,2019-11-11,-,-,-,80.2,"경기도 성남시 중원구 은행동 663번지 (지층,1층)","경기도 성남시 중원구 산성대로582번길 2, 지층,1층 (은행동)",2021-03-31
분당구,제과점영업,미금역 스낵점,2001-09-10,폐업,2013-08-14,-,-,-,5.76,경기도 성남시 분당구 구미동 507-13번지 미금역사 지하1층,,2021-03-31
분당구,제과점영업,쉐 니콜라,2001-09-13,폐업,2010-12-21,-,-,-,50.85,경기도 성남시 분당구 정자동 223-8번지 1층,,2021-03-31
분당구,제과점영업,던킨도너츠분당야탑점,2001-10-15,폐업,2014-07-23,-,-,-,32.57,경기도 성남시 분당구 야탑동 351번지,경기도 성남시 분당구 야탑로 59 (야탑동),2021-03-31
수정구,제과점영업,케익하우스로마니나,2001-11-12,폐업,2014-05-23,-,-,-,50.59,경기도 성남시 수정구 산성동 1455번지 1층,"경기도 성남시 수정구 수정로 346 (산성동,1층)",2021-03-31
수정구,제과점영업,케익하우스몽마,2001-11-14,폐업,2006-07-03,-,-,-,59.44,경기도 성남시 수정구 수진동 4660번지 1층 101호,,2021-03-31
수정구,제과점영업,베베케잌&쿠키,2010-05-26,폐업,2014-12-31,-,-,-,32.62,경기도 성남시 수정구 수진동 3321번지 지하1층,"경기도 성남시 수정구 수정남로26번길 2 (수진동,지하1층)",2021-03-31
수정구,제과점영업,하얏트베이커리,2010-06-03,폐업,2010-11-29,-,-,-,30.26,경기도 성남시 수정구 수진동 3322번지 1층,,2021-03-31
