상권명,다중지역정보,업종정보,점포수,위도,경도
새터로12번길,"{""type"":""Polygon"",""coordinates"":[[[126.855286495956,37.4699711845016],[126.855843110313,37.4701900046261],[126.855887108794,37.4702005669324],[126.856075500168,37.4707514640214],[126.856614507855,37.4706187021295],[126.85680431628,37.4710536020192],[126.856880448197,37.471227789162],[126.85680825206,37.4718167137828],[126.856780181749,37.4718040531287],[126.85657970063,37.4721169186015],[126.856032049504,37.4725846732217],[126.855667012713,37.4722888657623],[126.855547685354,37.4723761265637],[126.855504454296,37.4724078080925],[126.855807971051,37.4732171804946],[126.855876570947,37.4734684474421],[126.855561233526,37.4735279072359],[126.855345120681,37.4729412626295],[126.855215589399,37.4726083115805],[126.855138742918,37.4724115903507],[126.854930697188,37.4724551921896],[126.854851380383,37.4722815361708],[126.854554979076,37.4720956415431],[126.853949821331,37.4720013652268],[126.853867972809,37.4717854474873],[126.853745721293,37.4714621389682],[126.853736906561,37.4714378379398],[126.853524294412,37.4708546027845],[126.853711978318,37.4706401704394],[126.853892971075,37.4706790922446],[126.853937619225,37.4705775939306],[126.854587507199,37.4708654651748],[126.854335417014,37.4701602078737],[126.854734991368,37.4696955326731],[126.855286495956,37.4699711845016]],[[126.854805722196,37.4714988734119],[126.85487828522,37.4716983691811],[126.854919638018,37.4718130897147],[126.855273183741,37.4720975251975],[126.85550925356,37.4721623194244],[126.856026372186,37.471820418433],[126.855942143954,37.4715515425975],[126.855881158293,37.4713572278157],[126.855844826649,37.4712374877794],[126.855765414008,37.4709540163714],[126.854722655017,37.4712699918956],[126.854805722196,37.4714988734119]]]}","음/식료품소매,가정/주방/인테리어,선물/팬시/기념품,종합소매점,의복의류",11,37.47131398,126.85526
고촌파출소,"{""type"":""Polygon"",""coordinates"":[[[126.77066691432,37.597796132787],[126.770682376683,37.5978454597083],[126.770801466414,37.598252714336],[126.770740400225,37.5982561917775],[126.770423792006,37.5983998761766],[126.769960525613,37.5987678511614],[126.769847947497,37.5988995795421],[126.769683521271,37.5991067914872],[126.769337572539,37.5996353535024],[126.76980839743,37.5996689769212],[126.770116341962,37.5997082237992],[126.770308416614,37.5997350011751],[126.770590108706,37.5998212771378],[126.770783792976,37.5999224046631],[126.770915166907,37.6000251362161],[126.771040474693,37.6001393725932],[126.770992272809,37.6001828961188],[126.770978794894,37.6001963029717],[126.770664790859,37.6005411254102],[126.770660459927,37.6005460523426],[126.77041388576,37.6008367666355],[126.770411867862,37.6008391876149],[126.769593742787,37.6018381089048],[126.76957821513,37.6018553313086],[126.769390632974,37.6013788168405],[126.769034580481,37.601230381269],[126.768724461221,37.6008284483564],[126.768416360628,37.6007340087268],[126.767970865538,37.6008380493918],[126.767925813458,37.6007801395551],[126.768242079399,37.600314343824],[126.76743259055,37.6006235109594],[126.767269201628,37.6004021826645],[126.767505540868,37.6002340177672],[126.768154051243,37.5997716877471],[126.768199217674,37.599736681003],[126.768670571223,37.5993727393482],[126.768735690415,37.5993294932771],[126.769186151013,37.5990306557303],[126.769361115756,37.5989142194223],[126.769953975872,37.5985205655081],[126.770377314976,37.5980626360753],[126.77066691432,37.597796132787]]]}","이/미용/건강,부동산중개,학원-보습교습입시,제과제빵떡케익,한식,병원",81,37.60014753,126.7693691
미금로,"{""type"":""Polygon"",""coordinates"":[[[127.153182837274,37.6055835325677],[127.152835063903,37.6060090382655],[127.152463305016,37.6064895600701],[127.152651003088,37.6066356364392],[127.152857733587,37.6068201434225],[127.152520637755,37.6070835360748],[127.152382091345,37.6071912315193],[127.15217090359,37.6070252758462],[127.150960284808,37.6071646961939],[127.150909052075,37.6069075297345],[127.150754846548,37.6063990197121],[127.150385567408,37.605506581825],[127.150041293644,37.6054669386631],[127.150137108563,37.604883636186],[127.149977589158,37.6048498517501],[127.150163406125,37.6046963327602],[127.150316450663,37.6045700699277],[127.151305280627,37.6048154677391],[127.151308112072,37.6048161542852],[127.151887263011,37.6049532965508],[127.151895737252,37.604955161558],[127.152223972941,37.6050219707088],[127.152231527071,37.6050233989755],[127.152499627603,37.6050702413574],[127.152507608322,37.6050715165903],[127.152864279086,37.6051232217284],[127.152870214481,37.6051240174741],[127.153221794651,37.605167338648],[127.15324438998,37.6051692056495],[127.15340166763,37.6051758835124],[127.153469113055,37.6051787470627],[127.153182837274,37.6055835325677]]]}","한식,음/식료품소매,세탁/가사서비스,유흥주점,화장품소매,병원,분식,이/미용/건강,자동차/이륜차,가정/주방/인테리어",14,37.60583618,127.1516247
발안만세길_2,"{""type"":""Polygon"",""coordinates"":[[[126.900090459182,37.1301716010547],[126.899905274599,37.1300634423107],[126.899575821247,37.129619975449],[126.9016169982,37.1276243588707],[126.901550472221,37.1276040316428],[126.901620838989,37.1274557200314],[126.9017511224,37.1274932507686],[126.902107478301,37.1271448369784],[126.902969929915,37.1274282103182],[126.90294158327,37.127589301278],[126.902541479987,37.1279474513632],[126.902052311031,37.128384747998],[126.901647219506,37.1287467911315],[126.901054754967,37.1292738008487],[126.900447661972,37.1298389696566],[126.900090459182,37.1301716010547]]]}","한식,자동차/이륜차,기타판매업,이/미용/건강,자동차/자동차용품,학원-음악미술무용",9,37.12856988,126.9012465
어내들2길,"{""type"":""Polygon"",""coordinates"":[[[126.965782687025,37.3618001287338],[126.965490666139,37.361691702521],[126.965336397959,37.3615450571957],[126.96529303497,37.3614658346305],[126.9653532413,37.3614229965352],[126.964646282807,37.3611662081427],[126.9641561628,37.3609180702114],[126.964222527413,37.360863459987],[126.964004528825,37.3607083711998],[126.963681354699,37.3604772566001],[126.963876882121,37.3603029728817],[126.963970711295,37.3602218563021],[126.963984989865,37.3602095123546],[126.964536977808,37.3606223570778],[126.965007922782,37.3602108542021],[126.965470272645,37.3598082850315],[126.966013486927,37.3600946134447],[126.966284042616,37.3603532173411],[126.966420138258,37.3604873131368],[126.966829928947,37.3604706144193],[126.966790017672,37.3606803285731],[126.966720876743,37.3610666229911],[126.966582940223,37.3615305976743],[126.96641662028,37.3620061510184],[126.965782687025,37.3618001287338]],[[126.96596931281,37.3608984341419],[126.96591074027,37.3609508607084],[126.965756079498,37.3610903026766],[126.965644646857,37.3611901369231],[126.965503973672,37.3613128056182],[126.965896628775,37.3615944403943],[126.965909756302,37.3616919833535],[126.966089540074,37.3615212230204],[126.966197483914,37.3614185420589],[126.966353325604,37.3612700991117],[126.966492004374,37.3611384012777],[126.966063857276,37.3608209789392],[126.96596931281,37.3608984341419]]]}","가구소매,한식,가정/주방/인테리어,종합소매점,가전제품소매",13,37.36082286,126.9655016
삼송역_1번출구,"{""type"":""Polygon"",""coordinates"":[[[126.892847658456,37.6533895633551],[126.892906439029,37.6533999374938],[126.893018604618,37.6534197285906],[126.893614686596,37.6535249222361],[126.893977060792,37.6535888710581],[126.894360146848,37.6536564771687],[126.894380176458,37.6536592689385],[126.894443445892,37.6536657773167],[126.894882492559,37.6537109353561],[126.89497475751,37.6537204171213],[126.895352368003,37.6537592549635],[126.896028072602,37.6538287498823],[126.896039176916,37.6538296714472],[126.896721572303,37.6538728241024],[126.896810240644,37.6538784251814],[126.896835061755,37.6538799959636],[126.897676415335,37.6539331897201],[126.897677177723,37.6540126400104],[126.897576964796,37.6549098313432],[126.897484801249,37.6557349957096],[126.897426674132,37.6560124224161],[126.897177368723,37.6557651864607],[126.89677494843,37.6560593286125],[126.896276450906,37.6559048760554],[126.89612450071,37.6559299234582],[126.895740468473,37.6563453087689],[126.895268030399,37.6560334167181],[126.894484014686,37.6555727536825],[126.894190945154,37.6554416143611],[126.893648598099,37.6554506135845],[126.893921314751,37.6547802169612],[126.893898937081,37.6544978747653],[126.892944042174,37.6542659248988],[126.893230712995,37.6535382203712],[126.893016978347,37.6534551252519],[126.89279775363,37.6534795378333],[126.892847658456,37.6533895633551]]]}","한식,부동산중개,유흥주점,닭/오리요리,이/미용/건강",116,37.65476482,126.8955403
늘을3로,"{""type"":""Polygon"",""coordinates"":[[[127.248465054052,37.658636029521],[127.247626727443,37.6590209603705],[127.24782728264,37.6594693805358],[127.24720906335,37.6596968999216],[127.247093056588,37.6595046888833],[127.247078729174,37.6594835683733],[127.247096368341,37.6594782983972],[127.247151795055,37.6594431267407],[127.247190837693,37.659396059897],[127.247209674505,37.6593417051144],[127.247206461657,37.6592853830277],[127.24718151369,37.659232606834],[127.247074985718,37.6590835044661],[127.247018448979,37.6590311314958],[127.246827034301,37.6589108485478],[127.246815975852,37.6589043234562],[127.246598939922,37.6587842132433],[127.246492173115,37.6587050769444],[127.246382008678,37.6585621585928],[127.246308622135,37.658417033565],[127.246247910288,37.6582123698761],[127.246191337838,37.6579884545027],[127.246307765805,37.6580016961044],[127.246717711706,37.6581963450817],[127.247060054024,37.6579299027005],[127.246520958136,37.6574421550647],[127.247030366839,37.6570100844371],[127.247256610429,37.6571579455537],[127.247661393839,37.657653845338],[127.248038390028,37.6572868162484],[127.248323377121,37.6571934563588],[127.248622722123,37.6570810398533],[127.24895221198,37.6573168428743],[127.249401966808,37.6576739236746],[127.249479145607,37.6581705518118],[127.24916815879,37.6583133067627],[127.248465054052,37.658636029521]]]}","종합소매점,이/미용/건강,제과제빵떡케익,한식,부동산중개,분식,분양,약국/한약방,음/식료품소매,가방/신발/액세서리,일식/수산물,중식,커피점/카페,학원기타,의복의류,가정/주방/인테리어,광고/인쇄,닭/오리요리",15,37.65815294,127.2477963
묵현로양현1길,"{""type"":""Polygon"",""coordinates"":[[[127.293793202586,37.6556312609086],[127.294181326054,37.655036071947],[127.294832553929,37.6544441410737],[127.295361185203,37.6547209870512],[127.295961012905,37.6548844974615],[127.296420302379,37.6556807176584],[127.296211806177,37.6561204266491],[127.296060294496,37.6562253974982],[127.295769674461,37.6565097489406],[127.295333207863,37.6571615334223],[127.294245910182,37.6572721821796],[127.294064575174,37.6573842933505],[127.294331182616,37.6580684288666],[127.294174563196,37.6584755337083],[127.294027972189,37.6584928391973],[127.294007755814,37.6584959780095],[127.293841312269,37.6585281242024],[127.293822074638,37.658532563827],[127.293661065845,37.658575939551],[127.293639520443,37.6585827388236],[127.293465410206,37.6586460581507],[127.293442606523,37.6586556338014],[127.293258797158,37.6587437979829],[127.293246239194,37.658750280565],[127.293071758802,37.658847008825],[127.293065866931,37.6588503879868],[127.292692705884,37.6590717196003],[127.292296000542,37.6593067365303],[127.292290969719,37.6593098048094],[127.292153250084,37.6593962585052],[127.292035277074,37.6594572792469],[127.29195421405,37.6594929850651],[127.291711433817,37.6588411749033],[127.291909000528,37.6588108220535],[127.291944698604,37.6582208499906],[127.291967948703,37.6578977385592],[127.291959209566,37.6576239930798],[127.29178670837,37.6572895720454],[127.292679924339,37.6572909787491],[127.292247255854,37.6568282913181],[127.291858106348,37.6569312703357],[127.291796900519,37.6567749097697],[127.29271745718,37.6564689975096],[127.293287133224,37.6561142386945],[127.293793202586,37.6556312609086]]]}","음/식료품소매,종합소매점,한식,이/미용/건강,의복의류,별식/퓨전요리,건강/미용식품",8,37.65682976,127.2939547
진건오남로86번길,"{""type"":""Polygon"",""coordinates"":[[[127.181735267237,37.6564554733026],[127.182043489852,37.6564790070808],[127.182338129127,37.6565463718388],[127.182111294867,37.6568849451468],[127.182491567018,37.6571212843714],[127.182404637187,37.6572327499436],[127.182243915229,37.6573555309444],[127.182015524518,37.6575448582487],[127.181774433114,37.6575679676393],[127.181401444516,37.6576042416107],[127.181397486232,37.6576746080472],[127.181489520342,37.6578408119731],[127.181450720343,37.6584402988247],[127.180981039059,37.658411702368],[127.180849789519,37.6589469120558],[127.180643452302,37.658997854425],[127.180663585794,37.6588414381354],[127.180420853958,37.6585294586673],[127.180200661065,37.6582294612394],[127.180081793272,37.6580557491706],[127.179801679957,37.6579231541156],[127.179665889011,37.6580004894046],[127.179523517482,37.6573873559629],[127.179459452858,37.6572224710487],[127.179789095331,37.6571340924515],[127.179819288948,37.6568679316732],[127.179839531479,37.656637180311],[127.181069074047,37.6566817499262],[127.180730200057,37.6563527732628],[127.180625506907,37.6561765385378],[127.180856366327,37.656116364413],[127.180884809748,37.6561089470355],[127.18124619964,37.6560147447759],[127.181259216381,37.6560109980048],[127.181412776543,37.6559625305325],[127.181500425066,37.6561672029256],[127.181735267237,37.6564554733026]]]}","이/미용/건강,한식,의복의류,건강/미용식품,철물/난방/건설자재소매,세탁/가사서비스,제과제빵떡케익,학원-보습교습입시,닭/오리요리,부동산중개,종합소매점,음/식료품소매,분식",39,37.65734091,127.1809144
진건오남로_1,"{""type"":""Polygon"",""coordinates"":[[[127.209809653308,37.6799390308631],[127.21113387801,37.6792760426051],[127.211434646898,37.6791766835142],[127.211450784973,37.6792922369573],[127.211535577465,37.6793479915596],[127.212012644967,37.6796637226065],[127.212384308322,37.6801313626981],[127.212623003317,37.6802743043485],[127.213523667653,37.6803005768432],[127.213609565454,37.680486988083],[127.214580786699,37.6813162106711],[127.215107920997,37.6815900258085],[127.214136042597,37.6816297433379],[127.213829214499,37.6817318846777],[127.213062664532,37.6819880826997],[127.212959754569,37.6815334985089],[127.212653413631,37.6815894617538],[127.212541332946,37.6811984519862],[127.212132053759,37.6812728748143],[127.212255082469,37.6817005626865],[127.212101806468,37.6817552923961],[127.211119565331,37.6821046482321],[127.211201261254,37.6822189499444],[127.211071736774,37.6824061770366],[127.210405240787,37.6827142723918],[127.210372696874,37.6818389204404],[127.20998500524,37.6814466290333],[127.209770789121,37.6812672410872],[127.2097113223,37.6809610530435],[127.210038099965,37.6802463489101],[127.209809653308,37.6799390308631]]]}","한식,이/미용/건강,유흥주점,의복의류,분식,닭/오리요리,커피점/카페",55,37.68089016,127.2117588
안골로20번길,"{""type"":""Polygon"",""coordinates"":[[[127.134342880365,37.5937525956263],[127.134324152321,37.5937502058658],[127.134268521354,37.5941237334743],[127.134211984027,37.594483738671],[127.134080021225,37.5946950815818],[127.133757392991,37.5948999589599],[127.133436330683,37.595122304723],[127.133090099081,37.5948899989715],[127.132793127291,37.594682269242],[127.132892586733,37.5939779287276],[127.132945127415,37.5936274684865],[127.133604392195,37.5936880543552],[127.133658854361,37.59332409212],[127.134382529876,37.5933840193335],[127.134342880365,37.5937525956263]]]}","유흥주점,한식,이/미용/건강,종합소매점,자동차/이륜차,자동차/자동차용품,가정/주방/인테리어,주택수리,철물/난방/건설자재소매,학원-보습교습입시,무도/유흥/가무,학원-음악미술무용",10,37.59418737,127.1335907
경의로,"{""type"":""Polygon"",""coordinates"":[[[127.058144643976,37.7325705250098],[127.058072421764,37.732898821982],[127.058383682501,37.7329016280893],[127.058380833106,37.7329184620048],[127.058379722952,37.7329239495159],[127.058374086518,37.7329506437382],[127.058373260841,37.73295485956],[127.058334262739,37.7331707805934],[127.058324667587,37.7332221862916],[127.058004458686,37.7332130297857],[127.057901476898,37.733209163273],[127.057899687501,37.7332091017091],[127.057723733883,37.7332036004339],[127.057722927159,37.7332035763523],[127.057411698421,37.7331947257212],[127.057364012316,37.7331933445856],[127.057363650253,37.733193334329],[127.057308652007,37.7331918112235],[127.057307898295,37.7331917913462],[127.057218985337,37.7331895639295],[127.057028433788,37.7331847231926],[127.056665848347,37.7331741073289],[127.056552242356,37.7331708315902],[127.05655201037,37.7331708249954],[127.056521396352,37.7331699671612],[127.056520823848,37.7328847421588],[127.056810445657,37.7328870565068],[127.056811668024,37.732566640179],[127.056814725979,37.7316814100052],[127.057534848232,37.7316747722187],[127.058342542641,37.731667702315],[127.058144643976,37.7325705250098]]]}","한식,유흥주점,의복의류,세탁/가사서비스,유아교육,분식,건강/미용식품,일식/수산물,자동차/이륜차,주택수리,중식,별식/퓨전요리",11,37.73245658,127.0575001
김포대로761번길,"{""type"":""Polygon"",""coordinates"":[[[126.72559048628,37.6146759101859],[126.725476687716,37.614131061716],[126.725442089789,37.6139587475726],[126.725440650726,37.6139515861508],[126.725440316154,37.6139499684209],[126.725389657853,37.6137117936096],[126.72596901694,37.6137242171557],[126.726507820203,37.6136359838061],[126.726654657952,37.6145948944047],[126.72733378677,37.614580814199],[126.727504075481,37.6135183255729],[126.728818828506,37.6146456595418],[126.728793718069,37.6146632649279],[126.728763825017,37.6146828935913],[126.727547139904,37.6154820552019],[126.727530115574,37.6154932377778],[126.727500365425,37.6155114949748],[126.727165425321,37.6153842815739],[126.727089388891,37.6155467710244],[126.726629319698,37.6158121165576],[126.72670013018,37.6155617222182],[126.726098381134,37.6155833908426],[126.72592507483,37.6146202523223],[126.72559048628,37.6146759101859]]]}","종합소매점,물품기기대여,기타판매업,이/미용/건강,세탁/가사서비스",21,37.61463909,126.72698
대화동주민센터,"{""type"":""Polygon"",""coordinates"":[[[126.753279693735,37.6820504416931],[126.75350195732,37.6823816561292],[126.753849930775,37.6822201559106],[126.753868367259,37.6822378363415],[126.753922998238,37.6822902369453],[126.753952721526,37.6823138870392],[126.754234416092,37.6824998255646],[126.754258649586,37.6825137808207],[126.754695809118,37.6827320820794],[126.754751654388,37.6827521884604],[126.754871274053,37.6827805308148],[126.7552304319,37.6828655913112],[126.75527558177,37.682872420983],[126.755857365833,37.6829125378464],[126.755881714359,37.6829120828883],[126.755892805652,37.6829726658409],[126.755930578259,37.6831806321124],[126.755930639584,37.6831809675196],[126.755931310797,37.6831846145059],[126.756068736918,37.6839410988316],[126.756069231741,37.6839438225738],[126.755870454684,37.6839659452272],[126.755936739799,37.6843461927936],[126.755515764531,37.6843721646997],[126.755055309788,37.6842800247972],[126.754411405551,37.6841200615541],[126.754406818863,37.6841188869014],[126.753766149206,37.6839775375353],[126.752865762782,37.6843672875428],[126.752766464272,37.6842248931266],[126.752627026207,37.6840251984856],[126.752392235919,37.6836803350019],[126.752159543704,37.6833371826107],[126.751968352789,37.6830547233073],[126.752604358054,37.6827753757029],[126.752380156163,37.682454275455],[126.752107506063,37.6820645240475],[126.751868056153,37.6817021532149],[126.752464365708,37.6814443485752],[126.752778558913,37.6812990022392],[126.753279693735,37.6820504416931]]]}","한식,종합소매점,자동차/이륜차,이/미용/건강,유아교육",97,37.68314982,126.753846
율동초등학교,"{""type"":""Polygon"",""coordinates"":[[[126.778442279215,37.6735661668418],[126.779129856334,37.6745630184484],[126.779138479716,37.6745755260059],[126.779165158926,37.6746142041134],[126.7798937668,37.6756705101179],[126.779896907444,37.6756750632847],[126.778996880592,37.6760718499454],[126.778967624964,37.6760844994015],[126.778707238458,37.6757174603586],[126.778478623904,37.6753789060148],[126.777874855657,37.6756463395219],[126.77755761162,37.6752257750791],[126.776493465844,37.6756354110763],[126.776296588946,37.6753495526471],[126.776076518398,37.6750307918519],[126.777058956732,37.6745915935398],[126.777114979466,37.6745668329136],[126.777842127952,37.6742494354938],[126.778502337304,37.6739741389862],[126.778270468006,37.6736400555645],[126.778442279215,37.6735661668418]]]}","한식,종합소매점,이/미용/건강,의복의류,양식,유흥주점,일식/수산물,제과제빵떡케익",29,37.67498962,126.7781552
일산로286번길,"{""type"":""Polygon"",""coordinates"":[[[126.787256026582,37.6609180534678],[126.787549289143,37.6610269340019],[126.787867193577,37.6611450768934],[126.787839149483,37.6611926553135],[126.788150872912,37.6612989082023],[126.788212420551,37.6611947971048],[126.789093614424,37.6615225701182],[126.789392102094,37.6616371310058],[126.788989900749,37.6623481856674],[126.789330749782,37.6624716281515],[126.788918304838,37.6632242492374],[126.78874639068,37.6635378402491],[126.788648341601,37.6637168570139],[126.788628802652,37.6637096327167],[126.787132766557,37.6631564748488],[126.787124837345,37.6631535441613],[126.78582261659,37.6626720217184],[126.78555222863,37.6625720396432],[126.78572698553,37.6622718621762],[126.785747644747,37.6622363781403],[126.785995877606,37.6618161235664],[126.786270262456,37.6613515881878],[126.786277343434,37.6613395940258],[126.786279445404,37.6613360354214],[126.786550196469,37.6614378946237],[126.786932839224,37.6607981652672],[126.787256026582,37.6609180534678]]]}","한식,가정/주방/인테리어,이/미용/건강,커피점/카페,종합소매점",58,37.66223783,126.7876138
일산로636번길,"{""type"":""Polygon"",""coordinates"":[[[126.756624203966,37.6844778607179],[126.756623739217,37.6844741993095],[126.756517531044,37.6838896025573],[126.756380070436,37.6831329535674],[126.756380009953,37.6831326228047],[126.756379339146,37.683128978142],[126.75634157751,37.6829210791985],[126.756341540853,37.6829208781774],[126.756330391219,37.6828599785658],[126.756703909142,37.6827697004881],[126.756746821886,37.6827553583481],[126.7571541697,37.6825781081095],[126.757154455893,37.6825779833639],[126.758139835719,37.6821477365952],[126.758643556239,37.6819277959682],[126.758650284384,37.6819248640799],[126.758650636156,37.6819247104681],[126.758654099573,37.6819231948885],[126.758657046522,37.6819219091113],[126.758827122694,37.6821697127851],[126.758951651553,37.6823506602443],[126.759206166349,37.6822356414759],[126.759535615444,37.682727336855],[126.759576976541,37.6827114406953],[126.759997033909,37.6832299907366],[126.759901045313,37.6832712171751],[126.759655915705,37.6833756365545],[126.760036757532,37.6839303778096],[126.759712024211,37.6840705645529],[126.759137839942,37.6843190651404],[126.758686060854,37.6845142264968],[126.757959850997,37.6848281350188],[126.757777989717,37.6845795709287],[126.757979492178,37.6840957105718],[126.757240226482,37.6843852627761],[126.756624203966,37.6844778607179]]]}","한식,이/미용/건강,학원-어학,학원-음악미술무용,커피점/카페",138,37.68339358,126.7581592
행당로11번길,"{""type"":""Polygon"",""coordinates"":[[[126.824818098517,37.6208223926378],[126.824828098349,37.6206817074625],[126.825356239158,37.6203445719447],[126.826079904483,37.6201794450756],[126.826199165423,37.6204971141241],[126.826215429112,37.6205434531002],[126.826347290755,37.6209153085057],[126.825734196452,37.6210494372214],[126.825961896926,37.6217201459786],[126.826290177296,37.621982451902],[126.826131976706,37.6221154700673],[126.825849398381,37.6218958533662],[126.825584810602,37.6220858165792],[126.825655882176,37.622248707032],[126.825538462249,37.6223320104579],[126.825328071371,37.6222268641792],[126.825319338466,37.6217238946304],[126.825266850996,37.6211444662249],[126.825131861327,37.6208142508088],[126.824818098517,37.6208223926378]]]}","종합소매점,부동산중개,음/식료품소매,한식,물품기기대여",12,37.62110283,126.825637
마상로57번길,"{""type"":""Polygon"",""coordinates"":[[[126.832854632595,37.6624734117235],[126.832317098747,37.662533421318],[126.831786965842,37.6627089443704],[126.83191844425,37.663043620972],[126.832409653196,37.6628885484946],[126.832460060271,37.6630624925046],[126.832277967494,37.6631102478715],[126.832100694741,37.6632121115944],[126.831926972553,37.6634491625801],[126.831845671482,37.6635745005933],[126.832032810326,37.664109640563],[126.831773426995,37.6642073127735],[126.830857823537,37.6633034296104],[126.830639534046,37.6629712710567],[126.830382609669,37.6624602156201],[126.830939812426,37.6623429697953],[126.830978707599,37.6620983910765],[126.832198927163,37.6619820696755],[126.832921211321,37.66197569509],[126.833361709348,37.6621185790501],[126.833476606518,37.6624040974082],[126.832854632595,37.6624734117235]]]}","한식,종합소매점,부동산중개,이/미용/건강,닭/오리요리",15,37.66277988,126.8317064
장곡로226번길,"{""type"":""Polygon"",""coordinates"":[[[127.05602132849,37.7229250071592],[127.056020135935,37.7227673184523],[127.056019367972,37.7226321587329],[127.056139488786,37.7225520269696],[127.056260360848,37.7225524300979],[127.057021552974,37.7225427444078],[127.057803429843,37.7225230823576],[127.057999783842,37.7225533693444],[127.058154768076,37.7226875068835],[127.058229105988,37.7227517347158],[127.058201568032,37.7228269758031],[127.058201417569,37.7231192442507],[127.058077532639,37.723357027268],[127.057460590628,37.7236201581158],[127.056500036748,37.7238360521142],[127.056052958982,37.7239535534183],[127.05601998524,37.7236463785764],[127.05602132849,37.7229250071592]]]}","닭/오리요리,병원,부동산중개,양식,유흥주점,종합소매점",0,37.72312564,127.0570054
김포한강2로23번길,"{""type"":""Polygon"",""coordinates"":[[[126.679081179403,37.6384643850647],[126.680754196205,37.6398544967508],[126.680413378518,37.6401164893592],[126.680410347863,37.6401188632304],[126.680054544751,37.6404028393709],[126.680024880208,37.6404320600271],[126.67998646789,37.6404792191006],[126.679969904493,37.6405034321627],[126.679935680001,37.6405641071711],[126.679932727923,37.6405695813146],[126.679900618302,37.640631949517],[126.679897031817,37.6406393796402],[126.67987381284,37.6406908525385],[126.6797927593,37.6408653931889],[126.679790604132,37.640870246312],[126.679651208042,37.6411990263583],[126.679647622987,37.6412082995425],[126.679483168302,37.641678380147],[126.679435143664,37.6417772390883],[126.679393397684,37.641844429206],[126.679325150591,37.6419311963136],[126.679267275597,37.6419981999551],[126.679208837285,37.6420587678644],[126.679166808687,37.6420994487916],[126.679113760536,37.6421423650604],[126.679025592089,37.6422020430684],[126.678715750079,37.6423780044045],[126.678227021707,37.6426359616442],[126.678225584892,37.6426343779318],[126.676248343819,37.6403543233458],[126.676247926409,37.6403538436558],[126.676215069895,37.6403162149973],[126.677313001998,37.6397234940711],[126.677330932644,37.639712744542],[126.678113524816,37.6391932645822],[126.678124197716,37.6391857133975],[126.679081179403,37.6384643850647]]]}","한식,커피점/카페,양식,유흥주점,종합소매점,분식",127,37.64049652,126.6785329
불암로,"{""type"":""Polygon"",""coordinates"":[[[127.110958986811,37.6508695808457],[127.110225400849,37.6507046874307],[127.109589234053,37.6506266854557],[127.108795699975,37.6504112111239],[127.107901656778,37.6498644042544],[127.107336806996,37.649716535027],[127.107165044528,37.6495986653735],[127.107497604518,37.6493888708688],[127.109003890667,37.6487819021034],[127.110013771044,37.6482924564391],[127.110019366901,37.6483213082055],[127.110026636853,37.6483465676069],[127.110137121305,37.6486336732125],[127.11014631169,37.6486533698194],[127.110338773045,37.6490020343367],[127.110348905334,37.6490181490138],[127.110679546069,37.6494841882079],[127.11068746013,37.6494945169302],[127.11081986019,37.6496549367629],[127.111084839164,37.649997376361],[127.110958986811,37.6508695808457]]]}","한식,자동차/이륜차,자동차/자동차용품,부동산중개,커피점/카페",14,37.64968319,127.109461
호수로446번길,"{""type"":""Polygon"",""coordinates"":[[[126.780398733303,37.647198801394],[126.780201083642,37.6473481117386],[126.779119200891,37.6464412175618],[126.778009310782,37.6455108096432],[126.778008018302,37.6455097037654],[126.778007827355,37.6455095405889],[126.777223610917,37.644840199331],[126.778104422863,37.6441812897304],[126.778220228876,37.6440946497131],[126.778221443367,37.6440937343469],[126.779403920186,37.6431958662505],[126.780398898158,37.6424403546216],[126.781191795883,37.6431042215652],[126.78148416401,37.6433490122852],[126.780472908541,37.6440893448462],[126.780998223003,37.6445334497107],[126.781310600616,37.6447900839705],[126.782111605237,37.6441805888192],[126.782303283454,37.6440348087173],[126.782306898519,37.6440378353374],[126.783386418727,37.6449416138646],[126.783384637745,37.6449430746403],[126.78240199658,37.6456854391108],[126.782239377794,37.6455520117763],[126.781611344313,37.6460202561642],[126.781776798596,37.6461577519869],[126.781098488046,37.6466701786636],[126.780932402706,37.6465262647286],[126.780574011988,37.6467883638544],[126.780216699878,37.6470493467347],[126.780398733303,37.647198801394]]]}","한식,이/미용/건강,커피점/카페,자동차/이륜차,일식/수산물",251,37.64493569,126.7801712
