업소명,업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,객실수,위도,경도,데이터기준일자
모니카 하우스,민박,내국인+외국인,없음,경기도 가평군 청평면 소돌말길 155-12,경기도 가평군 청평면 대성리 152-4,2,37.73300356,127.395568,2021-06-09
잣나무산장,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 358,경기도 가평군 북면 적목리 425-1,3,37.969919,127.4266565,2021-06-09
어비숲민박,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 114-25,경기도 가평군 설악면 가일리 135-5,1,37.59682098,127.5046785,2021-06-09
화야민박,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 1706-130,경기도 가평군 청평면 삼회리 366-4,2,37.67399714,127.3900488,2021-06-09
푸른민박,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 1706-132,경기도 가평군 청평면 삼회리 411,2,37.6738075,127.3896636,2021-06-09
더모스트,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 300-99,경기도 가평군 상면 행현리 691-9,5,37.75441254,127.3552265,2021-06-09
행복이 머무는 강,민박,내국인+외국인,없음,경기도 가평군 청평면 호반로 1025-3,경기도 가평군 청평면 고성리 578-11,3,37.71209327,127.4885069,2021-06-09
잣나무골,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 1706-142,경기도 가평군 청평면 삼회리 362-3,2,37.67444783,127.3900708,2021-06-09
자연인촌,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 1706-148,경기도 가평군 청평면 삼회리 363-5,2,37.67457387,127.3899119,2021-06-09
미루 펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 1013-74,경기도 가평군 설악면 천안리 23-1,1,37.62683497,127.4843383,2021-06-09
모원당,민박,내국인+외국인,없음,경기도 가평군 조종면 연인산로 505-31,경기도 가평군 조종면 마일리 393-1,1,37.84932599,127.374876,2021-06-09
업힐,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 698,경기도 가평군 가평읍 산유리 728-8,1,37.75056258,127.4958113,2021-06-09
시간을 담는 공간,민박,내국인+외국인,없음,경기도 가평군 조종면 연인산로 103-1,경기도 가평군 조종면 신하리 436-3,1,37.82630432,127.357177,2021-06-09
리오나,민박,내국인+외국인,없음,경기도 가평군 조종면 와곡길 175(가동),경기도 가평군 조종면 운악리 278-7(가동),4,37.8718629,127.3549174,2021-06-09
인천하우스,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2092,경기도 가평군 북면 도대리 234-8,7,37.93565611,127.4902588,2021-06-09
로로포레,민박,내국인+외국인,없음,경기도 가평군 북면 화악지암길 212-82(A동),경기도 가평군 북면 화악리 100(A동),3,37.94247066,127.5792913,2021-06-09
드림밸리,민박,내국인+외국인,없음,경기도 가평군 청평면 우무내길 149,경기도 가평군 청평면 하천리 119-19,4,37.74430341,127.4445638,2021-06-09
에델바이스 스위트,민박,내국인+외국인,없음,경기도 가평군 설악면 다락재로 226-57,경기도 가평군 설악면 이천리 304,2,37.66754685,127.4470362,2021-06-09
제이에스,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로 189-3,경기도 가평군 설악면 사룡리 612-14,2,37.6912994,127.4879543,2021-06-09
이오네스크,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 379,경기도 가평군 상면 행현리 661-3,5,37.74793086,127.3543084,2021-06-09
더모스트,민박,내국인+외국인,없음,경기도 가평군 청평면 호반로 474,경기도 가평군 청평면 호명리 291-8,5,37.71041766,127.4547092,2021-06-09
햇 뜨는 집,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2666-10,경기도 가평군 북면 적목리 174-1,1,37.97087142,127.4571911,2021-06-09
가평해피하우스,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 66-20,경기도 가평군 북면 목동리 746-21,4,37.89049802,127.5536122,2021-06-09
금대리펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 쇠내골길 16,경기도 가평군 가평읍 금대리 596-2,2,37.74912675,127.525654,2021-06-09
연못이 있는 풍경,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 92-41,경기도 가평군 상면 행현리 309-9,4,37.7692137,127.3639633,2021-06-09
Gray29,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1462-29,경기도 가평군 북면 제령리 624-18,2,37.89744999,127.5084055,2021-06-09
나투레(NATURE),민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 510-1,경기도 가평군 북면 적목리 316,2,37.96939406,127.4104787,2021-06-09
할머니네 집,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로164번길 42-288,경기도 가평군 상면 행현리 421,2,37.76106847,127.3586422,2021-06-09
메추리 펜션,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길403번길 17-6,경기도 가평군 북면 적목리 297-4,5,37.96767284,127.4236189,2021-06-09
더 스틸,민박,내국인+외국인,없음,경기도 가평군 상면 청우산2길 42-11,경기도 가평군 상면 덕현리 330,2,37.76729115,127.3967914,2021-06-09
구름 위 산책,민박,내국인+외국인,없음,경기도 가평군 조종면 운악청계로 238-38,경기도 가평군 조종면 현리 2-4,3,37.83583501,127.352931,2021-06-09
리프레쉬,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 412-1,경기도 가평군 가평읍 두밀리 28-6,2,37.81661297,127.4575189,2021-06-09
레드폭스 민박,민박,내국인+외국인,없음,경기도 가평군 청평면 강변로 93-15,경기도 가평군 청평면 청평리 94-12,4,37.73278982,127.422238,2021-06-09
방주민박,민박,내국인+외국인,없음,경기도 가평군 청평면 강변로 87,경기도 가평군 청평면 청평리 92-19,4,37.73247412,127.4218865,2021-06-09
노아민박,민박,내국인+외국인,없음,경기도 가평군 청평면 강변로 87,경기도 가평군 청평면 청평리 92-19,2,37.73247412,127.4218865,2021-06-09
오드래산방,민박,내국인+외국인,없음,경기도 가평군 북면 용수목길 5-6,경기도 가평군 북면 적목리 512,2,37.9868512,127.4368545,2021-06-09
늘푸른산장,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 1321-68,경기도 가평군 설악면 천안리 361,4,37.65151242,127.4760575,2021-06-09
에뜨르보,민박,내국인+외국인,없음,경기도 가평군 조종면 연인산로474번길 47-53,경기도 가평군 조종면 마일리 314-2,4,37.8471708,127.3826087,2021-06-09
베이비 엔젤스파 펜션,민박,내국인+외국인,없음,경기도 가평군 상면 깃대봉길 17-35,경기도 가평군 상면 덕현리 162-55,6,37.75525193,127.3996803,2021-06-09
지지밸리 펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 794-32,경기도 가평군 설악면 방일리 545-23,2,37.61600151,127.4915584,2021-06-09
브라운,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 832-84(A동),경기도 가평군 가평읍 복장리 626-3(A동),1,37.74760618,127.4948807,2021-06-09
캐슬,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 832-84(B동),경기도 가평군 가평읍 복장리 626-3(B동),3,37.74763323,127.4951077,2021-06-09
민하우스 민박,민박,내국인+외국인,없음,경기도 가평군 상면 임초밤안골로 69-44,경기도 가평군 상면 임초리 262-46,1,37.76181585,127.3738882,2021-06-09
햇살이 가득한 집 펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 241,경기도 가평군 가평읍 경반리 508-6,3,37.82819201,127.480989,2021-06-09
사랑채 민박,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 1182,경기도 가평군 북면 화악리 965-1,1,37.95606743,127.528674,2021-06-09
축령산 아침,민박,내국인+외국인,없음,경기도 가평군 상면 임초밤안골로 137,경기도 가평군 상면 임초리 177-3,4,37.75700963,127.3718983,2021-06-09
산호빌,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 1706-136,경기도 가평군 청평면 삼회리 362,2,37.6741509,127.3906156,2021-06-09
이든펜션,민박,내국인+외국인,없음,경기도 가평군 북면  가화로 3169-46,경기도 가평군 북면  적목리 553-17,1,37.99505323,127.4373714,2021-06-09
초록정원 계곡독채펜션,민박,내국인+외국인,없음,경기도 가평군 상면 대보간선로 754,경기도 가평군 상면 항사리 24-1,5,37.79458917,127.3933573,2021-06-09
수펜션,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 6,경기도 가평군 북면 제령리 323-5,2,37.89568892,127.5299927,2021-06-09
프리마 베라,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2426-28,경기도 가평군 북면 도대리 375,2,37.95657298,127.4749571,2021-06-09
숲속의 작은 갤러리,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 187-34,경기도 가평군 북면 적목리 266,1,37.96391568,127.4415075,2021-06-09
가평펜션하우스,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1450,경기도 가평군 북면 제령리 622-10,4,37.8974138,127.5101002,2021-06-09
puppy dog,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로356번길 44-149,경기도 가평군 북면 소법리 83-6,3,37.90715702,127.5657165,2021-06-09
도그버디,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로356번길 44-147,경기도 가평군 북면 소법리 84,2,37.90736418,127.5659784,2021-06-09
아난티,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 3075,경기도 가평군 북면 적목리 493-8,2,37.98836706,127.440076,2021-06-09
명지산 패밀리 펜션,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 19-23,경기도 가평군 북면 도대리 530-3,3,37.96795205,127.4595267,2021-06-09
언덕위에 푸른집,민박,내국인+외국인,없음,경기도 가평군 상면 청우산2길 42-36,경기도 가평군 상면 덕현리 329-1,3,37.76738159,127.3971433,2021-06-09
구나무촌 유원지,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1508,경기도 가평군 북면 제령리 615-12,3,37.89608018,127.5054026,2021-06-09
강씨봉 미리내,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 376-10,경기도 가평군 북면 적목리 423-6,1,37.97013427,127.4250054,2021-06-09
모던224,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1073-154,경기도 가평군 북면 제령리 225-8,5,37.88636581,127.5417934,2021-06-09
숨은 계곡,민박,내국인+외국인,없음,"경기도 가평군 설악면 회곡안골길 40-10(A,B동)","경기도 가평군 설악면 회곡리 386(A,B동)",5,37.69910444,127.4510294,2021-06-09
엘로엘키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1515-33,경기도 가평군 가평읍 복장리 423,2,37.73357254,127.5032685,2021-06-09
응투네,민박,내국인+외국인,없음,경기도 가평군 상면 안말길 55-91,경기도 가평군 상면 상동리 288-1,1,37.78410172,127.2842351,2021-06-09
서락나인,민박,내국인+외국인,없음,경기도 가평군 설악면 전위골길 61-5,경기도 가평군 설악면 방일리 523-5,5,37.61531593,127.4858137,2021-06-09
코코,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로616번길 20-59,경기도 가평군 북면 백둔리 638-1,2,37.91205684,127.4455303,2021-06-09
카라,민박,내국인+외국인,없음,경기도 가평군 가평읍 불기산길 80,경기도 가평군 가평읍 상색리 478-8,2,37.80097066,127.4731354,2021-06-09
루엔 펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 불기산길 80-1,경기도 가평군 가평읍 상색리 478-9,3,37.80116896,127.4731808,2021-06-09
나무요일,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 258-25,경기도 가평군 청평면 호명리 31,3,37.73688616,127.472001,2021-06-09
빌라지아,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 212-23,경기도 가평군 북면 목동리 366,5,37.90840415,127.5752164,2021-06-09
체리펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 258-31,경기도 가평군 청평면 호명리 31-5,2,37.73657973,127.4721032,2021-06-09
계곡사랑,민박,내국인+외국인,없음,경기도 가평군 북면 이곡둑길 141(F동),경기도 가평군 북면 이곡리 605-3(F동),3,37.87982807,127.5501363,2021-06-09
올리브 펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 작은매골길 14-14,경기도 가평군 청평면 상천리 53-7,2,37.78075302,127.4690886,2021-06-09
에어타임,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 1714-12,경기도 가평군 설악면 선촌리 473-4,3,37.67777823,127.4799388,2021-06-09
스카이 밸리,민박,내국인+외국인,없음,경기도 가평군 청평면 안대성길 69,경기도 가평군 청평면 대성리 362-20,1,37.69882505,127.376933,2021-06-09
산장아카데미팬션,민박,내국인+외국인,없음,경기도 가평군 상면 청군로 235,경기도 가평군 상면 덕현리 23-4,3,37.7550436,127.409557,2021-06-09
가평 베이스 캠프 펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2419-21,경기도 가평군 북면 도대리 336-62,3,37.95582437,127.4725669,2021-06-09
메이디 펜션,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 89,경기도 가평군 북면 목동리 656-3,4,37.89943201,127.5671883,2021-06-09
테라스,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 114-14,경기도 가평군 설악면 가일리 137-3,3,37.59700127,127.5042821,2021-06-09
감성216,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 216,경기도 가평군 청평면 호명리 46-6,2,37.73277571,127.4704477,2021-06-09
테라스,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1701,경기도 가평군 가평읍 산유리  105-19,2,37.74722714,127.5118618,2021-06-09
아쉬레펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 326-50,경기도 가평군 가평읍 금대리 139-14,4,37.7561631,127.5370202,2021-06-09
담서원,민박,내국인+외국인,없음,경기도 가평군 설악면 다락재로485번길 162-247,경기도 가평군 설악면 이천리 387-21,1,37.64820212,127.4429236,2021-06-09
남이섬ND209펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1091-10,경기도 가평군 가평읍 달전리 209-4,6,37.80963319,127.5228461,2021-06-09
