업소명,업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,객실수,위도,경도,데이터기준일자
휴펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2339-78,경기도 가평군 북면 도대리 301,2,37.94782226,127.4794559,2021-06-09
또또펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1422-10,경기도 가평군 북면 제령리 634-1(1동),5,37.90051415,127.5116248,2021-06-09
해뜨는 숲속,민박,내국인+외국인,없음,경기도 가평군 상면 청우산2길 42-26,경기도 가평군 상면 덕현리 332-3,2,37.76680495,127.3973825,2021-06-09
시크릿문 펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍  태봉두밀로  269-50,경기도 가평군 가평읍  두밀리 2-23,6,37.81543525,127.4668814,2021-06-09
블루비,민박,내국인+외국인,없음,경기도 가평군 청평면 큰갈월로 75-6,경기도 가평군 청평면 대성리 107-14,1,37.72453177,127.3963969,2021-06-09
아리스,민박,내국인+외국인,없음,경기도 가평군 청평면 큰갈월로 75-12 2동,경기도 가평군 청평면 대성리 107-15 2동,1,37.72432436,127.3962724,2021-06-09
청백헌황토민박,민박,내국인+외국인,없음,경기도 가평군 설악면 유명산길 52,경기도 가평군 설악면 가일리 276,2,37.59757788,127.491164,2021-06-09
위크팜펜션,민박,내국인+외국인,없음,경기도 가평군 상면 원흥길 37-6,경기도 가평군 상면 원흥리 249-8,1,37.818015,127.3257662,2021-06-09
RAON,민박,내국인+외국인,없음,경기도 가평군 청평면 호반로 740(C동),경기도 가평군 청평면 호명리 344-6(C동),3,37.70860982,127.4661462,2021-06-09
에덴시아,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로650번길 205-10,경기도 가평군 북면 백둔리 716-3,2,37.91614616,127.4401688,2021-06-09
힐 하우스,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로560번길 36-1,경기도 가평군 북면 백둔리 417-27,1,37.90901237,127.4498781,2021-06-09
마레,민박,내국인+외국인,없음,경기도 가평군 북면 이곡둑길 51,경기도 가평군 북면 이곡리 13-60,4,37.87529691,127.5440954,2021-06-09
FS민박,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 336,경기도 가평군 상면 행현리 685,2,37.7506483,127.3579469,2021-06-09
물가펜션,민박,내국인+외국인,없음,"경기도 가평군 조종면 운악청계로491번길 172(1,5,6동)","경기도 가평군 조종면 신상리 275-1(1,5,6동)",5,37.84768943,127.3475312,2021-06-09
사계절펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 모꼬지로 124-4,경기도 가평군 청평면 대성리 572-1,2,37.68715275,127.368582,2021-06-09
드가 펜션,민박,내국인+외국인,없음,경기도 가평군 상면  수목원로 239,경기도 가평군 상면  행현리 513-13,2,37.75736737,127.3614647,2021-06-09
일상탈출,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 988-27,경기도 가평군 북면 목동리 821,4,37.8840104,127.5495136,2021-06-09
청평 몽마르뜨펜션,민박,내국인+외국인,없음,경기도 가평군 상면 청우산2길 42-32,경기도 가평군 상면 덕현리 329-2(1동),3,37.76712034,127.3972912,2021-06-09
아실리 펜션,민박,내국인+외국인,없음,경기도 가평군 상면 돌아우길 105,경기도 가평군 상면 상동리 41-4(A동),5,37.78372126,127.3207362,2021-06-09
써니힐펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 작은매골길 12,경기도 가평군 청평면 상천리 53-5,2,37.78111352,127.4689863,2021-06-09
힐스토리2,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 57-152(B동),경기도 가평군 청평면 호명리 143-172(B동),4,37.72556997,127.4570943,2021-06-09
힐스토리1,민박,내국인+외국인,없음,경기도 가평군 청평면  호명리길 57-152(A동),경기도 가평군 청평면  호명리 143-167(A동),3,37.72556997,127.4570943,2021-06-09
라온2,민박,내국인+외국인,없음,경기도 가평군 청평면 호반로 740(D동),경기도 가평군 청평면 호명리 344-6(D동),3,37.70858288,127.4664979,2021-06-09
테라스엔별이펜션2,민박,내국인+외국인,없음,경기도 가평군 상면  수목원로 279-17,경기도 가평군 상면  행현리 585-4,3,37.75326685,127.3619037,2021-06-09
엠필드,민박,내국인+외국인,없음,경기도 가평군 가평읍 쇠내골길 65-7,경기도 가평군 가평읍 금대리 833-15,3,37.75068677,127.5220561,2021-06-09
산들바람,민박,내국인+외국인,없음,경기도 가평군 가평읍 쇠내골길 65-5,경기도 가평군 가평읍 금대리 833-14,3,37.75077694,127.5218745,2021-06-09
봉미산 계곡 예당,민박,내국인+외국인,없음,경기도 가평군 설악면  봉미산안길 190-184,경기도 가평군 설악면  설곡리 26,4,37.61062211,127.542511,2021-06-09
임초리민박,민박,내국인+외국인,없음,경기도 가평군 상면 청군로 690-13(다동),경기도 가평군 상면 임초리 409(다동),3,37.77419026,127.3731632,2021-06-09
더 휴(B),민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1007-24,경기도 가평군 가평읍 달전리 150,5,37.80317057,127.5236507,2021-06-09
행복한 정원,민박,내국인+외국인,없음,경기도 가평군 가평읍 분자골로 232-1,경기도 가평군 가평읍 산유리 742-2,3,37.76099985,127.4936536,2021-06-09
에블린,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 238-130,경기도 가평군 상면 행현리 481-23,3,37.75864353,127.358329,2021-06-09
마르샤,민박,내국인+외국인,없음,경기도 가평군 상면  수목원로 238-124(A동),경기도 가평군 상면  행현리 481-20(A동),1,37.75894976,127.3581467,2021-06-09
가평힐스,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 398-34,경기도 가평군 가평읍 승안리 400,4,37.86048613,127.4812309,2021-06-09
준 펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 세곡로 25-62,경기도 가평군 조종면 현리 117-8,2,37.82955601,127.3414776,2021-06-09
플로스민박,민박,내국인+외국인,없음,경기도 가평군 조종면 운악청계로491번길 160,경기도 가평군 조종면 신상리 511,3,37.8489778,127.3471421,2021-06-09
채록지펜션2,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 415(B동),경기도 가평군 상면 행현리 622-6(B동),3,37.74487468,127.3537582,2021-06-09
솔낭구펜션투,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로560번길 17-1,경기도 가평군 북면 백둔리 594,2,37.90784029,127.4489916,2021-06-09
금대민박,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 527,경기도 가평군 가평읍 금대리 306-6,2,37.77330698,127.5348599,2021-06-09
푸른숲계곡산방,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 1359-27,경기도 가평군 북면 화악리 1076-1,4,37.97202116,127.5251849,2021-06-09
디제이 뭉,민박,내국인+외국인,없음,경기도 가평군 설악면 한갑골길 47-43,경기도 가평군 설악면 신천리 633,4,37.67244291,127.4838978,2021-06-09
여우가 달을 사랑할떄,민박,내국인+외국인,없음,"경기도 가평군 가평읍 태봉두밀로596번길 78-14(2동, 3동)","경기도 가평군 가평읍 두밀리 590-1(2동, 3동)",4,37.81274273,127.4309249,2021-06-09
리즈밸리,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 201-34,경기도 가평군 설악면 가일리 40,3,37.59151142,127.5127659,2021-06-09
솔내음 MT House,민박,내국인+외국인,없음,경기도 가평군 청평면 강변로 93-35,경기도 가평군 청평면 청평리 93-7,2,37.73275312,127.421262,2021-06-09
꼬리별원,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1462-8(A동),경기도 가평군 북면 제령리 622-14(A동),3,37.89691814,127.5094404,2021-06-09
플로레스타,민박,내국인+외국인,없음,경기도 가평군 가평읍 보납로 459-145,경기도 가평군 가평읍 개곡리 641-3,3,37.85618007,127.5441977,2021-06-09
체칠리아 펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 269-65,경기도 가평군 가평읍 두밀리 2-20,3,37.81508373,127.4668702,2021-06-09
초록지붕,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 214-26(4동),경기도 가평군 설악면 가일리 124(4동),2,37.59244007,127.5100815,2021-06-09
미루나무펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 214-26(3동),경기도 가평군 설악면 가일리 124(3동),1,37.59244007,127.5100815,2021-06-09
라포레2,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 2086,경기도 가평군 설악면 회곡리 244-3,2,37.69338448,127.460425,2021-06-09
힐링펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 다락재로 80,경기도 가평군 설악면 회곡리 99-1,5,37.67342089,127.4637241,2021-06-09
레브몽,민박,내국인+외국인,없음,경기도 가평군 조종면 명지산로 420-15,경기도 가평군 조종면 상판리 187-17,1,37.90544766,127.3808668,2021-06-09
리버웨이브2,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 2141,경기도 가평군 청평면 삼회리 102-3,2,37.7071548,127.3972266,2021-06-09
리버웨이브4,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 2141-2,경기도 가평군 청평면 삼회리 102-17,2,37.70657757,127.3967963,2021-06-09
똥꼬들의 수다,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 384,경기도 가평군 상면 행현리 663-46,4,37.74819127,127.3535246,2021-06-09
꽃무지,민박,내국인+외국인,없음,경기도 가평군 조종면 명지산로 348,경기도 가평군 조종면 상판리 474-14,5,37.902368,127.3748772,2021-06-09
고요한 하늘정원2,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 355-19,경기도 가평군 상면 행현리 607-2,5,37.74903483,127.3578705,2021-06-09
엘리에셀,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 225-167,경기도 가평군 가평읍 금대리 496-2,5,37.75143332,127.5292079,2021-06-09
엘리에셀2,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 225-169,경기도 가평군 가평읍 금대리 496-5,1,37.75140615,127.5297414,2021-06-09
바하마,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 2526,경기도 가평군 설악면 회곡리 산104-2,1,37.71929435,127.4327705,2021-06-09
Relieve(릴리브),민박,내국인+외국인,없음,경기도 가평군 상면 임초밤안골로 119-125,경기도 가평군 상면 임초리 143-3,3,37.75580897,127.378621,2021-06-09
호명산 밸리,민박,내국인+외국인,없음,경기도 가평군 청평면 상지로 165-5,경기도 가평군 청평면 상천리 1481-1,7,37.76934222,127.4689685,2021-06-09
아비엥또,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 58-3 ,경기도 가평군 청평면 호명리 176-1,5,37.72100195,127.4621691,2021-06-09
가평별장민박,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 36-46,경기도 가평군 북면 백둔리 481,1,37.90301178,127.4550692,2021-06-09
별 그리고,민박,내국인+외국인,없음,경기도 가평군 청평면 모꼬지로 124-10,경기도 가평군 청평면 대성리 572-28,2,37.68724325,127.3689107,2021-06-09
라끄베르,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 58-3,경기도 가평군 청평면 호명리 176-1,2,37.72100195,127.4621691,2021-06-09
노블레스,민박,내국인+외국인,없음,경기도 가평군 가평읍  복장포길  46-57,경기도 가평군 가평읍  복장리 228-2,1,37.74345112,127.5034165,2021-06-09
밸리러브,민박,내국인+외국인,없음,경기도 가평군 북면 이곡둑길 141(I동),경기도 가평군 북면 이곡리 605-3(I동),3,37.87982807,127.5501363,2021-06-09
쿨펜션,민박,내국인+외국인,없음,경기도 가평군 북면 이곡둑길 151,경기도 가평군 북면 이곡리 605-15,7,37.88104521,127.5492501,2021-06-09
민희네민박,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 364-1,경기도 가평군 북면 적목리 424,1,37.97005404,127.4264172,2021-06-09
아망떼,민박,내국인+외국인,없음,경기도 가평군 북면 화악지암길 212-80,경기도 가평군 북면 화악리 99,4,37.94248899,127.5788361,2021-06-09
AD646펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 508-72,경기도 가평군 가평읍 승안리 646-3,1,37.86178168,127.4699643,2021-06-09
에이디646,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 508-78,경기도 가평군 가평읍 승안리 646,2,37.86195283,127.4695891,2021-06-09
HUE 910,민박,내국인+외국인,없음,경기도 가평군 청평면 상지로 372-7,경기도 가평군 청평면 상천리 1523-5,5,37.76089079,127.4840943,2021-06-09
제이몽애견펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 234,경기도 가평군 청평면 호명리 49-1,3,37.73392965,127.4714119,2021-06-09
포시즌스,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1660-57,경기도 가평군 가평읍 복장리 21-4,2,37.74264825,127.513121,2021-06-09
가평풍차펜션,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 245,경기도 가평군 상면 행현리 513-21,5,37.75652003,127.3613868,2021-06-09
해나펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 482-29,경기도 가평군 가평읍 개곡리 214-1,7,37.87099711,127.5647748,2021-06-09
모이스,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 372,경기도 가평군 상면 행현리 663-53,1,37.74870705,127.3551582,2021-06-09
꽃향기는,민박,내국인+외국인,없음,경기도 가평군 조종면 명지산로 346,경기도 가평군 조종면 상판리 474-7,3,37.90216033,127.3745249,2021-06-09
예그리나,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 151,경기도 가평군 청평면 호명리 106-1,2,37.72788963,127.4671814,2021-06-09
예그리나2,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 153,경기도 가평군 청평면 호명리 106,2,37.72809698,127.4673289,2021-06-09
솔가,민박,내국인+외국인,없음,경기도 가평군 설악면 봉미산안길 154,경기도 가평군 설악면 설곡리 206-2,2,37.61617723,127.5338119,2021-06-09
해븐펜션,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 474-218,경기도 가평군 북면 화악리 415,1,37.920927,127.5690966,2021-06-09
베이비유키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2372-58,경기도 가평군 북면 도대리 324-29,1,37.95460886,127.4784978,2021-06-09
펜션 아리,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 15-56,경기도 가평군 북면 제령리 292-1,5,37.89387707,127.530845,2021-06-09
명지산개울가펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 명지산로146번길 40,경기도 가평군 조종면 상판리 258,1,37.88495747,127.3690728,2021-06-09
동화 펜션 유원지,민박,내국인+외국인,없음,경기도 가평군 상면 청군로 607,경기도 가평군 상면 임초리 42-1,5,37.77145798,127.3805711,2021-06-09
언덕위에 민박,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1352,경기도 가평군 북면 제령리 572-5,2,37.90173001,127.5186546,2021-06-09
하늘가득,민박,내국인+외국인,없음,경기도 가평군 조종면 운악청계로 353-16,경기도 가평군 조종면 신상리 128,1,37.84711201,127.354193,2021-06-09
바라,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 238-99(3동),경기도 가평군 상면 행현리 481-25(3동),1,37.7583542,127.3575802,2021-06-09
도마치 계곡,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 3289-23,경기도 가평군 북면 적목리 564-2,2,38.00154266,127.4376506,2021-06-09
알사도,민박,내국인+외국인,없음,경기도 가평군 설악면 유명산길 70-1,경기도 가평군 설악면 가일리 271-9,7,37.59599143,127.4903259,2021-06-09
아말피,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로 188,경기도 가평군 설악면 사룡리 610-1,1,37.69141664,127.4886462,2021-06-09
AD646펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 508-74,경기도 가평군 가평읍 승안리 645,1,37.86197096,127.4699756,2021-06-09
로메인,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 468,경기도 가평군 가평읍 개곡리 259-2,1,37.87134145,127.56133,2021-06-09
엄마펜션,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 1208-7,경기도 가평군 북면 화악리 999-22,3,37.95874438,127.5282425,2021-06-09
융프라우,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 201-29,경기도 가평군 설악면 가일리 41-1,5,37.59250277,127.5139215,2021-06-09
붕붕펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로133번길 75,경기도 가평군 북면 백둔리 71-1,3,37.89535804,127.4830418,2021-06-09
실버베리펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 초옥길 149,경기도 가평군 청평면 상천리 510,2,37.78828327,127.4543096,2021-06-09
청평펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 잠곡로 120-41,경기도 가평군 청평면 청평리 28-6,5,37.73747487,127.4339571,2021-06-09
ASAMO하우스,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 1964-22,경기도 가평군 청평면 삼회리 262-4,1,37.69193441,127.3907369,2021-06-09
펜션대가족,민박,내국인+외국인,없음,경기도 가평군 설악면 묵안로194번길 5-162,경기도 가평군 설악면 엄소리 153,1,37.64136566,127.4964975,2021-06-09
샤르망펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 203,경기도 가평군 가평읍 경반리 520,5,37.82965252,127.4835114,2021-06-09
산골이야기2,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 288,경기도 가평군 북면 백둔리 166-1,3,37.90453206,127.4758279,2021-06-09
가평면역공방,민박,내국인+외국인,없음,경기도 가평군 가평읍 잎너비길 17-156,경기도 가평군 가평읍 읍내리 75-4,4,37.85355597,127.5114696,2021-06-09
숲B.B.U.숲갤러리펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 문화로 291-83,경기도 가평군 가평읍 읍내리 817,1,37.83652169,127.5019434,2021-06-09
시즈닝,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 508-50,경기도 가평군 가평읍 승안리 641,1,37.86155669,127.4713286,2021-06-09
산골이야기,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 290,경기도 가평군 북면 백둔리 163,3,37.9045951,127.4755548,2021-06-09
남이섬앤디펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 동연재로 16-8,경기도 가평군 가평읍 달전리 208-1,5,37.80954308,127.5227325,2021-06-09
천룡펜션,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길403번길 17-16,경기도 가평군 북면 적목리 295,4,37.96831279,127.4236638,2021-06-09
투웰브,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 224,경기도 가평군 설악면 가일리 12-1,3,37.59110601,127.5107836,2021-06-09
펜션 숲,민박,내국인+외국인,없음,경기도 가평군 가평읍 문화로 291-83,경기도 가평군 가평읍 읍내리 817-2,2,37.83652169,127.5019434,2021-06-09
시즈닝 페퍼,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 508-48,경기도 가평군 가평읍 승안리 641-2,1,37.86134037,127.4712946,2021-06-09
67빌리지,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2159-59,경기도 가평군 북면 도대리 284-6,1,37.94182965,127.4865934,2021-06-09
라온3,민박,내국인+외국인,없음,경기도 가평군 청평면 호반로 740(A동),경기도 가평군 청평면 호명리 344-6(A동),1,37.70887128,127.4663957,2021-06-09
명산펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 유명산길 61-94,경기도 가평군 설악면 가일리 215-3,5,37.59700119,127.4939621,2021-06-09
숲속솔향기,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로596번길 133,경기도 가평군 가평읍 두밀리 619-10,2,37.81261392,127.4265738,2021-06-09
수류화개원,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 1865-30,경기도 가평군 설악면 회곡리 31,3,37.68121872,127.4680412,2021-06-09
쉘부르,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 1865-32,경기도 가평군 설악면 회곡리 31-8,3,37.68121866,127.4677917,2021-06-09
티파니,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 1865-34,경기도 가평군 설악면 회곡리 31-9,3,37.68129069,127.4675195,2021-06-09
자연인촌펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 2144-1,경기도 가평군 설악면 회곡리 361,3,37.69845882,127.4598778,2021-06-09
개울가 민박,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 654-58,경기도 가평군 설악면 가일리 185-3,2,37.60300423,127.4949246,2021-06-09
삼화힐링타운,민박,내국인+외국인,없음,경기도 가평군 상면 물골길 118,경기도 가평군 상면 봉수리 16,3,37.83679017,127.3144709,2021-06-09
삼화힐링타운2,민박,내국인+외국인,없음,경기도 가평군 상면 물골길 118,경기도 가평군 상면 봉수리 16,1,37.83679017,127.3144709,2021-06-09
호명리계곡펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 26,경기도 가평군 청평면 호명리 190-2,5,37.71868514,127.4609789,2021-06-09
푸른숲황토방,민박,내국인+외국인,없음,경기도 가평군 설악면 유명산길 61-108,경기도 가평군 설악면 가일리 215-9,4,37.59702826,127.4946531,2021-06-09
시냇가 하얀집,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 2134,경기도 가평군 설악면 회곡리 363-2,1,37.69716098,127.4601394,2021-06-09
스타디움,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길99번길 67-9,경기도 가평군 설악면 가일리 75,6,37.59733449,127.5091532,2021-06-09
팬션스타디움,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길99번길 67-13,경기도 가평군 설악면 가일리 74,4,37.59741556,127.5098103,2021-06-09
베이유키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2372-60,경기도 가평군 북면 도대리 324-30,2,37.95453673,127.4783726,2021-06-09
갤러리 774,민박,내국인+외국인,없음,경기도 가평군 상면 축령로45번길 40-176,경기도 가평군 상면 행현리 774,2,37.77096299,127.3569543,2021-06-09
쁘띠캐빈,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 180,경기도 가평군 북면 적목리 253-1,1,37.96489018,127.4437609,2021-06-09
잣나무집,민박,내국인+외국인,없음,경기도 가평군 설악면 다락재로 34-16,경기도 가평군 설악면 회곡리 60,3,37.67612593,127.4672042,2021-06-09
힐스토리3,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 57-152(C동),경기도 가평군 청평면 호명리 143-173(C동),4,37.72556997,127.4570943,2021-06-09
맑음펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 회곡양지길 16-42,경기도 가평군 설악면 회곡리 516-2,2,37.70537562,127.4461811,2021-06-09
V10,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 193-1,경기도 가평군 청평면 고성리 278-2,1,37.70340471,127.5078049,2021-06-09
V10-1,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 193-2,경기도 가평군 청평면 고성리 278-3,2,37.7036841,127.5080886,2021-06-09
V10-2,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 193,경기도 가평군 청평면 고성리 278-4,3,37.7031433,127.5080772,2021-06-09
화이트,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1701,경기도 가평군 가평읍 산유리 105-19,2,37.74722714,127.5118618,2021-06-09
아델라2,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로386번길 47-16,경기도 가평군 상면 행현리 634,4,37.74502108,127.348355,2021-06-09
아르카디아,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 832-86,경기도 가평군 가평읍 복장리 626-1,3,37.7478225,127.4949034,2021-06-09
뜨라레,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 218-33,경기도 가평군 청평면 고성리 98-2,3,37.70211548,127.5116505,2021-06-09
돌궁민박,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 53,경기도 가평군 설악면 가일리 204-3,4,37.59799281,127.4978023,2021-06-09
맑은물펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 명지산로 23,경기도 가평군 조종면 운악리 174-5,3,37.8768784,127.3583871,2021-06-09
애플,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 832-89,경기도 가평군 가평읍 복장리 626,4,37.74764221,127.4943812,2021-06-09
구름나래,민박,내국인+외국인,없음,경기도 가평군 상면 깃대봉길 17-28,경기도 가평군 상면 덕현리 162-42,1,37.75595569,127.4005421,2021-06-09
가평펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 694,경기도 가평군 북면 이곡리 554-8,3,37.87267123,127.5222971,2021-06-09
에이스 팬션,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 293,경기도 가평군 북면 목동리 324-5,5,37.9151808,127.5769867,2021-06-09
블루엘,민박,내국인+외국인,없음,경기도 가평군 설악면 미사리로 324-98(1동),경기도 가평군 설악면 송산리 179-5(1동),1,37.68509415,127.533174,2021-06-09
압구정민박,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 120,경기도 가평군 상면 행현리 332-13,5,37.767213,127.3641713,2021-06-09
그레이스1,민박,내국인+외국인,없음,경기도 가평군 가평읍 쇠내골길 65-11,경기도 가평군 가평읍 금대리 842-1,2,37.75059676,127.521375,2021-06-09
그레이스2,민박,내국인+외국인,없음,경기도 가평군 가평읍 쇠내골길 65-11,경기도 가평군 가평읍 금대리 842-1,2,37.75059676,127.521375,2021-06-09
펜션 626-2,민박,내국인+외국인,없음,경기도 가평군 상면 임초밤안골로 355,경기도 가평군 상면 임초리 626,3,37.74522107,127.3569244,2021-06-09
버디버디,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 315-33,경기도 가평군 청평면 고성리 164-3,2,37.70854194,127.5122754,2021-06-09
라무리조트 E,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2372-56,경기도 가평군 북면 도대리 324-42,1,37.95469901,127.4786116,2021-06-09
압구정민박2,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 120,경기도 가평군 상면 행현리 332-1,1,37.767213,127.3641713,2021-06-09
리버웨이브1,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 2141,경기도 가평군 청평면 삼회리 102-3,2,37.7071548,127.3972266,2021-06-09
리버웨이브6,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 2141-2,경기도 가평군 청평면 삼회리 102-17,2,37.70657757,127.3967963,2021-06-09
예담소펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 215-1,경기도 가평군 설악면 가일리 36-9,2,37.59152956,127.5116332,2021-06-09
예담소,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 215,경기도 가평군 설악면 가일리 36,2,37.59152958,127.5114746,2021-06-09
모노프 펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 신청평로 109-42,경기도 가평군 청평면 대성리 3-7,1,37.729163,127.4051853,2021-06-09
아를르펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 482-29,경기도 가평군 가평읍 개곡리 214-1,7,37.87099711,127.5647748,2021-06-09
스토리(story),민박,내국인+외국인,없음,경기도 가평군 북면 관청큰골길 34-35,경기도 가평군 북면 도대리 436-4,4,37.96039494,127.4772212,2021-06-09
가람펜션,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 287,경기도 가평군 북면 적목리 270-5,4,37.96559607,127.4321367,2021-06-09
101 펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 진동안길 101,경기도 가평군 가평읍 하색리 552,2,37.81419555,127.4887524,2021-06-09
더포레펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 상지로 280,경기도 가평군 청평면 상천리 1513-8,2,37.768245,127.4800961,2021-06-09
모네하우스,민박,내국인+외국인,없음,경기도 가평군 상면 청우산2길 42-25,경기도 가평군 상면 덕현리 330-2,1,37.76693985,127.3970417,2021-06-09
