구,업종명,사업장명,영업상태,인허가일자,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적(㎡),소재지전체주소,도로명전체주소,데이터기준일자
분당구,일반음식점,아세야마,영업중,2016-05-24,-,-,-,-,73.05,경기도 성남시 분당구 삼평동 618번지 판교우림W-CITY 2층 209호,"경기도 성남시 분당구 판교로255번길 9-22, 2층 209호 (삼평동, 판교우림W-CITY )",2021-03-31
분당구,일반음식점,어글리스토브 판교라스트리트점,영업중,2016-05-25,-,-,-,-,185.17,"경기도 성남시 분당구 백현동 530번지 알파리움 타워2동 2층 219호,220호,221호","경기도 성남시 분당구 판교역로 145 (백현동, 알파리움 타워2동 2층 219호,220호,221호)",2021-03-31
분당구,일반음식점,고리(GORI),영업중,2015-11-16,-,-,-,-,27.6,경기도 성남시 분당구 수내동 10-1번지 분당트라팰리스 111호 일부,"경기도 성남시 분당구 황새울로 234 (수내동, 분당트라팰리스 111호 일부)",2021-03-31
중원구,일반음식점,할아버지 곱창,영업중,2012-01-18,-,-,-,-,68.64,경기도 성남시 중원구 성남동 2782번지 1층,"경기도 성남시 중원구 광명로156번길 7, 1층 (성남동)",2021-03-31
수정구,일반음식점,소망분식,영업중,2012-01-19,-,-,-,-,16.38,경기도 성남시 수정구 태평동 2524번지 1층,"경기도 성남시 수정구 남문로119번길 13-1, 1층 (태평동)",2021-03-31
수정구,일반음식점,꾸꼬머꼬,영업중,2015-09-14,-,-,-,-,43.76,경기도 성남시 수정구 신흥동 4101번지 1층,"경기도 성남시 수정구 시민로142번길 13-2, 1층 (신흥동)",2021-03-31
중원구,일반음식점,은밀한부엌,영업중,2015-09-14,-,-,-,-,33,경기도 성남시 중원구 성남동 3412번지 103호,"경기도 성남시 중원구 제일로63번길 32 (성남동, 103호)",2021-03-31
수정구,일반음식점,서리꽃,영업중,2015-09-15,-,-,-,-,25.74,경기도 성남시 수정구 태평동 5613번지 1층,"경기도 성남시 수정구 제일로 189, 1층 (태평동)",2021-03-31
수정구,일반음식점,하루비어,영업중,2014-02-18,-,-,-,-,45.36,경기도 성남시 수정구 단대동 111-2번지 1층,"경기도 성남시 수정구 산성대로 425, 1층 (단대동)",2021-03-31
수정구,일반음식점,이가네 멸치국수&코다리조림,영업중,2014-02-19,-,-,-,-,29.64,경기도 성남시 수정구 신흥동 4245번지 1층,"경기도 성남시 수정구 산성대로225번길 6, 1층 (신흥동)",2021-03-31
분당구,일반음식점,더라운지,영업중,2015-07-17,-,-,-,-,65.1,"경기도 성남시 분당구 판교동 496번지 랜드리스타워 1층 101,102호","경기도 성남시 분당구 서판교로 162, 1층 101,102호 (판교동, 랜드리스타워)",2021-03-31
중원구,일반음식점,아지트,영업중,2015-07-20,-,-,-,-,31.62,"경기도 성남시 중원구 상대원동 784-3번지 ,1층일부","경기도 성남시 중원구 박석로 100 (상대원동, 1층일부)",2021-03-31
중원구,일반음식점,삿포로참치,영업중,2015-07-20,-,-,-,-,95.7,경기도 성남시 중원구 성남동 3282 1층,"경기도 성남시 중원구 광명로 36, 1층 (성남동)",2021-03-31
분당구,일반음식점,우마카세쿤,영업중,2015-10-02,-,-,-,-,125.97,경기도 성남시 분당구 정자동 162-2번지 정자동 3차 푸르지오시티 D동 202호,"경기도 성남시 분당구 정자일로 135, D동 2층 202호 (정자동, 정자동 3차 푸르지오시티)",2021-03-31
수정구,일반음식점,수라냉면,영업중,2011-04-05,-,-,-,-,45.5,경기도 성남시 수정구 신흥동 5493-6번지 1층,"경기도 성남시 수정구 시민로 175 (신흥동,1층)",2021-03-31
중원구,일반음식점,황토민물장어,영업중,2011-04-06,-,-,-,-,97.25,"경기도 성남시 중원구 중앙동 449번지 외1 필지 1,2층","경기도 성남시 중원구 산성대로 314, 1,2층 (중앙동)",2021-03-31
분당구,일반음식점,명불허전 원조골뱅이 야탑점,영업중,2015-10-12,-,-,-,-,33.9,경기도 성남시 분당구 야탑동 360-3번지 이코노샤르망 103호,"경기도 성남시 분당구 장미로 86 (야탑동, 이코노샤르망 103호)",2021-03-31
분당구,일반음식점,생활맥주,영업중,2015-10-12,-,-,-,-,129.28,경기도 성남시 분당구 판교동 601-8번지 1층,"경기도 성남시 분당구 운중로267번길 7-6, 1층 (판교동)",2021-03-31
분당구,일반음식점,씨씨스트릿라운지,영업중,2015-10-13,-,-,-,-,98.01,경기도 성남시 분당구 삼평동 664번지 미래에셋센터 1층 103호,"경기도 성남시 분당구 판교역로192번길 12, 1층 103호 (삼평동, 미래에셋센터)",2021-03-31
중원구,일반음식점,양푼이 김치찜,영업중,2015-10-13,-,-,-,-,29.7,경기도 성남시 중원구 금광동 4356번지 1층일부,"경기도 성남시 중원구 산성대로372번길 11 (금광동, 1층 일부)",2021-03-31
분당구,일반음식점,트러플(이탈리),영업중,2015-08-12,-,-,-,-,23,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,일반음식점,베르두레(이탈리),영업중,2015-08-12,-,-,-,-,33.9,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,일반음식점,한솔국시,영업중,2015-08-12,-,-,-,-,17.1,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,일반음식점,본가스시,영업중,2015-08-12,-,-,-,-,47.3,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,일반음식점,한솔냉면,영업중,2015-08-12,-,-,-,-,20.1,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,일반음식점,플랩잭팬트리,영업중,2014-02-11,-,-,-,-,127.13,경기도 성남시 분당구 백현동 581-3번지 1층 전부,"경기도 성남시 분당구 판교역로 6-5 (백현동, 1층 전부)",2021-03-31
중원구,일반음식점,대관령 가마솥 토종 순대국,영업중,2014-02-11,-,-,-,-,91.7,경기도 성남시 중원구 상대원동 442-2번지 한라시그마 밸리 B3층 B301호,"경기도 성남시 중원구 둔촌대로 545, B3층 B301호 (상대원동)",2021-03-31
분당구,일반음식점,오페뜨 서판교운중점,영업중,2016-06-02,-,-,-,-,100.47,경기도 성남시 분당구 운중동 976-6번지 1층,"경기도 성남시 분당구 운중로125번길 8, 1층 (운중동)",2021-03-31
분당구,일반음식점,육덕등심 정자점,영업중,2016-06-02,-,-,-,-,119.34,"경기도 성남시 분당구 정자동 162-2번지 정자동3차 푸르지오시티 D동 2층 206호, 206-1호","경기도 성남시 분당구 정자일로 135 (정자동, 정자동3차 푸르지오시티 D동 2층 206호, 206-1호)",2021-03-31
수정구,일반음식점,연가호프,영업중,2016-06-03,-,-,-,-,28.62,경기도 성남시 수정구 수진동 165번지 1층,"경기도 성남시 수정구 수정남로50번길 4-1, 1층 (수진동)",2021-03-31
분당구,일반음식점,수내칡냉면,영업중,2011-11-24,-,-,-,-,46.35,경기도 성남시 분당구 정자동 15-7번지 하나프라자 1층 101호,"경기도 성남시 분당구 느티로 27 (정자동, 하나프라자 1층 101호)",2021-03-31
분당구,일반음식점,밀숲,영업중,2011-12-19,-,-,-,-,42,경기도 성남시 분당구 구미동 23-1번지 분당프라자 104호,"경기도 성남시 분당구 돌마로 68 (구미동, 분당프라자 104호)",2021-03-31
중원구,일반음식점,김봉남포장마차 모란역점,영업중,2011-12-19,-,-,-,-,100.4,경기도 성남시 중원구 성남동 3442번지,"경기도 성남시 중원구 제일로35번길 53, 2층 (성남동)",2021-03-31
분당구,일반음식점,아마스빈 미금역점,영업중,2011-12-19,-,-,-,-,31.15,경기도 성남시 분당구 구미동 23-1번지 분당프라자 1층116호,"경기도 성남시 분당구 돌마로 68 (구미동, 분당프라자 1층116호)",2021-03-31
분당구,일반음식점,(주)크래버대게나라,영업중,2011-12-20,-,-,-,-,261.13,경기도 성남시 분당구 삼평동 646번지 13층 1302호,"경기도 성남시 분당구 판교역로 178 (삼평동, 13층 1302호)",2021-03-31
분당구,일반음식점,김밥시간,영업중,2016-03-29,-,-,-,-,25.74,경기도 성남시 분당구 정자동 15-3번지 폴라리스빌딩 1층 111호,"경기도 성남시 분당구 성남대로 381, 1층 111호 (정자동, 폴라리스빌딩)",2021-03-31
수정구,일반음식점,롯데 스카이 라운지,영업중,2016-03-30,-,-,-,-,160.98,경기도 성남시 수정구 신흥동 2515번지 8층,"경기도 성남시 수정구 산성대로 269, 8층 (신흥동)",2021-03-31
수정구,일반음식점,육연차,영업중,2016-03-31,-,-,-,-,86.7,경기도 성남시 수정구 태평동 5113-9번지 지하4층 B411호,"경기도 성남시 수정구 성남대로 1334, 지하4층 B411호 (태평동)",2021-03-31
분당구,일반음식점,킹스타피자 분당수내점,영업중,2016-04-01,-,-,-,-,28.56,경기도 성남시 분당구 수내동 58-5번지 한올제약상가 1층 107호,"경기도 성남시 분당구 내정로174번길 6, 1층 107호 (수내동, 한올제약상가)",2021-03-31
분당구,일반음식점,로젠,영업중,2012-02-07,-,-,-,-,113.94,경기도 성남시 분당구 야탑동 376-2번지 지하1층 전부,"경기도 성남시 분당구 장미로92번길 4-3 (야탑동, 지하1층 전부)",2021-03-31
분당구,일반음식점,관보칼국수,영업중,2012-03-23,-,-,-,-,25.74,"경기도 성남시 분당구 구미동 203-1번지 관보쇼핑 지하1층 지하1호일부(40호,41호)","경기도 성남시 분당구 구미로 60 (구미동, 관보쇼핑 지하1층 지하1호일부(40호,41호))",2021-03-31
중원구,일반음식점,우돈가,영업중,2012-03-26,-,-,-,-,67.4,경기도 성남시 중원구 성남동 3270번지,"경기도 성남시 중원구 광명로 30, 1층 (성남동)",2021-03-31
분당구,일반음식점,만원수산,영업중,2012-03-26,-,-,-,-,227.22,"경기도 성남시 분당구 서현동 247-5번지 광림프라자 203호, 204호","경기도 성남시 분당구 서현로210번길 17 (서현동, 광림프라자 203호, 204호)",2021-03-31
중원구,일반음식점,대원식당,영업중,2012-03-26,-,-,-,-,34.78,경기도 성남시 중원구 하대원동 146-2번지,"경기도 성남시 중원구 둔촌대로 244, 1층 (하대원동)",2021-03-31
분당구,일반음식점,송도갈비 율동공원점,영업중,2013-10-21,-,-,-,-,203.67,"경기도 성남시 분당구 율동 323-23번지 1,2,3층","경기도 성남시 분당구 문정로 134, 1,2,3층 (율동)",2021-03-31
분당구,일반음식점,미소야분당한솔점,영업중,2013-10-22,-,-,-,-,50.35,경기도 성남시 분당구 정자동 117-1번지 스포라이프스포츠센타 1층 111호,"경기도 성남시 분당구 내정로 58 (정자동, 스포라이프스포츠센타 1층 111호)",2021-03-31
중원구,일반음식점,또바기분식,영업중,2011-10-26,-,-,-,-,16.44,경기도 성남시 중원구 성남동 3710번지 1층,"경기도 성남시 중원구 광명로42번길 29, 1층 (성남동)",2021-03-31
중원구,일반음식점,원차이,영업중,2011-11-16,-,-,-,-,35.89,경기도 성남시 중원구 도촌동 563번지 외 1필지 도촌대덕프라자 120호,"경기도 성남시 중원구 도촌로 12, 120호 (도촌동, 도촌대덕프라자)",2021-03-31
분당구,일반음식점,일미닭갈비파전,영업중,2011-11-17,-,-,-,-,76.44,경기도 성남시 분당구 서현동 269-2번지 피아자코코빌딩 2층 207호,"경기도 성남시 분당구 분당로53번길 19 (서현동, 피아자코코빌딩 2층 207호)",2021-03-31
분당구,일반음식점,빔스,영업중,2011-11-18,-,-,-,-,202.49,경기도 성남시 분당구 삼평동 651번지 12층 1201호,"경기도 성남시 분당구 대왕판교로606번길 39 (삼평동, 12층 1201호)",2021-03-31
수정구,일반음식점,옛날순대,영업중,2011-12-09,-,-,-,-,20.14,경기도 성남시 수정구 신흥동 2599번지,"경기도 성남시 수정구 공원로339번길 10, 1층 (신흥동)",2021-03-31
분당구,일반음식점,처갓집양념치킨 동판교점,영업중,2011-12-09,-,-,-,-,46.5,경기도 성남시 분당구 백현동 604-7번지 1층 전체,"경기도 성남시 분당구 동판교로52번길 9-3 (백현동, 1층 전체)",2021-03-31
중원구,일반음식점,치킨하우스,영업중,2016-04-11,-,-,-,-,49.02,경기도 성남시 중원구 상대원동 71-1번지 1층,"경기도 성남시 중원구 순환로 234, 1층 (상대원동)",2021-03-31
분당구,일반음식점,포메인 분당오리역점,영업중,2016-04-11,-,-,-,-,115.17,"경기도 성남시 분당구 구미동 156번지 포스빌 1층 165호, 166호","경기도 성남시 분당구 성남대로 51, 1층 165호, 166호 (구미동, 포스빌)",2021-03-31
분당구,일반음식점,가비정,영업중,2016-04-11,-,-,-,-,94.49,경기도 성남시 분당구 삼평동 618 판교 우림 W-CITY 2층 202호,"경기도 성남시 분당구 판교로255번길 9-22, 2층 202호 (삼평동, 판교 우림 W-CITY)",2021-03-31
분당구,일반음식점,만포면옥,영업중,2016-04-11,-,-,-,-,153.78,경기도 성남시 분당구 서현동 263번지 AK PLAZA 분당점 7층 일부,"경기도 성남시 분당구 황새울로360번길 42 (서현동, AK PLAZA 분당점 7층 일부)",2021-03-31
분당구,일반음식점,충만치킨(서현점),영업중,2016-04-11,-,-,-,-,115.43,"경기도 성남시 분당구 서현동 248-4 유성트윈프라자1차 2층 206호, 207호","경기도 성남시 분당구 서현로210번길 16, 2층 206호, 207호 (서현동, 유성트윈프라자1차)",2021-03-31
중원구,일반음식점,여수동민물매운탕,영업중,2016-04-12,-,-,-,-,84.38,경기도 성남시 중원구 여수동 371번지 1층,"경기도 성남시 중원구 성남대로997번길 25-6, 1층 (여수동)",2021-03-31
분당구,일반음식점,가마로강정 수내롯데점,영업중,2015-11-17,-,-,-,-,42.5,경기도 성남시 분당구 수내동 20-5 1층 101호,"경기도 성남시 분당구 백현로101번길 13, 1층 101호 (수내동)",2021-03-31
수정구,일반음식점,착한치킨강정,영업중,2015-11-17,-,-,-,-,19.84,경기도 성남시 수정구 신흥동 5493-6번지 1층,"경기도 성남시 수정구 시민로 175, 1층 (신흥동)",2021-03-31
중원구,일반음식점,비비큐(bb.q)치킨앤비어,영업중,2016-06-14,-,-,-,-,76,경기도 성남시 중원구 여수동 202번지 중일아인스빌딩 1층 102~103호,"경기도 성남시 중원구 양현로405번길 13, 1층 102, 103호 (여수동, 중일아인스빌딩)",2021-03-31
분당구,일반음식점,비비큐(BBQ)치킨앤비어 분당야탑점,영업중,2016-06-14,-,-,-,-,106.89,경기도 성남시 분당구 야탑동 383-4번지 1층,"경기도 성남시 분당구 장미로108번길 11-1, 1층 (야탑동)",2021-03-31
중원구,일반음식점,탈렌트,영업중,2012-05-04,-,-,-,-,36.33,경기도 성남시 중원구 중앙동 567번지,"경기도 성남시 중원구 광명로 231, 지층 (중앙동)",2021-03-31
분당구,일반음식점,오봉족발 수내점,영업중,2012-06-18,-,-,-,-,42.35,경기도 성남시 분당구 수내동 83-1번지 동한프라자 1층 일부,"경기도 성남시 분당구 돌마로366번길 42 (수내동, 동한프라자 1층 일부)",2021-03-31
분당구,일반음식점,자오챤,영업중,2012-06-19,-,-,-,-,36.04,경기도 성남시 분당구 정자동 168-1번지 대림아크로텔 1층 111호,"경기도 성남시 분당구 성남대로 295 (정자동, 대림아크로텔 1층 111호)",2021-03-31
분당구,일반음식점,둥지,영업중,2015-10-23,-,-,-,-,53.96,경기도 성남시 분당구 삼평동 661번지 1층 일부,"경기도 성남시 분당구 판교역로192번길 14-1 (삼평동, 1층 일부)",2021-03-31
분당구,일반음식점,스트릿츄러스,영업중,2015-10-23,-,-,-,-,23.1,경기도 성남시 분당구 야탑동 341번지 성남여객자동차터미널 1층 111호일부,"경기도 성남시 분당구 성남대로925번길 16, 1층 (야탑동, 성남여객자동차터미널 111호일부)",2021-03-31
수정구,일반음식점,덩어리 생고기,영업중,2015-10-26,-,-,-,-,192.49,경기도 성남시 수정구 신흥동 4197번지 1층,"경기도 성남시 수정구 산성대로255번길 5, 1층 (신흥동)",2021-03-31
중원구,일반음식점,교촌치킨 금광1호점,영업중,2015-10-26,-,-,-,-,63,경기도 성남시 중원구 금광동 2706번지 1층,"경기도 성남시 중원구 자혜로 82-1, 1층 (금광동)",2021-03-31
분당구,일반음식점,삼구포차,영업중,2015-08-27,-,-,-,-,34.96,경기도 성남시 분당구 서현동 248-1번지 대명프라자 409호,"경기도 성남시 분당구 황새울로360번길 12, 4층 409호 (서현동, 대명프라자)",2021-03-31
분당구,일반음식점,삼구포차 2,영업중,2015-08-27,-,-,-,-,41.3,경기도 성남시 분당구 서현동 248-1번지 대명프라자 410호,"경기도 성남시 분당구 황새울로360번길 12, 4층 410호 (서현동, 대명프라자)",2021-03-31
수정구,일반음식점,남스시,영업중,2015-08-28,-,-,-,-,47.97,경기도 성남시 수정구 신흥동 4517번지 1층,"경기도 성남시 수정구 시민로 155, 1층 (신흥동)",2021-03-31
분당구,일반음식점,군산오징어리틀정자점,영업중,2015-08-28,-,-,-,-,70.69,경기도 성남시 분당구 정자동 133-7번지 1층 전체,"경기도 성남시 분당구 내정로11번길 3 (정자동, 1층 전체)",2021-03-31
중원구,일반음식점,어썸브루(AWESOME BREW),영업중,2014-03-11,-,-,-,-,312.2,"경기도 성남시 중원구 성남동 3217번지 2,3층","경기도 성남시 중원구 성남대로1148번길 3, 2,3층 (성남동)",2021-03-31
수정구,일반음식점,박수현 웰빙한식뷔페,영업중,2015-10-29,-,-,-,-,,경기도 성남시 수정구 고등동 398번지 1층,"경기도 성남시 수정구 대왕판교로982번길 6, 1층 (고등동)",2021-03-31
분당구,일반음식점,명인만두(판교유스페이스점),영업중,2015-10-29,-,-,-,-,70.05,경기도 성남시 분당구 삼평동 670번지 유스페이스1 1층 116호,"경기도 성남시 분당구 대왕판교로 660, 1층 116호 (삼평동, 유스페이스1)",2021-03-31
분당구,일반음식점,릴리브라운,영업중,2015-10-30,-,-,-,-,42.82,경기도 성남시 분당구 정자동 168-1번지 대림아크로텔 C동 1층 128호,"경기도 성남시 분당구 성남대로 295, C동 1층 128호 (정자동, 대림아크로텔)",2021-03-31
분당구,일반음식점,버터핑거팬케익스 분당정자점,영업중,2015-10-30,-,-,-,-,129.96,"경기도 성남시 분당구 정자동 9 아이파크분당1 1층 103-1호, 104호, 105호","경기도 성남시 분당구 정자일로 239, 1층 103-1호, 104호, 105호 (정자동, 아이파크분당1)",2021-03-31
분당구,일반음식점,비어웍스 본점,영업중,2015-10-30,-,-,-,-,45.29,경기도 성남시 분당구 정자동 162-2번지 푸르지오시티D동 1층 111호,"경기도 성남시 분당구 정자일로 135, D동 1층 111호 (정자동, 푸르지오시티)",2021-03-31
수정구,일반음식점,오불뚝,영업중,2015-10-13,-,-,-,-,93.32,경기도 성남시 수정구 창곡동 551-1번지 1층,"경기도 성남시 수정구 위례서일로1길 8-4, 1층 (창곡동)",2021-03-31
중원구,일반음식점,하이콘식당,영업중,2015-10-13,-,-,-,-,86.95,경기도 성남시 중원구 상대원동 223-25번지 스타타워 아파트형공장 지2층 B201호,"경기도 성남시 중원구 사기막골로62번길 37 (상대원동, 스타타워 아파트형공장 지2층 B201호)",2021-03-31
수정구,일반음식점,메밀속애,영업중,2015-10-19,-,-,-,-,30.12,경기도 성남시 수정구 태평동 3655번지 1층,"경기도 성남시 수정구 수정로119번길 4-1, 1층 (태평동)",2021-03-31
분당구,일반음식점,쉐프의 부대찌개 미금역점,영업중,2015-10-19,-,-,-,-,85.2,경기도 성남시 분당구 금곡동 161번지 천사의도시 오피스텔 2층 근221호,"경기도 성남시 분당구 성남대로 165, 2층 근221호 (금곡동, 천사의도시 오피스텔)",2021-03-31
분당구,일반음식점,전주선비빔,영업중,2015-08-12,-,-,-,-,21.7,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,일반음식점,온드린,영업중,2015-08-12,-,-,-,-,21.7,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,일반음식점,마스터키친 판교점,영업중,2015-08-13,-,-,-,-,32.9,경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
중원구,일반음식점,엄마손맛,영업중,2015-08-26,-,-,-,-,22.55,경기도 성남시 중원구 성남동 4123번지 지하2층 일부,"경기도 성남시 중원구 성남대로 1126 (성남동, 지하2층 일부)",2021-03-31
수정구,일반음식점,봉구비어,영업중,2015-08-26,-,-,-,-,0,경기도 성남시 수정구 수진동 3013번지 1층 103호,"경기도 성남시 수정구 성남대로 1218, 1층 103호 (수진동)",2021-03-31
수정구,일반음식점,굴 앤 콩,영업중,2015-08-26,-,-,-,-,90.43,경기도 성남시 수정구 신흥동 2463-4번지 지하1층,"경기도 성남시 수정구 산성대로 331, 지하1층 (신흥동)",2021-03-31
중원구,일반음식점,낙곱새,영업중,2016-06-03,-,-,-,-,20.41,경기도 성남시 중원구 성남동 3287 크란츠빌Ⅱ 106호,"경기도 성남시 중원구 제일로73번길 16, 106호 (성남동, 크란츠빌Ⅱ)",2021-03-31
수정구,일반음식점,부엉이 마카롱,영업중,2016-06-03,-,-,-,-,35.43,경기도 성남시 수정구 태평동 3307-150번지 1층 일부,"경기도 성남시 수정구 시민로205번길 34, 1층 (태평동, 일부)",2021-03-31
분당구,일반음식점,피자연합,영업중,2016-06-03,-,-,-,-,41.72,경기도 성남시 분당구 야탑동 287-7번지 1층 일부,"경기도 성남시 분당구 장미로122번길 3-18 (야탑동, 1층 일부)",2021-03-31
분당구,일반음식점,정통집,영업중,2016-06-07,-,-,-,-,61.36,경기도 성남시 분당구 야탑동 361-5번지 야탑 대덕프라자 2층 211호,"경기도 성남시 분당구 성남대로926번길 6, 2층 211호 (야탑동, 야탑 대덕프라자)",2021-03-31
분당구,일반음식점,분당 도시락 별,영업중,2016-06-07,-,-,-,-,13.4,경기도 성남시 분당구 서현동 297 효자촌 228동 1층 10호,"경기도 성남시 분당구 돌마로486번길 12, 228동 1층 10호 (서현동, 효자촌)",2021-03-31
수정구,일반음식점,비에이치씨(BHC) 위례점,영업중,2016-06-07,-,-,-,-,34.01,경기도 성남시 수정구 창곡동 523-2번지 1층 일부,"경기도 성남시 수정구 위례순환로4길 36, 1층 (창곡동, 일부)",2021-03-31
수정구,일반음식점,정성한줄,영업중,2016-06-07,-,-,-,-,44.03,경기도 성남시 수정구 창곡동 513-3번지 1층 112호,"경기도 성남시 수정구 위례동로 141, 1층 112호 (창곡동)",2021-03-31
수정구,일반음식점,호동이네 국물닭발,영업중,2011-12-21,-,-,-,-,65.12,경기도 성남시 수정구 양지동 540번지,"경기도 성남시 수정구 산성대로515번길 1, 2층 (양지동)",2021-03-31
분당구,일반음식점,알레그리아 판교브릿지타워점,영업중,2016-04-01,-,-,-,-,88.14,"경기도 성남시 분당구 삼평동 617번지 판교테크노밸리 브릿지타워 지하1층 B102호, B103호","경기도 성남시 분당구 판교로227번길 6, 지하1층 B102호, B103호 (삼평동, 판교테크노밸리 브릿지타워)",2021-03-31
분당구,일반음식점,최가네손칼국수,영업중,2016-04-01,-,-,-,-,41.71,경기도 성남시 분당구 판교동 566-7번지 1층 일부,"경기도 성남시 분당구 서판교로44번길 9 (판교동, 1층 일부)",2021-03-31
수정구,일반음식점,백억하누,영업중,2016-04-01,-,-,-,-,115,경기도 성남시 수정구 창곡동 545-7번지 1층,"경기도 성남시 수정구 위례서일로3길 32, 1층 (창곡동)",2021-03-31
수정구,일반음식점,엄마네 돼지마을,영업중,2016-04-05,-,-,-,-,66.01,경기도 성남시 수정구 시흥동 83-35번지 1층,"경기도 성남시 수정구 설개로2번길 19, 1층 (시흥동)",2021-03-31
분당구,일반음식점,청여수,영업중,2016-04-05,-,-,-,-,52.64,경기도 성남시 분당구 삼평동 679번지 삼환하이펙스 B동 지하1층 B-112호,"경기도 성남시 분당구 판교역로 230, B동 지하1층 B-112호 (삼평동, 삼환하이펙스)",2021-03-31
분당구,일반음식점,송추가마골 판교지점,영업중,2016-04-05,-,-,-,-,384.33,"경기도 성남시 분당구 백현동 530 알파리움 타워2동 2층 225호,226호,227호,228호","경기도 성남시 분당구 판교역로 145, 타워2동 2층 225호,226호,227호,228호 (백현동, 알파리움)",2021-03-31
분당구,일반음식점,고향손낭화국,영업중,2016-03-24,-,-,-,-,27.36,경기도 성남시 분당구 구미동 192번지 LG트윈하우스 1층 106호,"경기도 성남시 분당구 성남대로2번길 6, 1층 106호 (구미동, LG트윈하우스)",2021-03-31
중원구,일반음식점,모모,영업중,2016-03-24,-,-,-,-,57.04,경기도 성남시 중원구 성남동 3072번지 1층,"경기도 성남시 중원구 원터로75번길 25, 1층 (성남동)",2021-03-31
중원구,일반음식점,얼릉와호프,영업중,2016-03-25,-,-,-,-,28.47,경기도 성남시 중원구 금광동 4328번지 1층,"경기도 성남시 중원구 자혜로8번길 59-15, 1층 (금광동)",2021-03-31
중원구,일반음식점,촌딱포차,영업중,2016-03-25,-,-,-,-,50.32,경기도 성남시 중원구 금광동 3672번지 1층,"경기도 성남시 중원구 산성대로382번길 44, 1층 (금광동)",2021-03-31
수정구,일반음식점,꿈에도,영업중,2015-09-23,-,-,-,-,73.53,경기도 성남시 수정구 복정동 715-1번지 1층,"경기도 성남시 수정구 복정로 10, 1층 (복정동)",2021-03-31
중원구,일반음식점,일차돌,영업중,2015-09-23,-,-,-,-,60,경기도 성남시 중원구 금광동 1787번지 1층 일부,"경기도 성남시 중원구 광명로 356 (금광동, 1층 일부)",2021-03-31
중원구,일반음식점,크로바식당,영업중,2015-09-24,-,-,-,-,48.58,경기도 성남시 중원구 성남동 4209번지 1층 일부,"경기도 성남시 중원구 둔촌대로69번길 6-10, 1층 일부호 (성남동)",2021-03-31
분당구,일반음식점,예다온,영업중,2016-03-08,-,-,-,-,95.9,경기도 성남시 분당구 운중동 932-2번지 1층,"경기도 성남시 분당구 운중로126번길 10, 1층 (운중동)",2021-03-31
분당구,일반음식점,예향정 판교점,영업중,2015-11-18,-,-,-,-,97.8,경기도 성남시 분당구 판교동 565-6 1층,"경기도 성남시 분당구 서판교로44번길 3-13 (판교동, 1층)",2021-03-31
수정구,일반음식점,풍천가,영업중,2015-11-18,-,-,-,-,453.76,경기도 성남시 수정구 상적동 173-1번지 1층,"경기도 성남시 수정구 청계산로 449, 1층 (상적동)",2021-03-31
분당구,일반음식점,양드림식당,영업중,2015-11-18,-,-,-,-,80,경기도 성남시 분당구 판교동 566-8번지 1층,"경기도 성남시 분당구 서판교로44번길 7, 1층 (판교동)",2021-03-31
수정구,일반음식점,똘똘이네,영업중,2015-11-20,-,-,-,-,110.32,경기도 성남시 수정구 오야동 245-13번지 1층,"경기도 성남시 수정구 오야남로4번길 4, 1층 (오야동)",2021-03-31
수정구,일반음식점,하남돼지집 위례점,영업중,2016-05-11,-,-,-,-,117.82,경기도 성남시 수정구 창곡동 545번지,"경기도 성남시 수정구 위례서일로3길 38, 1층 (창곡동)",2021-03-31
