시군명,시설명,채수및검사일자,검사기관명,PH(5.8~8.6),탁도(4NTU이하),대장균(200개체수/100MmL미만),유리잔류염소(0.4~4.0mg/L),초과원인및조치사항,소재지지번주소,소재지도로명주소,소재지우편번호,위도,경도
김포시,양곡제3어린이공원 스크린분수,2018-07-25,김포시상하수도사업소,7.6,0.06,<1.8,0.93,,경기도 김포시 양촌읍 양곡리 1267,,,37.6572660563,126.6334735198
김포시,양곡제3어린이공원 스크린분수,2018-07-11,김포시상하수도사업소,7.6,0.06,<1.8,0.93,,경기도 김포시 양촌읍 양곡리 1267,,,37.6572660563,126.6334735198
김포시,어린이공원13호 어린이물놀이시설,2020-09-10,경기도 김포시,-,-,-,-,,경기도 김포시 운양동 1293-1,경기도 김포시 사우중로 1(사우동),10109,37.6148826054,126.7156948580
김포시,어린이공원13호 어린이물놀이시설,2018-07-25,김포시상하수도사업소,7.3,0.05,<1.8,0.97,,경기도 김포시 운양동 1293-1,,,37.6539667222,126.6888356269
김포시,어린이공원13호 어린이물놀이시설,2018-07-11,김포시상하수도사업소,7.6,0.07,<1.8,0.88,,경기도 김포시 운양동 1293-1,,,37.6539667222,126.6888356269
김포시,이랜드타운힐스 아파트(워터데크가든),2020-09-28,경기도 김포시,7.3,0.1,<2,1.1,,경기도 김포시 운양동 1304-1,경기도 김포시 김포한강11로255번길 15,10073,37.6547901495,126.6768780508
김포시,이랜드타운힐스 아파트(워터캐스케이드가든),2020-09-28,경기도 김포시,7.3,0.1,<2,1.1,,경기도 김포시 운양동 1304-1,경기도 김포시 김포한강11로255번길 15,10073,37.6547901495,126.6768780508
김포시,이랜드타운힐스 어린이놀이시설,2020-07-24,경기도 김포시,-,-,-,-,,경기도 김포시 운양동 1304-1,경기도 김포시 김포한강11로255번길 15,10073,37.6547901495,126.6768780508
김포시,주제공원8호 어린이물놀이장,2020-09-10,경기도 김포시,-,-,-,-,,경기도 김포시 운양동 1440,경기도 김포시 사우중로 1(사우동),10109,37.6148826054,126.7156948580
김포시,주제공원8호 어린이물놀이장,2018-07-25,김포시상하수도사업소,7.2,0.07,<1.8,0.86,,경기도 김포시 운양동 1440,,,37.6454958583,126.6881687853
김포시,주제공원8호 어린이물놀이장,2018-07-11,김포시상하수도사업소,7.6,0.08,<1.8,0.94,,경기도 김포시 운양동 1440,,,37.6454958583,126.6881687853
김포시,청송마을 모아미래도엘가아파트 어린이놀이시설,2020-09-24,경기도 김포시,-,-,-,-,,경기도 김포시 장기동 1869-5,경기도 김포시 김포한강2로 273,10082,37.6494179655,126.6627449155
김포시,태산패밀리파크 물놀이장,2020-09-04,경기도 김포시,-,-,-,-,,경기도 김포시 하성면 석탄리 491-1,경기도 김포시 하성면 하성로 585,10008,37.7243692943,126.6301183489
김포시,태산패밀리파크 물놀이장,2018-07-17,김포시상하수도사업소,7,0.22,<1.8,1.29,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,태산패밀리파크 물놀이장,2018-07-03,김포시상하수도사업소,7.5,1.03,<1.8,0.63,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,태산패밀리파크 물놀이장,2018-06-18,김포시상하수도사업소,7.6,0.21,<1.8,1.49,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,태산패밀리파크 물놀이장,2018-06-05,김포시상하수도사업소,7,0.1,<1.8,0.85,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,태산패밀리파크 물놀이장,2018-05-21,김포시상하수도사업소,7.2,0.84,<1.8,0.87,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,태산패밀리파크 물놀이장,2018-05-10,김포시상하수도사업소,6.9,0.19,<1.8,1.16,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,태산패밀리파크 바닥분수,2020-09-04,경기도 김포시,-,-,-,-,,경기도 김포시 하성면 석탄리 491-1,경기도 김포시 하성면 하성로 585,10008,37.7243692943,126.6301183489
김포시,태산패밀리파크 바닥분수,2018-07-17,김포시상하수도사업소,7.4,0.24,<1.8,1.31,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,태산패밀리파크 바닥분수,2018-07-03,김포시상하수도사업소,7.3,2.35,<1.8,0.85,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,태산패밀리파크 바닥분수,2018-06-18,김포시상하수도사업소,7.7,0.46,<1.8,2.95,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,태산패밀리파크 바닥분수,2018-06-05,김포시상하수도사업소,7.1,0.11,<1.8,0.85,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,태산패밀리파크 바닥분수,2018-05-21,김포시상하수도사업소,7.2,0.89,<1.8,0.84,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,태산패밀리파크 바닥분수,2018-05-10,김포시상하수도사업소,7.2,0.4,<1.8,1.4,,경기도 김포시 하성면 하성로 585,경기도 김포시 하성면 하성로 585,10008,37.7245927925,126.6299974444
김포시,풍경마을 한강신도시 이편한세상 바닥분수,2020-07-24,경기도 김포시,-,-,-,-,,경기도 김포시 운양동 1250-3,경기도 김포시 김포한강11로 287,10073,37.6576859488,126.6811314942
김포시,풍년근린공원 물놀이장,2020-09-10,경기도 김포시,-,-,-,-,,경기도 김포시 북변동 831,경기도 김포시 김포대로926번길 113,10097,37.6242743829,126.7197663719
김포시,풍무제1어린이공원 바닥분수,2020-09-10,경기도 김포시,-,-,-,-,,경기도 김포시 풍무동 765,경기도 김포시 사우중로 1(사우동),10109,37.6148826054,126.7156948580
김포시,풍무제1어린이공원 바닥분수,2018-07-25,김포시상하수도사업소,7.5,0.07,<1.8,0.9,,경기도 김포시 풍무동 765,,10115,37.6035251263,126.7263277599
김포시,풍무제1어린이공원 바닥분수,2018-07-11,김포시상하수도사업소,7.5,0.07,<1.8,0.9,,경기도 김포시 풍무동 765,,10115,37.6035251263,126.7263277599
김포시,한강신도시 푸르지오3차 어린이놀이터,2020-09-24,경기도 김포시,-,-,-,-,,경기도 김포시 구래동 6895-2,경기도 김포시 김포한강8로 409,10070,37.6397877452,126.6224914741
김포시,한강신도시 푸르지오3차 어린이놀이터,2018-07-09,김포시상하수도사업소,7.9,0.32,<1.8,0.57,,경기도 김포시 김포한강8로 409,,10070,37.6409072152,126.6229722571
김포시,한강신도시 푸르지오3차 어린이놀이터,2018-06-25,김포시상하수도사업소,8,0.78,<1.8,0.47,,경기도 김포시 김포한강8로 409,,10070,37.6409072152,126.6229722571
김포시,한강신도시 푸르지오3차 어린이놀이터,2018-06-08,김포시상하수도사업소,7.8,1.01,<1.8,1.99,,경기도 김포시 김포한강8로 409,,10070,37.6409072152,126.6229722571
김포시,현대프리미엄아울렛 김포점(바닥분수),2020-07-24,한강청 경기도 김포시,6.7,0.1,0,0.1,,경기도 김포시 고촌읍 전호리 654,경기도 김포시 고촌읍 아라육로152번길 100,10135,37.5972979801,126.7852858447
김포시,현대프리미엄아울렛 김포점(중앙수로East),2020-07-24,한강청 경기도 김포시,6.6,0.1,0,0.3,,경기도 김포시 고촌읍 전호리 654,경기도 김포시 고촌읍 아라육로152번길 100,10135,37.5972979801,126.7852858447
김포시,현대프리미엄아울렛 김포점(중앙수로West),2020-07-24,한강청 경기도 김포시,6.6,0.1,0,0.3,,경기도 김포시 고촌읍 전호리 654,경기도 김포시 고촌읍 아라육로152번길 100,10135,37.5972979801,126.7852858447
김포시,호수공원 바닥분수,2020-09-10,경기도 김포시,-,-,-,-,,경기도 김포시 마산동 617-1,경기도 김포시 사우중로 1(사우동),10109,37.6148826054,126.7156948580
김포시,호수공원 바닥분수,2018-07-25,김포시상하수도사업소,7.4,0.06,<1.8,0.94,,경기도 김포시 마산동 617-1,,,37.6464376882,126.6338670804
김포시,호수공원 바닥분수,2018-07-11,김포시상하수도사업소,7.5,0.11,<1.8,0.88,,경기도 김포시 마산동 617-1,,,37.6464376882,126.6338670804
남양주시,가운 중앙공원,2018-07-26,중앙생명연구원㈜,7.9,0.64,4,1.5,,경기도 남양주시 가운동 726,,,37.6003680015,127.1584279943
남양주시,가운 중앙공원,2018-07-12,중앙생명연구원㈜,8,0.24,<2,0.57,,경기도 남양주시 가운동 726,,,37.6003680015,127.1584279943
남양주시,가운 중앙공원,2018-06-27,중앙생명연구원㈜,7.7,0.33,<2,0.40,,경기도 남양주시 가운동 726,,,37.6003680015,127.1584279943
남양주시,가운 중앙공원,2018-06-12,중앙생명연구원㈜,7.9,0.45,<2,2.04,,경기도 남양주시 가운동 726,,,37.6003680015,127.1584279943
남양주시,가운문화공원,2018-07-26,중앙생명연구원㈜,7.8,0.24,<2,3.9,,경기도 남양주시 가운동 672-1,,12263,37.6023407468,127.1587265319
남양주시,가운문화공원,2018-07-12,중앙생명연구원㈜,8.1,0.14,540,0.57,"폭염으로 인한 이용객 증가,집수조 청소",경기도 남양주시 가운동 672-1,,12263,37.6023407468,127.1587265319
남양주시,가운문화공원,2018-06-27,중앙생명연구원㈜,7.7,0.38,<2,0.70,,경기도 남양주시 가운동 672-1,,12263,37.6023407468,127.1587265319
남양주시,가운문화공원,2018-06-12,중앙생명연구원㈜,7.9,0.12,<2,1.90,,경기도 남양주시 가운동 672-1,,12263,37.6023407468,127.1587265319
남양주시,광암 물놀이장,2018-07-26,중앙생명연구원㈜,7.6,0.38,<2,0.6,,경기도 남양주시 화도읍 차산리 84-1,,12197,37.6371110267,127.3025481172
남양주시,광암 물놀이장,2018-07-12,중앙생명연구원㈜,7.8,0.39,<2,2.1,,경기도 남양주시 화도읍 차산리 84-1,,12197,37.6371110267,127.3025481172
남양주시,광암 물놀이장,2018-06-27,중앙생명연구원㈜,7.9,0.28,<2,0.43,,경기도 남양주시 화도읍 차산리 84-1,,12197,37.6371110267,127.3025481172
남양주시,광암 물놀이장,2018-06-12,중앙생명연구원㈜,7.8,0.22,<2,0.96,,경기도 남양주시 화도읍 차산리 84-1,,12197,37.6371110267,127.3025481172
남양주시,금곡 물놀이장,2018-07-26,중앙생명연구원㈜,8.1,0.47,2,1.2,,경기도 남양주시 금곡동 656,경기도 남양주시 석실로 716-20,12240,37.6253409056,127.2018312995
남양주시,금곡 물놀이장,2018-07-12,중앙생명연구원㈜,-,-,-,-,공사마무리로 미채수,경기도 남양주시 금곡동 656,경기도 남양주시 석실로 716-20,12240,37.6253409056,127.2018312995
남양주시,금곡 물놀이장,2018-06-27,중앙생명연구원㈜,-,-,-,-,바닥공사로 미채수,경기도 남양주시 금곡동 656,경기도 남양주시 석실로 716-20,12240,37.6253409056,127.2018312995
남양주시,금곡 물놀이장,2018-06-12,중앙생명연구원㈜,-,-,-,-,바닥공사로 미채수,경기도 남양주시 금곡동 656,경기도 남양주시 석실로 716-20,12240,37.6253409056,127.2018312995
남양주시,금배근린공원,2018-07-26,중앙생명연구원㈜,7.6,0.15,<2,3.6,,경기도 남양주시 호평동 620,경기도 남양주시 늘을2로 67,12148,37.6575837762,127.2421708185
남양주시,금배근린공원,2018-07-12,중앙생명연구원㈜,7.6,0.36,<2,0.77,,경기도 남양주시 호평동 620,경기도 남양주시 늘을2로 67,12148,37.6575837762,127.2421708185
남양주시,금배근린공원,2018-06-27,중앙생명연구원㈜,8.6,0.61,<2,0.52,,경기도 남양주시 호평동 620,경기도 남양주시 늘을2로 67,12148,37.6575837762,127.2421708185
남양주시,금배근린공원,2018-06-12,중앙생명연구원㈜,7.7,0.32,<2,0.54,,경기도 남양주시 호평동 620,경기도 남양주시 늘을2로 67,12148,37.6575837762,127.2421708185
남양주시,금배근린공원 바닥분수(체육센터),2018-07-26,중앙생명연구원㈜,7.7,0.39,<2,0.4,,경기도 남양주시 호평동 620,경기도 남양주시 늘을2로 67,12148,37.6575837762,127.2421708185
남양주시,금배근린공원 바닥분수(체육센터),2018-07-12,중앙생명연구원㈜,7.6,0.42,<2,0.77,,경기도 남양주시 호평동 620,경기도 남양주시 늘을2로 67,12148,37.6575837762,127.2421708185
남양주시,금배근린공원 바닥분수(체육센터),2018-06-27,중앙생명연구원㈜,8.2,0.12,불검출,0.61,,경기도 남양주시 호평동 620,경기도 남양주시 늘을2로 67,12148,37.6575837762,127.2421708185
남양주시,다산유승한내들센트럴아파트,2020-07-14,경기도 남양주시,-,-,-,-,,경기도 남양주시 다산동 6090,경기도 남양주시 다산중앙로 105-7(다산동),12248,37.6222786628,127.1529696438
남양주시,덕소유수지,2018-07-30,중앙생명연구원㈜,,미,회,신,,경기도 남양주시 와부읍 덕소리 544-5,경기도 남양주시 와부읍 월문천로 17,12211,37.5840342716,127.2155561809
남양주시,덕소유수지,2018-07-17,중앙생명연구원㈜,8.3,0.86,79,2.2,,경기도 남양주시 와부읍 덕소리 544-5,경기도 남양주시 와부읍 월문천로 17,12211,37.5840342716,127.2155561809
남양주시,덕소유수지,2018-06-25,중앙생명연구원㈜,6.5,0.14,불검출,0.4,,경기도 남양주시 와부읍 덕소리 544-5,경기도 남양주시 와부읍 월문천로 17,12211,37.5840342716,127.2155561809
남양주시,덕소유수지,2018-06-15,중앙생명연구원㈜,7.9,0.14,불검출,0.4,,경기도 남양주시 와부읍 덕소리 544-5,경기도 남양주시 와부읍 월문천로 17,12211,37.5840342716,127.2155561809
남양주시,도곡 근린공원,2018-07-26,중앙생명연구원㈜,7.3,0.13,<2,2.1,,경기도 남양주시 와부읍 도곡리 1012-3,,,37.5764567783,127.2206400998
남양주시,도곡 근린공원,2018-07-12,중앙생명연구원㈜,7.8,0.21,<2,0.44,,경기도 남양주시 와부읍 도곡리 1012-3,,,37.5764567783,127.2206400998
남양주시,도곡 근린공원,2018-06-27,중앙생명연구원㈜,7.6,0.38,<2,0.50,,경기도 남양주시 와부읍 도곡리 1012-3,,,37.5764567783,127.2206400998
남양주시,도곡 근린공원,2018-06-12,중앙생명연구원㈜,7.9,0.10,<2,0.42,,경기도 남양주시 와부읍 도곡리 1012-3,,,37.5764567783,127.2206400998
남양주시,마석우리 물놀이장,2018-07-26,중앙생명연구원㈜,7.6,0.52,2,0.7,,경기도 남양주시 화도읍 마석우리 568,,12173,37.6556156063,127.2994947432
남양주시,마석우리 물놀이장,2018-07-12,중앙생명연구원㈜,7.8,0.34,<2,1.24,,경기도 남양주시 화도읍 마석우리 568,,12173,37.6556156063,127.2994947432
남양주시,마석우리 물놀이장,2018-06-27,중앙생명연구원㈜,7.6,0.58,<2,0.44,,경기도 남양주시 화도읍 마석우리 568,,12173,37.6556156063,127.2994947432
남양주시,마석우리 물놀이장,2018-06-12,중앙생명연구원㈜,7.8,0.26,<2,1.23,,경기도 남양주시 화도읍 마석우리 568,,12173,37.6556156063,127.2994947432
남양주시,마석우천 물놀이시설,2018-07-30,중앙생명연구원㈜,,미,회,신,,경기도 남양주시 화도읍 마석우리 305-28,,12176,37.6545827077,127.3053266982
남양주시,마석우천 물놀이시설,2018-07-19,중앙생명연구원㈜,7.8,0.28,<2,0.41,,경기도 남양주시 화도읍 마석우리 305-28,,12176,37.6545827077,127.3053266982
남양주시,묵현물놀이장,2018-07-26,중앙생명연구원㈜,7.4,0.32,<2,3.7,,경기도 남양주시 화도읍 묵현리 456-8,,12169,37.6576411257,127.2739703834
남양주시,묵현물놀이장,2018-07-12,중앙생명연구원㈜,7.7,0.34,<2,1.23,,경기도 남양주시 화도읍 묵현리 456-8,,12169,37.6576411257,127.2739703834
남양주시,묵현물놀이장,2018-06-27,중앙생명연구원㈜,7.6,0.35,<2,1.31,,경기도 남양주시 화도읍 묵현리 456-8,,12169,37.6576411257,127.2739703834
남양주시,묵현물놀이장,2018-06-12,중앙생명연구원㈜,7.0,0.17,<2,0.46,,경기도 남양주시 화도읍 묵현리 456-8,,12169,37.6576411257,127.2739703834
남양주시,별내근린5호공원,2018-07-26,중앙생명연구원㈜,8,0.64,2,0.4,,경기도 남양주시 별내동 1062,,12108,37.6528322859,127.1187056245
남양주시,별내근린5호공원,2018-07-12,중앙생명연구원㈜,8.2,0.37,<2,2.2,,경기도 남양주시 별내동 1062,,12108,37.6528322859,127.1187056245
남양주시,별내근린5호공원,2018-06-27,중앙생명연구원㈜,7.6,0.39,<2,1.70,,경기도 남양주시 별내동 1062,,12108,37.6528322859,127.1187056245
남양주시,별내근린5호공원,2018-06-12,중앙생명연구원㈜,7.6,0.13,<2,0.40,,경기도 남양주시 별내동 1062,,12108,37.6528322859,127.1187056245
남양주시,별내근린6호공원,2018-07-26,중앙생명연구원㈜,7.9,0.4,<2,0.47,,경기도 남양주시 별내동 1025,,12112,37.6463325287,127.1224800668
남양주시,별내근린6호공원,2018-07-12,중앙생명연구원㈜,8.1,0.22,<2,0.57,,경기도 남양주시 별내동 1025,,12112,37.6463325287,127.1224800668
남양주시,별내근린6호공원,2018-06-27,중앙생명연구원㈜,8.5,0.42,<2,1.11,,경기도 남양주시 별내동 1025,,12112,37.6463325287,127.1224800668
남양주시,별내근린6호공원,2018-06-12,중앙생명연구원㈜,7.9,0.17,<2,0.50,,경기도 남양주시 별내동 1025,,12112,37.6463325287,127.1224800668
남양주시,별내물놀이장,2018-07-26,중앙생명연구원㈜,7.9,0.1,<2,0.5,,경기도 남양주시 별내동 861,,,37.6640480828,127.1199810806
남양주시,별내물놀이장,2018-07-12,중앙생명연구원㈜,8.1,1.16,14,0.46,,경기도 남양주시 별내동 861,,,37.6640480828,127.1199810806
남양주시,별내물놀이장,2018-06-27,중앙생명연구원㈜,7.7,0.08,<2,0.40,,경기도 남양주시 별내동 861,,,37.6640480828,127.1199810806
남양주시,별내물놀이장,2018-06-12,중앙생명연구원㈜,7.6,0.10,<2,0.40,,경기도 남양주시 별내동 861,,,37.6640480828,127.1199810806
남양주시,약대울물놀이장,2018-07-26,중앙생명연구원㈜,7.4,0.51,22,-,,경기도 남양주시 평내동 466-4,,12217,37.6514442049,127.2305247943
남양주시,약대울물놀이장,2018-07-12,중앙생명연구원㈜,7.7,0.44,9,-,,경기도 남양주시 평내동 466-4,,12217,37.6514442049,127.2305247943
남양주시,약대울물놀이장,2018-06-27,중앙생명연구원㈜,7.6,0.50,<2,,,경기도 남양주시 평내동 466-4,,12217,37.6514442049,127.2305247943
남양주시,약대울물놀이장,2018-06-12,중앙생명연구원㈜,8.0,0.26,<2,-,,경기도 남양주시 평내동 466-4,,12217,37.6514442049,127.2305247943
남양주시,오남물놀이장,2020-07-14,경기도 남양주시,-,-,-,-,,경기도 남양주시 오남읍 오남리 884-19,경기도 남양주시 경춘로 1037(금곡동),12232,37.6366120974,127.2179948692
남양주시,오남물놀이장,2018-07-26,중앙생명연구원㈜,7.8,0.88,<2,3.9,,경기도 남양주시 오남읍 오남리 884-19,,12048,37.6976587291,127.1981125055
남양주시,오남물놀이장,2018-07-12,중앙생명연구원㈜,7.6,0.49,<2,2.15,,경기도 남양주시 오남읍 오남리 884-19,,12048,37.6976587291,127.1981125055
남양주시,오남물놀이장,2018-06-27,중앙생명연구원㈜,7.6,0.17,<2,0.52,,경기도 남양주시 오남읍 오남리 884-19,,12048,37.6976587291,127.1981125055
남양주시,오남물놀이장,2018-06-12,중앙생명연구원㈜,7.4,0.18,<2,1.12,,경기도 남양주시 오남읍 오남리 884-19,,12048,37.6976587291,127.1981125055
남양주시,와부물놀이장,2018-07-26,중앙생명연구원㈜,7.5,1.6,26,3.9,,경기도 남양주시 와부읍 덕소리 600-31,경기도 남양주시 와부읍 덕소로2번길 39,12216,37.5861727905,127.2086672858
남양주시,와부물놀이장,2018-07-12,중앙생명연구원㈜,8,0.26,<2,1.47,,경기도 남양주시 와부읍 덕소리 600-31,경기도 남양주시 와부읍 덕소로2번길 39,12216,37.5861727905,127.2086672858
남양주시,와부물놀이장,2018-06-27,중앙생명연구원㈜,7.6,0.36,<2,1.40,,경기도 남양주시 와부읍 덕소리 600-31,경기도 남양주시 와부읍 덕소로2번길 39,12216,37.5861727905,127.2086672858
남양주시,와부물놀이장,2018-06-12,중앙생명연구원㈜,7.8,0.28,<2,0.40,,경기도 남양주시 와부읍 덕소리 600-31,경기도 남양주시 와부읍 덕소로2번길 39,12216,37.5861727905,127.2086672858
남양주시,장현물놀이장,2018-07-26,중앙생명연구원㈜,7.4,0.3,<2,2.8,,경기도 남양주시 진접읍 장현리 677-2,,12016,37.7150734263,127.1816110951
남양주시,장현물놀이장,2018-07-12,중앙생명연구원㈜,8,0.35,<2,2.2,,경기도 남양주시 진접읍 장현리 677-2,,12016,37.7150734263,127.1816110951
남양주시,장현물놀이장,2018-06-27,중앙생명연구원㈜,7.6,0.27,<2,1.27,,경기도 남양주시 진접읍 장현리 677-2,,12016,37.7150734263,127.1816110951
남양주시,장현물놀이장,2018-06-12,중앙생명연구원㈜,7.8,0.27,<2,0.44,,경기도 남양주시 진접읍 장현리 677-2,,12016,37.7150734263,127.1816110951
남양주시,진건물놀이장,2018-07-26,중앙생명연구원㈜,7.5,0.15,<2,3.2,,경기도 남양주시 진건읍 사능리 645-7,,,37.6550535672,127.1800619487
남양주시,진건물놀이장,2018-07-12,중앙생명연구원㈜,7.6,0.17,<2,2.2,,경기도 남양주시 진건읍 사능리 645-7,,,37.6550535672,127.1800619487
남양주시,진건물놀이장,2018-06-27,중앙생명연구원㈜,7.7,0.14,<2,0.56,,경기도 남양주시 진건읍 사능리 645-7,,,37.6550535672,127.1800619487
남양주시,진건물놀이장,2018-06-12,중앙생명연구원㈜,8.0,0.13,<2,0.68,,경기도 남양주시 진건읍 사능리 645-7,,,37.6550535672,127.1800619487
남양주시,진접택지물놀이장,2018-07-26,중앙생명연구원㈜,7.3,0.55,<2,3.2,,경기도 남양주시 진접읍 금곡리 1037-18,,12059,37.7189336040,127.2015822534
남양주시,진접택지물놀이장,2018-07-12,중앙생명연구원㈜,7.4,0.54,4,0.41,,경기도 남양주시 진접읍 금곡리 1037-18,,12059,37.7189336040,127.2015822534
남양주시,진접택지물놀이장,2018-06-27,중앙생명연구원㈜,7.6,0.43,8,0.51,,경기도 남양주시 진접읍 금곡리 1037-18,,12059,37.7189336040,127.2015822534
남양주시,진접택지물놀이장,2018-06-12,중앙생명연구원㈜,7.5,0.24,<2,0.70,,경기도 남양주시 진접읍 금곡리 1037-18,,12059,37.7189336040,127.2015822534
남양주시,창현물놀이장,2018-07-26,중앙생명연구원㈜,7.6,0.33,<2,1.2,,경기도 남양주시 화도읍 창현리 744,,12185,37.6495055091,127.3036630578
남양주시,창현물놀이장,2018-07-12,중앙생명연구원㈜,7.8,0.33,<2,0.54,,경기도 남양주시 화도읍 창현리 744,,12185,37.6495055091,127.3036630578
남양주시,창현물놀이장,2018-06-27,중앙생명연구원㈜,7.7,0.26,2,0.52,,경기도 남양주시 화도읍 창현리 744,,12185,37.6495055091,127.3036630578
남양주시,창현물놀이장,2018-06-12,중앙생명연구원㈜,7.8,0.27,<2,1.48,,경기도 남양주시 화도읍 창현리 744,,12185,37.6495055091,127.3036630578
남양주시,청학물놀이장,2018-07-26,중앙생명연구원㈜,7.8,0.53,2,0.5,,경기도 남양주시 별내면 청학리 410,경기도 남양주시 별내면 청학로68번길 40,12082,37.7102669745,127.1205414093
남양주시,청학물놀이장,2018-07-12,중앙생명연구원㈜,6.7,0.7,<2,0.57,,경기도 남양주시 별내면 청학리 410,경기도 남양주시 별내면 청학로68번길 40,12082,37.7102669745,127.1205414093
남양주시,청학물놀이장,2018-06-27,중앙생명연구원㈜,7.6,0.34,<2,0.41,,경기도 남양주시 별내면 청학리 410,경기도 남양주시 별내면 청학로68번길 40,12082,37.7102669745,127.1205414093
남양주시,청학물놀이장,2018-06-12,중앙생명연구원㈜,7.8,0.19,<2,0.97,,경기도 남양주시 별내면 청학리 410,경기도 남양주시 별내면 청학로68번길 40,12082,37.7102669745,127.1205414093
남양주시,퇴계원 물놀이장,2018-07-26,중앙생명연구원㈜,7.9,0.72,4,0.4,,경기도 남양주시 퇴계원면 퇴계원리 52-1,,12115,37.6588849758,127.1450865629
남양주시,퇴계원 물놀이장,2018-07-12,중앙생명연구원㈜,8.1,0.39,<2,0.47,,경기도 남양주시 퇴계원면 퇴계원리 52-1,,12115,37.6588849758,127.1450865629
남양주시,퇴계원 물놀이장,2018-06-27,중앙생명연구원㈜,8.0,0.09,<2,0.66,,경기도 남양주시 퇴계원면 퇴계원리 52-1,,12115,37.6588849758,127.1450865629
남양주시,퇴계원 물놀이장,2018-06-12,중앙생명연구원㈜,8.0,0.10,<2,1.12,,경기도 남양주시 퇴계원면 퇴계원리 52-1,,12115,37.6588849758,127.1450865629
남양주시,퇴계원 힐스테이트 분수대,2020-07-14,경기도 남양주시,-,-,-,-,,경기도 남양주시 퇴계원읍 퇴계원리 370,경기도 남양주시 퇴계원읍 경춘북로558번길 12(퇴계원힐스테이트),12127,37.6461581706,127.1448783358
남양주시,평내물놀이장,2018-07-26,중앙생명연구원㈜,7.4,0.14,<2,3.9,,경기도 남양주시 평내동 585-4,,12223,37.6469452654,127.2367204618
남양주시,평내물놀이장,2018-07-12,중앙생명연구원㈜,7.6,0.12,<2,1.25,,경기도 남양주시 평내동 585-4,,12223,37.6469452654,127.2367204618
남양주시,평내물놀이장,2018-06-27,중앙생명연구원㈜,7.6,0.20,<2,1.90,,경기도 남양주시 평내동 585-4,,12223,37.6469452654,127.2367204618
남양주시,평내물놀이장,2018-06-12,중앙생명연구원㈜,7.9,0.14,<2,1.80,,경기도 남양주시 평내동 585-4,,12223,37.6469452654,127.2367204618
남양주시,하늘아리공원,2018-07-26,중앙생명연구원㈜,7.5,0.97,<2,3.5,,경기도 남양주시 진접읍 963,,,37.7122397788,127.1846436672
남양주시,하늘아리공원,2018-07-12,중앙생명연구원㈜,7.6,0.28,<2,1.53,,경기도 남양주시 진접읍 963,,,37.7122397788,127.1846436672
남양주시,하늘아리공원,2018-06-27,중앙생명연구원㈜,7.6,0.58,<2,0.58,,경기도 남양주시 진접읍 963,,,37.7122397788,127.1846436672
남양주시,하늘아리공원,2018-06-12,중앙생명연구원㈜,7.8,0.20,<2,0.43,,경기도 남양주시 진접읍 963,,,37.7122397788,127.1846436672
남양주시,한강시민공원 도농지구 물놀이장,2018-07-26,중앙생명연구원㈜,7.9,0.3,<2,0.41,,경기도 남양주시 도농동 318,,12253,37.6077776694,127.1485113202
남양주시,한강시민공원 도농지구 물놀이장,2018-07-12,중앙생명연구원㈜,8.1,0.27,<2,2.1,,경기도 남양주시 도농동 318,,12253,37.6077776694,127.1485113202
남양주시,한강시민공원 도농지구 물놀이장,2018-06-27,중앙생명연구원㈜,7.7,0.08,<2,0.97,,경기도 남양주시 도농동 318,,12253,37.6077776694,127.1485113202
남양주시,한강시민공원 도농지구 물놀이장,2018-06-12,중앙생명연구원㈜,7.8,0.11,<2,0.40,,경기도 남양주시 도농동 318,,12253,37.6077776694,127.1485113202
남양주시,한강시민공원 삼패지구 물놀이장,2018-07-26,중앙생명연구원㈜,7.8,0.18,<2,3.8,,경기도 남양주시 삼패동 630,,,37.5915323052,127.1933398936
남양주시,한강시민공원 삼패지구 물놀이장,2018-07-12,중앙생명연구원㈜,8,0.23,<2,2.1,,경기도 남양주시 삼패동 630,,,37.5915323052,127.1933398936
