,장소,부모님,아이,친구,커플,친척,가족,지인,연인,혼자,둘,셋,넷,경관,인생샷,휴식,공원,유적지,미술,박물관,익스트림,스포츠,체험,드라이브,쇼핑,전시,자연,산책
537,원수,0.2382527,0.16579649,0.13016158,0.16473354,0.33235282,0.23124376,0.16641775,0.10897387,0.19836408,0.2529883,0.19696882,0.21009517,0.0824497,0.115788884,0.17287758,0.0565353,0.16965346,0.0013582502,0.09340806,0.051626757,0.048998687,0.040412817,0.07881678,0.047104176,0.010577408,0.10219648,0.10747474
538,월대,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,포구,0.21397313,0.18617553,0.2524038,0.1877483,0.19168094,0.22177258,0.30858302,0.272771,0.17575401,0.20455298,0.14566246,0.087191224,0.20551036,0.19223055,0.193564,0.32480147,0.23481956,0.09309304,0.17309633,0.17474993,0.101176545,0.23892929,0.3418167,0.13196817,0.1752546,0.21715148,0.34815446
540,유건,0.29068404,0.28626037,0.25864297,0.17142528,0.35186696,0.28098288,0.31796062,0.15783055,0.30120587,0.3391888,0.31944194,0.18271735,0.17187732,0.18853128,0.25934196,0.18736961,0.24998483,0.16333619,0.1093117,0.1141558,0.08864612,0.18016127,0.23274544,0.15388365,0.06555454,0.20714042,0.3122767
541,이덕구,0.14282757,0.11320431,0.1465897,0.086671606,0.35875,0.21369681,0.25987485,0.14052323,0.147616,0.14552356,0.2162149,0.12764713,0.23770304,0.11801611,0.2246021,0.15582997,0.37069386,0.19566762,0.16852441,0.017676596,0.06289609,0.09679081,0.20308052,0.037443668,0.14452001,0.168325,0.20567408
542,자배봉,0.24654339,0.27900222,0.22970784,0.21081507,0.2713386,0.2910182,0.29224485,0.21731564,0.25123706,0.21821314,0.22106977,0.11144256,0.30609888,0.27973512,0.28456336,0.27764955,0.29348558,0.15503982,0.23576367,0.21002471,0.1409085,0.2877118,0.2836368,0.15720901,0.17104623,0.31212395,0.33650637
543,절부,0.31146836,0.30179766,0.29315865,0.26556972,0.41921037,0.31232893,0.3264721,0.32552582,0.2924257,0.304694,0.2510971,0.30109754,0.34936953,0.28064233,0.34176376,0.3279152,0.3621153,0.2696734,0.28593287,0.3192441,0.2815681,0.31420577,0.3292576,0.31175452,0.31018177,0.3325291,0.33446142
544,정주,0.19873594,0.18907985,0.1891754,0.10397773,0.22398219,0.21207182,0.24431092,0.1863519,0.09191528,0.16219962,0.16146511,0.18699941,0.18592171,0.12893537,0.18716353,0.13207215,0.16038355,0.11155806,0.04795821,0.08546692,0.11270772,0.16567813,0.24579105,0.17728354,0.06528252,0.09007324,0.20137614
545,제주,0.33567518,0.2990224,0.299165,0.22260225,0.22209918,0.32892543,0.32336652,0.28329313,0.27321297,0.2260361,0.23729265,0.19283387,0.28895497,0.32640642,0.27769965,0.31443262,0.2658557,0.1652438,0.27730992,0.2622664,0.1425852,0.323143,0.32932112,0.2309404,0.18310595,0.33545643,0.3597246
546,난타,0.26540413,0.23679301,0.17180875,0.2816879,0.16290742,0.24726146,0.17515925,0.2417006,0.24065232,0.2517137,0.16008615,0.22850348,0.20333093,0.22195627,0.25323194,0.2515096,0.15972672,0.21963887,0.27562094,0.21696362,0.23650801,0.21901552,0.18135332,0.27664968,0.24961913,0.2350361,0.22567877
547,프,0.18101093,0.24153996,0.17219013,0.14367805,0.07637372,0.16264623,0.21625376,0.25840876,0.13836159,0.1819627,0.15807803,0.14778294,0.22034398,0.21251711,0.2228664,0.17600012,0.18843606,0.15292759,0.13737267,0.35743374,0.16208264,0.24160554,0.19762674,0.17797378,0.20229675,0.16479567,0.14324239
548,롯데,0.20072038,0.2104798,0.16178963,0.18342641,0.11461803,0.1961584,0.18909621,0.08468566,0.16790757,0.12965946,0.16645072,0.2644245,0.22370978,0.18788981,0.1934931,0.19872025,0.13722861,0.20487885,0.1651211,0.23619853,0.22992235,0.115888864,0.18561512,0.4197544,0.17023487,0.2090518,0.14283717
549,민속,0.21184705,0.16601613,0.14366238,0.11021787,0.23805757,0.15794148,0.1755331,0.08322786,0.045338668,0.12732822,0.023829058,0.04803816,0.26112992,0.17905052,0.1737461,0.23273195,0.2575236,0.2481484,0.34787118,0.12031115,0.11220131,0.2870493,0.20130578,0.14546534,0.25966567,0.24916063,0.21393734
550,바다,0.291254,0.34749076,0.29771248,0.30475593,0.19156317,0.28956646,0.21451436,0.31771418,0.3282479,0.26760018,0.22826105,0.13628061,0.37732452,0.39675805,0.32041344,0.28882635,0.1712585,0.20075154,0.24087107,0.35546696,0.17604673,0.28765577,0.40345407,0.21590598,0.1919382,0.40622133,0.38957068
551,성지,0.19885953,0.13359764,0.12998082,0.19923839,0.105605416,0.221829,0.26443616,0.20281896,0.13159408,0.124396354,0.10662289,0.10137776,0.18461536,0.19182076,0.19407359,0.2677683,0.36893833,0.11023412,0.20477396,0.14328785,0.23590751,0.19899714,0.22387442,0.1707227,0.17956296,0.15841368,0.18427485
552,스쿠터,0.25044402,0.22918142,0.3023386,0.25329423,0.18563792,0.2256244,0.20428026,0.23566927,0.3466019,0.2936676,0.22222565,0.15164433,0.18165097,0.29945078,0.16404489,0.09893803,0.18786602,0.15927784,0.16647312,0.31357628,0.23392798,0.25647968,0.39743304,0.24256396,0.16771297,0.15483934,0.25773707
553,승마,0.2960367,0.3112954,0.26973757,0.28430676,0.17713845,0.2692962,0.25401777,0.23886526,0.27218765,0.23917694,0.19437537,0.09610908,0.19920447,0.36351258,0.2162561,0.2938186,0.12496215,0.17908147,0.2682221,0.38185525,0.2914523,0.4831102,0.2886278,0.18533832,0.11132681,0.26304805,0.3601101
554,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
555,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
556,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
557,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
558,워터월드,0.22628126,0.276532,0.2209494,0.24796659,0.11293438,0.29884788,0.26895106,0.26177102,0.15514895,0.1388143,0.15808819,0.24961092,0.32047525,0.20925933,0.29678315,0.32988727,0.27809364,0.22757971,0.39626104,0.47659346,0.41034204,0.35112947,0.24791056,0.29329008,0.26084173,0.3343494,0.27229667
559,제트,0.22667748,0.2792892,0.24451822,0.25843656,0.15173978,0.23971622,0.17819546,0.30375484,0.18156815,0.18389797,0.11150345,0.20086114,0.22855106,0.30920526,0.21346438,0.1731927,0.0816744,0.13266714,0.17074685,0.47783026,0.3068472,0.2774498,0.21752045,0.23081496,0.20934694,0.22462773,0.21684667
560,카트,0.28614885,0.33658546,0.27771503,0.2783847,0.16114399,0.26201975,0.17958802,0.2817818,0.27955568,0.22609574,0.17679328,0.14096832,0.16795772,0.3493118,0.20383611,0.22014284,0.12848984,0.15435699,0.24028629,0.5192133,0.30963445,0.3757224,0.33865148,0.27100712,0.19703764,0.2089752,0.24821419
561,항일,0.19328284,0.15457247,0.08533743,0.13055871,0.15298006,0.20817006,0.22687468,0.1439301,0.17528898,0.151575,0.10906312,0.09393894,0.18164614,0.12809925,0.13312306,0.2150541,0.31083548,0.29446638,0.23993202,0.10635781,0.22625503,0.14345793,0.1363364,0.12065934,0.19413026,0.10202961,0.2231922
562,향교,0.11066093,0.08347562,0.123440444,0.064320944,0.18516688,0.109912984,0.12696074,0.05468211,0.12053861,0.09105304,0.0019959863,0.029853147,0.14041802,0.1357075,0.11555011,0.1569058,0.29775172,0.1722337,0.16459325,0.024982441,0.09486231,0.15271644,0.21874362,0.12669723,0.126889,0.14289472,0.14480591
563,좌보,0.100223385,0.1790332,0.16500075,0.13347264,0.180594,0.16550337,0.15769754,0.178538,0.18986502,0.16021442,0.21452457,0.1292345,0.26194757,0.2143149,0.25350806,0.27766293,0.24687134,0.18249403,0.25504708,0.19116406,0.09977023,0.22586726,0.20422989,0.13246174,0.1635359,0.20273525,0.26203203
564,지그,0.086820535,0.21715425,0.15875545,0.28037435,0.034433063,0.089736804,0.13913178,0.13611412,0.18972893,0.20500158,0.12248865,0.2779243,0.13745898,0.22788072,0.09599064,0.026636865,0.040321037,0.14622486,0.12085982,0.4160568,0.21020761,0.19524276,0.21346503,0.17196342,0.22919975,0.1287276,0.114725426
565,포뮤,0.30084342,0.35599178,0.2717499,0.24239282,0.16776508,0.31169483,0.27798223,0.36564577,0.25407135,0.24296662,0.21212195,0.2589711,0.35992926,0.40432954,0.31071162,0.3309425,0.32552612,0.38931644,0.4734369,0.40954384,0.23953897,0.35612676,0.3361117,0.28425807,0.47780085,0.4151048,0.35243952
566,요트,0.24839365,0.25309634,0.2612204,0.30418903,0.17194572,0.24370755,0.1908584,0.2843729,0.26495528,0.21280771,0.18866427,0.1657193,0.20645896,0.2874839,0.2383594,0.21331069,0.051407494,0.20191365,0.18798508,0.37331837,0.2239238,0.27034223,0.2552146,0.24067038,0.14036468,0.20641759,0.23632532
567,유람선,0.22476171,0.24023543,0.18045594,0.16584805,0.13448617,0.24654114,0.20739567,0.29248375,0.16854832,0.19381137,0.0920375,0.13137789,0.28137916,0.2741085,0.21686114,0.31075692,0.15367565,0.15280797,0.28152728,0.3456986,0.18856439,0.28242868,0.28029445,0.17616937,0.16175362,0.25338578,0.31417203
568,참살이,0.22750084,0.22716829,0.2008428,0.18741813,0.15336308,0.29204267,0.224558,0.24730252,0.1055862,0.12279096,0.1327936,0.24589655,0.3888368,0.1905725,0.23468927,0.31870708,0.25698644,0.22288236,0.2951207,0.24867332,0.19296,0.29776648,0.25101107,0.15367718,0.2562518,0.3539968,0.29129308
569,천아,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,천지연,0.2651848,0.23982178,0.2229703,0.19972268,0.1678504,0.24024214,0.22951433,0.27720785,0.25147972,0.24670407,0.13649324,0.15470359,0.3035372,0.2812835,0.23474026,0.28406274,0.19935074,0.13801713,0.25290415,0.21297507,0.11307613,0.15183873,0.19790103,0.22116013,0.23744208,0.2738369,0.35683063
571,유배,0.16129714,0.08483463,0.16727155,0.14027317,0.27945998,0.23322505,0.2362471,0.23528862,0.1661044,0.09009884,0.0390753,0.062715754,0.14648801,0.15639767,0.15351786,0.13169454,0.21820197,0.10199582,0.09288612,0.04197391,0.10775376,0.09971164,0.14720964,0.11913777,0.14535691,0.14266153,0.1297829
572,숭어,0.22180463,0.27681962,0.2533563,0.22636129,0.16824383,0.21221,0.2682163,0.1826776,0.19743764,0.17465937,0.1538288,0.15489595,0.24304818,0.20219973,0.20814317,0.16561317,0.14773221,0.12693089,0.046404853,0.27571502,0.15850985,0.2806893,0.20292261,0.18636283,0.12132475,0.26264527,0.19170494
573,케이,0.17061393,0.22330159,0.15158947,0.25199273,0.10271175,0.19706038,0.12558974,0.17266822,0.15513259,0.16677463,0.17523092,0.3509921,0.08927125,0.17530441,0.12207652,0.18766488,0.07717361,0.089940965,0.1147959,0.33443558,0.27106887,0.12909022,0.14676315,0.21056058,0.16619787,0.076088056,0.18220945
574,바리,0.11488985,0.18751162,0.19257972,0.24719645,0.15952754,0.15853547,0.20977391,0.12933876,0.26237085,0.2131772,0.20545805,0.17536008,0.1306536,0.16385126,0.11172617,0.14784229,0.25125256,0.07929993,0.14522205,0.14796302,0.046058543,0.1635859,0.20347798,0.16137339,0.08023491,0.13413616,0.18446115
575,보카,0.24235147,0.2960859,0.3339956,0.27085724,0.25501773,0.24648435,0.24276465,0.22416025,0.34759814,0.2882851,0.2775089,0.3160756,0.17708214,0.2796597,0.208898,0.23552716,0.16607249,0.22673573,0.20521498,0.4047713,0.31599396,0.30729976,0.35599425,0.25280517,0.17548907,0.2585383,0.24198422
576,통오,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,오름,0.23891383,0.25694725,0.23558784,0.24180716,0.171176,0.24119355,0.20965499,0.2293143,0.25522453,0.23667862,0.21464175,0.16487253,0.25262168,0.33679646,0.24596879,0.29089448,0.26022035,0.16473062,0.23808071,0.23296621,0.1159906,0.17506729,0.2448986,0.19013211,0.17533895,0.28232014,0.40559447
578,팜핑,0.31083316,0.34514418,0.34494832,0.35149324,0.23113447,0.41219383,0.35509863,0.3267121,0.27029938,0.2546829,0.27795583,0.30423617,0.3520089,0.31593484,0.33704787,0.33344212,0.28976828,0.26276362,0.31884387,0.40473145,0.32714227,0.42317075,0.34901622,0.3158834,0.24247539,0.42191535,0.34481248
579,평화통일,0.19313127,0.24540624,0.15145788,0.14626326,0.17685822,0.2153201,0.1625481,0.2071718,0.14450586,0.09998768,0.12520568,0.12922135,0.20668325,0.20718285,0.18573368,0.27999625,0.29485804,0.34679562,0.22719577,0.18261316,0.25712666,0.24045002,0.18098255,0.05445524,0.25402904,0.20729768,0.17847091
580,포도,0.15279987,0.17845541,0.15357971,0.13379079,0.084063716,0.14705089,0.12435185,0.12371753,0.13178387,0.11982413,0.09181512,0.13161805,0.16760616,0.15749419,0.1769427,0.13819084,0.093860894,0.13546875,0.22810158,0.16639145,0.062439885,0.2169013,0.10960023,0.15447852,0.17197365,0.22070768,0.1447987
581,프랑스,0.14448234,0.116927244,0.12365844,0.14199045,0.20325877,0.15461403,0.165638,0.18733694,0.21065196,0.15184423,0.13604307,0.09502953,0.07761705,0.11219017,0.1501114,0.09505491,0.08013077,0.23865947,0.10844036,0.08485308,0.06460296,0.1669671,0.14186332,0.104389705,0.16198581,0.1330683,0.13683987
582,피규,0.40238762,0.4502825,0.3715313,0.34949228,0.31685185,0.3673069,0.2980322,0.44910967,0.39301103,0.37543112,0.25555488,0.38397825,0.3219222,0.43733954,0.32310748,0.341986,0.29880136,0.34893462,0.37436405,0.50875455,0.33269665,0.45122898,0.31808716,0.29500526,0.3895297,0.4130705,0.36904177
583,핀크스,0.2604824,0.24739182,0.2059646,0.21855411,0.16496828,0.25626707,0.2833565,0.2435756,0.17152017,0.20893851,0.14905852,0.17121929,0.28310764,0.24068563,0.33027107,0.162931,0.17171133,0.18761615,0.2050488,0.32920375,0.2356875,0.18184763,0.2630042,0.22732869,0.2063931,0.3478737,0.23633087
584,한국,0.22035159,0.13563491,0.09169769,0.08806278,0.11380725,0.1999384,0.107265234,0.08933597,0.13833801,0.11188076,0.13834909,0.16707769,0.17444324,0.13206273,0.10221201,0.13467944,0.10790475,0.2867036,0.16126475,0.15406033,0.22300492,0.14496253,0.14394327,0.15609589,0.19899349,0.1687235,0.056174457
585,한울,0.25516903,0.20951854,0.20904356,0.10791288,0.24624982,0.2500763,0.3049779,0.20729356,0.14486727,0.1582771,0.18067579,0.2893894,0.23229563,0.1496366,0.10645324,0.3038069,0.24198112,0.22269139,0.32962155,0.22012569,0.24376842,0.23700467,0.13405941,0.14077516,0.23618269,0.28399032,0.21058631
586,해거,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,해녀,0.2782582,0.27381653,0.24742272,0.22462745,0.19515261,0.19410853,0.22907437,0.20975174,0.20245321,0.18774894,0.0928904,0.09691325,0.1387,0.21635026,0.1841987,0.17176256,0.10014497,0.16339849,0.1883539,0.1415748,0.13798237,0.23152256,0.20936444,0.16418856,0.19865254,0.21153039,0.2524599
588,행원,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,화북,0.13578647,0.17854525,0.15516427,0.093409486,0.1432071,0.16655445,0.16827938,0.14756095,0.10153873,0.13904314,0.18481293,0.07912035,0.16662316,0.06819679,0.20782635,0.24420711,0.29410577,0.14225411,0.1799523,0.08036979,0.09136975,0.103510916,0.19188052,0.121219546,0.12486423,0.17779681,0.2754763
590,(주,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,해원,0.22151676,0.15547293,0.18337937,0.2408156,0.28831154,0.24692969,0.2123011,0.23160195,0.24230905,0.30670065,0.24083886,0.31053144,0.088953495,0.20760718,0.18898803,0.20908397,0.28125316,0.18946676,0.120164916,0.13666579,0.14151871,0.13582459,0.21534649,0.1694217,0.15596256,0.17717111,0.1873756
592,연대,0.08418243,0.0929676,0.19457456,0.031349357,0.19532534,0.1577476,0.13541046,0.11619781,0.089462824,0.10470797,0.16042288,0.09102265,0.19941884,0.13267204,0.1721472,0.18334585,0.19104391,0.17000327,0.07074735,0.087232955,0.06859858,0.11786398,0.15712135,0.060301792,0.11409039,0.15200044,0.15403704
593,디지털,0.17580046,0.22579423,0.15565619,0.17265534,0.057951406,0.16614853,0.15313607,0.17832194,0.16503552,0.099183775,0.11171448,0.23407662,0.24291784,0.22357866,0.16805613,0.18472885,0.16426684,0.27497613,0.17412935,0.32111514,0.2818899,0.15185916,0.16195258,0.24411191,0.3509128,0.19351965,0.13642871
594,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,호텔,0.24211134,0.23441629,0.20339535,0.3037725,0.104961336,0.23101544,0.17418243,0.18573684,0.24859935,0.24013343,0.23240411,0.18040252,0.20116447,0.27774042,0.2778284,0.24121949,0.16217336,0.18333092,0.22670986,0.23447815,0.17318496,0.19971904,0.23326121,0.3140288,0.14877382,0.2030938,0.28434667
596,가마,0.07218954,0.1291607,0.14942518,0.087781236,0.065480396,0.11174769,0.14515203,0.041172173,0.123696834,0.085708566,0.08929396,0.095565885,0.10138821,0.08184165,0.21101436,0.16220063,0.23313966,0.15326495,0.2005646,0.11600557,0.09255589,0.14651927,0.1376268,0.033967715,0.15521598,0.19561963,0.18829572
597,오름,0.23891383,0.25694725,0.23558784,0.24180716,0.171176,0.24119355,0.20965499,0.2293143,0.25522453,0.23667862,0.21464175,0.16487253,0.25262168,0.33679646,0.24596879,0.29089448,0.26022035,0.16473062,0.23808071,0.23296621,0.1159906,0.17506729,0.2448986,0.19013211,0.17533895,0.28232014,0.40559447
598,가메,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,뫼물,0.32507542,0.37158638,0.3694535,0.24250525,0.3197082,0.39075452,0.33324844,0.3450142,0.2513742,0.24193598,0.24596703,0.25973865,0.28947186,0.3098346,0.25913578,0.3803355,0.28519642,0.23517579,0.35406533,0.36999762,0.26643032,0.5397097,0.23882958,0.2755198,0.25914508,0.41048408,0.2701154
600,가문,0.12676312,0.11384827,0.15294564,0.085788324,0.30024958,0.19387016,0.07271628,0.23519173,0.09679707,0.16783178,0.22063476,0.13033846,0.12567297,0.10383889,0.062057797,0.1018454,0.20758793,0.09005398,0.09774479,0.031054081,0.08849376,0.11342214,0.15802628,-0.02288419,0.0047871172,0.1105214,0.12888107
601,가세,0.19638833,0.18369131,0.17845175,0.17776024,0.16957049,0.147757,0.18685803,0.16799666,0.22031693,0.22497733,0.20927422,0.10347268,0.20250171,0.26555175,0.2017588,0.19169185,0.113023035,0.11083403,0.14142132,0.19610035,0.10636763,0.19080323,0.26214167,0.21657029,0.10843629,0.20388082,0.2847064
602,가파,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,시바,0.12510729,0.17655998,0.22854549,0.19500425,0.14247566,0.16951278,0.18170153,0.20076832,0.16806105,0.23602334,0.17780729,0.26246703,0.15473048,0.19422421,0.15783569,0.18575382,0.2003929,0.2658125,0.17696494,0.28532082,0.16718982,0.06541216,0.1477193,0.21489751,0.25813705,0.26004887,0.20335393
604,간세,0.16396107,0.24289416,0.23709834,0.2402046,0.09161742,0.1528467,0.23501301,0.23340175,0.22004256,0.18586978,0.12814635,0.0792662,0.17228201,0.24002425,0.19521675,0.23715465,0.28073826,0.11726421,0.14923504,0.1980417,0.066868916,0.20768398,0.16756925,0.20226996,0.18793015,0.1459441,0.25454772
605,웨빵,0.37063855,0.37457335,0.41475278,0.33119807,0.3072251,0.32085407,0.34258068,0.33946437,0.35570756,0.39904982,0.32810634,0.32558542,0.25520942,0.3705534,0.29980218,0.27240908,0.23812586,0.27786803,0.2733944,0.41016662,0.25252908,0.42884478,0.3172896,0.34078228,0.30493826,0.3347293,0.324379
606,감수,0.24501328,0.20772113,0.1698725,0.17101061,0.19856936,0.2178332,0.14782971,0.15678185,0.23744795,0.19961546,0.16712213,0.13392931,0.149263,0.23796198,0.19501391,0.15858537,0.18188837,0.08042276,0.11651943,0.17045708,0.11540821,0.11229527,0.21641874,0.14182115,0.084263176,0.24023671,0.1994276
607,갑자기,0.24933101,0.27109933,0.34476542,0.21506351,0.28808564,0.224257,0.24677339,0.17833394,0.3652456,0.33255675,0.24006674,0.19009665,0.13555916,0.23882468,0.16840586,0.20758024,0.1097362,0.11619198,0.14185345,0.16258086,0.06295947,0.22723386,0.29549596,0.17836381,0.08414453,0.1606255,0.27951282
608,전시관,0.16850364,0.23535848,0.16795275,0.12206475,0.11398241,0.189605,0.19276871,0.22246678,0.14129756,0.1369934,0.13825011,0.15269575,0.23275277,0.2241626,0.18065926,0.3425991,0.38681835,0.28906226,0.5065082,0.23774508,0.15292676,0.29630426,0.23018338,0.18292618,0.59990096,0.20101686,0.27040827
609,강병,0.1957691,0.17170393,0.1583661,0.12871365,0.32313257,0.19378343,0.25159672,0.13068868,0.16795266,0.20561409,0.20096889,0.1657529,0.13678816,0.18748266,0.12673606,0.18119496,0.30185154,0.18205974,0.2610309,0.04909862,0.091942884,0.10893672,0.19775441,0.12539749,0.19640875,0.14572671,0.19439995
610,어촌,0.20496419,0.12721871,0.16448894,0.12265423,0.23215395,0.15303613,0.24880035,0.1550902,0.16639237,0.11177946,0.059897788,0.12672806,0.20958114,0.11731824,0.16293666,0.23311862,0.13278168,0.1693588,0.14106865,0.11723123,0.045607336,0.2637195,0.26803708,0.14644091,0.10791896,0.24799079,0.17389691
611,개오리오름,0.24599196,0.28260112,0.30968612,0.23061046,0.24221134,0.2652582,0.26163685,0.19521743,0.30194974,0.36345756,0.3665031,0.21914017,0.27124453,0.21283214,0.2984043,0.25811687,0.24529895,0.105295196,0.14387786,0.15065089,0.08350548,0.21826544,0.28168964,0.15162456,0.09968269,0.2415266,0.35506213
612,갤러리,0.11044677,0.17498222,0.15011014,0.175889,0.060004346,0.14865482,0.1462465,0.11985035,0.11120827,0.042520158,0.063088,0.14269589,0.116819635,0.17050782,0.20949164,0.15569684,0.20401083,0.34258637,0.33321303,0.14040247,0.06895742,0.18483016,0.18940647,0.17854945,0.44306603,0.19377002,0.24121287
613,거린,0.21353596,0.26159963,0.33164442,0.22172086,0.28333965,0.28473628,0.3239949,0.21962896,0.2788161,0.28221062,0.21914144,0.18772349,0.22946084,0.22773609,0.2251594,0.31700182,0.33147454,0.1656693,0.30771953,0.13968429,0.09787811,0.2569537,0.27456385,0.22406933,0.19105917,0.19730817,0.35712737
614,거믄,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,거인,0.2516044,0.3601454,0.26783195,0.23234433,0.20739977,0.1686326,0.16601607,0.23488104,0.29386967,0.19283569,0.11112032,0.15027872,0.14264011,0.22754098,0.12978831,0.22602355,0.09166939,0.17151812,0.15530847,0.21436124,0.051872227,0.16088828,0.12155479,0.09819671,0.15639082,0.19930092,0.21761397
616,거친,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,장수,0.12281586,0.10195034,0.12595895,0.0054975003,0.1868315,0.12707993,0.1269416,0.13722154,0.021972798,0.07837543,0.14429735,0.054093406,0.09625049,0.11849114,0.17310318,0.14540824,0.10479917,0.03264378,0.13769087,0.089429945,0.16805059,0.0850101,0.07725585,0.13591191,0.10188085,0.11468499,0.14015186
618,예술,0.1709786,0.13438405,0.17509913,0.09410645,0.092241615,0.17579967,0.12016438,0.20489869,0.069113895,0.12831289,0.016550725,0.1036919,0.22743201,0.23358667,0.19966058,0.19757354,0.18907872,0.5143512,0.24599135,0.22556135,0.2705028,0.18556942,0.13339841,0.24087414,0.3684731,0.33134833,0.17687374
619,걸서,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,코지,0.15174018,0.15939614,0.24060178,0.18925059,0.17420249,0.21363366,0.2010696,0.22166927,0.19690226,0.19571403,0.12051182,0.08686896,0.21149269,0.214454,0.24838276,0.21080118,0.11263731,0.14148387,0.14019844,0.23380464,0.14499733,0.16741182,0.20461433,0.17671,0.15815032,0.24854288,0.2842263
621,고근산,0.18359163,0.20933309,0.23094437,0.22224341,0.14940065,0.20352505,0.31684253,0.16993386,0.26577532,0.23324695,0.19628501,0.14591832,0.30979127,0.22040324,0.2515022,0.2580391,0.2124396,0.12824836,0.15204775,0.21090859,0.14043023,0.16578914,0.2313803,0.21446225,0.09871951,0.22266534,0.3744442
622,다락,0.2014771,0.22389749,0.19871522,0.18659735,0.13219517,0.1857017,0.17831898,0.21075544,0.23091295,0.17708042,0.14186002,0.10460384,0.14680912,0.23962888,0.2671141,0.33136648,0.33273083,0.08828671,0.20362869,0.22089799,0.14394243,0.3047257,0.25921786,0.22525448,0.22263232,0.2003517,0.23873587
623,토토,0.279282,0.37569547,0.36618286,0.30854404,0.25112784,0.2945202,0.19415331,0.26506573,0.2590709,0.24277955,0.24436268,0.2746811,0.10238134,0.2651748,0.13036276,0.23154896,0.18324085,0.25746882,0.23961246,0.2792011,0.15546796,0.30782163,0.19944705,0.22645573,0.28738508,0.16983658,0.24612893
624,고사리,0.21735929,0.21847658,0.21373796,0.2536565,0.20138869,0.16007023,0.2308104,0.16340432,0.21316117,0.2766264,0.19747655,0.17805265,0.1526268,0.16860631,0.14691871,0.12744832,0.15328006,0.051224016,0.02510029,0.16509059,0.09790616,0.16254634,0.14573136,0.18191868,0.09599935,0.1919836,0.18915494
625,고살,0.17427886,0.24151868,0.22916569,0.24683292,0.23862767,0.19348262,0.31545752,0.24842075,0.3038262,0.23083308,0.21229923,0.18213566,0.28415322,0.2886961,0.23220044,0.2590656,0.34246096,0.16888042,0.17833802,0.17715247,0.11171894,0.19814625,0.33319315,0.19820458,0.13666862,0.2632038,0.33284965
626,고포,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,고흐,0.2519797,0.2439197,0.32524472,0.16883056,0.22397068,0.23425707,0.20133087,0.26807123,0.26212865,0.207706,0.13938642,0.16794291,0.12670386,0.29154885,0.16224122,0.17336285,0.19534728,0.30464894,0.17129546,0.1961973,0.10049768,0.19899143,0.15748423,0.10324717,0.3189637,0.19831531,0.17345041
628,곤물,0.12593354,0.20241477,0.17004448,0.1310188,0.1669026,0.19700052,0.25221273,0.10380307,0.16801971,0.204246,0.10365798,0.09501532,0.21233016,0.12166628,0.15731457,0.223632,0.24869666,0.071230575,0.14309765,0.1323577,0.08154582,0.17380817,0.10630257,0.1256895,0.17224494,0.22421762,0.20093581
629,골프,0.22089997,0.1799649,0.20382148,0.2639679,0.12503278,0.223347,0.19725579,0.22537945,0.19022396,0.07670162,0.11079149,0.07362026,0.2461038,0.28778976,0.21637353,0.16655903,0.15097466,0.22727884,0.15466806,0.30985546,0.33182403,0.22900976,0.26476327,0.28815484,0.1614731,0.242885,0.18817173
