,장소,부모님,아이,친구,커플,친척,가족,지인,연인,혼자,둘,셋,넷,경관,인생샷,휴식,공원,유적지,미술,박물관,익스트림,스포츠,체험,드라이브,쇼핑,전시,자연,산책
83,녹산,0.15846926,0.19983226,0.15789273,0.1638071,0.07693131,0.16479972,0.21798529,0.17489061,0.1558046,0.18509477,0.20748435,0.24948491,0.41680261,0.18257445,0.22030452,0.35851783,0.30008936,0.14322695,0.25484636,0.31331968,0.26276854,0.19205877,0.36396727,0.232372,0.16718283,0.3127234,0.2827105
84,사장,0.32020834,0.2831285,0.33794764,0.2747361,0.228174,0.22036673,0.34731412,0.21353328,0.26380086,0.2589896,0.23431835,0.1991387,0.13673572,0.2755537,0.16303962,0.15248111,0.116719835,0.10425226,0.15342662,0.12822999,0.08360454,0.2489149,0.2366515,0.15715617,0.14540955,0.22221337,0.2356109
85,거문오름,0.21050707,0.21934366,0.17405516,0.13134582,0.12619197,0.1748578,0.20227022,0.17176504,0.22629368,0.22095424,0.12516913,0.1408154,0.29158065,0.21530323,0.24095723,0.2018712,0.21447915,0.16529532,0.17983054,0.2362467,0.14752695,0.25980687,0.114253774,0.14263397,0.14871377,0.3635205,0.22682217
86,소인,0.23375273,0.2900142,0.18750572,0.14476076,0.1901746,0.24830283,0.16388842,0.26671556,0.15170091,0.2901227,0.21810193,0.14904638,0.13330531,0.25090745,0.2127129,0.20641986,0.18136476,0.13240528,0.284076,0.21390912,0.10414047,0.25299343,0.1480956,0.14595443,0.12596586,0.17605138,0.16601124
87,렛츠런팜,0.29913488,0.26293495,0.25298768,0.22012295,0.17538369,0.24979624,0.29280627,0.31519312,0.2568924,0.26474565,0.19771448,0.12521659,0.30927855,0.33809918,0.27680367,0.40041158,0.42239153,0.19719176,0.37601733,0.29719913,0.16483319,0.32795545,0.33303723,0.16257295,0.2204409,0.35565132,0.36027378
88,오라동,0.25582004,0.14006855,0.1642205,0.19508345,0.23137268,0.26394635,0.3113675,0.23085055,0.19310156,0.19161725,0.21311526,0.08332944,0.24635608,0.22492829,0.28681403,0.26937312,0.32473063,0.1543588,0.19977877,0.10972059,0.047589526,0.10928688,0.21834813,0.27253434,0.13986035,0.24990115,0.29848677
89,민속촌,0.2617336,0.26675412,0.28910726,0.20284316,0.22021124,0.21639845,0.2511328,0.2399317,0.18837109,0.14347322,0.13093439,0.12507741,0.23305695,0.28278676,0.17521799,0.3556816,0.26341522,0.20927148,0.38361505,0.19620097,0.17606592,0.29993188,0.2762086,0.17102198,0.29276675,0.31176525,0.31674594
90,하도,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,수월봉,0.22973981,0.19054231,0.1562956,0.19324775,0.124394,0.21289934,0.23165175,0.2358856,0.19859648,0.18485138,0.08254621,0.090689644,0.26271603,0.29955727,0.18713602,0.23598087,0.32361254,0.09449217,0.19731915,0.22619206,0.044800576,0.16635406,0.29601353,0.1514095,0.16083115,0.23902267,0.27873707
92,안덕,0.2420941,0.28506768,0.2023918,0.1953368,0.18117633,0.25391608,0.29273337,0.22608694,0.2161963,0.16154918,0.1152496,0.13988248,0.27185446,0.21565664,0.20779355,0.2370286,0.3048429,0.08400168,0.26075333,0.18646286,0.10275955,0.26194286,0.22629897,0.119676396,0.10582126,0.31846005,0.25191617
93,헬로키티,0.28616214,0.3278222,0.32126635,0.22859792,0.14941502,0.32126442,0.2874001,0.29839188,0.24141017,0.24609348,0.2418943,0.23195258,0.19753535,0.31098402,0.27266964,0.29171103,0.27647534,0.15108758,0.41984805,0.31389713,0.17670201,0.29727903,0.2545607,0.32839513,0.3028103,0.2587903,0.28993177
94,러브랜드,0.3041262,0.33012712,0.27211845,0.18771073,0.103765056,0.27764693,0.27900085,0.26806796,0.3092891,0.2861214,0.26270807,0.21801187,0.31632483,0.34407762,0.26836166,0.42856884,0.3614418,0.25007614,0.46413124,0.36179286,0.1974356,0.37430283,0.33719638,0.27990896,0.32481232,0.38321438,0.3581298
95,항파,0.16654511,0.24169931,0.13227966,0.18191205,0.11433886,0.19069241,0.21337098,0.24699554,0.17158312,0.19351691,0.14824195,0.12261116,0.18423398,0.30327454,0.21345137,0.29631305,0.6121156,0.09999287,0.27463317,0.19465128,0.090462565,0.20403841,0.23498464,0.15387505,0.19829361,0.20436668,0.24575193
96,조천,0.2506975,0.24766849,0.21112584,0.22813587,0.20623866,0.23664916,0.31497547,0.23978806,0.16729946,0.17953882,0.14159837,0.1342494,0.23515548,0.19220021,0.1919914,0.24445963,0.19307789,0.13942584,0.16521227,0.14528719,0.13476363,0.21318212,0.27220193,0.14233729,0.06407255,0.20680562,0.2956481
97,군산,0.16818115,0.13696371,0.15451986,0.11422332,0.10161842,0.19835389,0.1768004,0.14695543,0.15347007,0.13250177,0.16417415,0.07280448,0.24781062,0.20866427,0.17481506,0.17012791,0.21098468,0.12944812,0.23810376,0.1979626,0.21038234,0.12533158,0.24223188,0.173763,0.12234409,0.17583644,0.18759507
98,박물관,0.21682532,0.19500956,0.16848892,0.17304671,0.08391446,0.2124052,0.2078239,0.23014435,0.116043195,0.13326885,0.055840336,0.14125659,0.21288946,0.24360245,0.1980769,0.364635,0.36023527,0.27059537,0.99999994,0.17871362,0.17394696,0.30282524,0.2633738,0.18252882,0.4239454,0.27700084,0.3027802
99,본태,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,용연,0.15391865,0.21582526,0.15583901,0.13327968,0.0824523,0.1520943,0.22023648,0.23012356,0.15006347,0.16029128,0.13537914,0.0874521,0.2660433,0.2502183,0.16889438,0.29815787,0.24393141,0.17666015,0.18319348,0.23642528,0.19344333,0.13720445,0.24227765,0.2566159,0.17528537,0.21797301,0.32106394
101,레일바이크,0.29469973,0.30939487,0.25192046,0.23944798,0.17434475,0.27722162,0.22565752,0.27912578,0.27327204,0.20889428,0.20642942,0.20638898,0.30531955,0.3029157,0.25133944,0.32628465,0.18166438,0.07958479,0.24206537,0.38778162,0.17401527,0.35747135,0.3540794,0.12988436,0.1583397,0.29990798,0.26541936
102,한담,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,한라,0.15740886,0.21860595,0.23576021,0.12982932,0.117307834,0.14011177,0.18802823,0.1300585,0.20299815,0.16856045,0.2280513,0.116888,0.18668984,0.18879165,0.18939726,0.28510237,0.13576934,0.17872478,0.16151819,0.13021128,0.08446488,0.15366808,0.23803225,0.24369504,0.117826216,0.25989234,0.27547276
104,김경숙,0.340392,0.37124532,0.34629208,0.35714042,0.27882728,0.3756275,0.3684888,0.36924958,0.27632356,0.2630624,0.19966197,0.20761508,0.2549072,0.35229433,0.26683548,0.35064963,0.5084721,0.1551958,0.34981,0.27003098,0.15446928,0.3800637,0.3225702,0.24002442,0.2415623,0.3087832,0.34102714
105,정사,0.08840618,0.054797407,0.05469875,0.122926444,0.13246563,0.10252068,0.14421004,0.018049065,0.12258115,0.13891636,0.099578634,0.023203436,0.15486263,0.13263205,0.14218505,0.23828873,0.21214345,0.102389544,0.12047957,0.046808645,0.040260293,0.1322695,0.24546552,0.07559647,0.0763037,0.13501424,0.22917414
106,성읍,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,세계,0.20859578,0.15414244,0.08509117,0.14776538,0.046526063,0.17132449,0.14698957,0.16848955,0.20082417,0.16668078,0.070709296,0.1952366,0.22826295,0.25603056,0.17872734,0.18924871,0.1781417,0.23784494,0.36817598,0.20266214,0.26178882,0.21199778,0.18522775,0.12221135,0.22361407,0.2949159,0.2014632
108,등대,0.19855392,0.20145077,0.17787266,0.16128351,0.04860183,0.1638283,0.18828443,0.2687946,0.16959429,0.19240972,0.123366214,0.13445005,0.30259973,0.280438,0.21999423,0.2639182,0.18170846,0.12265557,0.22170424,0.2550466,0.14601548,0.21686222,0.22692068,0.095328085,0.22412652,0.24471462,0.30038384
109,환상,0.21207389,0.22350867,0.27138793,0.21290813,0.10216312,0.23912671,0.20642999,0.24065283,0.23824567,0.23879158,0.120041996,0.11640288,0.28085756,0.3509402,0.2228901,0.2366944,0.2876293,0.1339917,0.14852981,0.27480137,0.15304887,0.23528194,0.3120769,0.10700248,0.1581231,0.3360151,0.22089356
110,남원,0.1982483,0.19864914,0.2039338,0.13325112,0.15197708,0.21045166,0.31934,0.17407492,0.1479981,0.17186314,0.12551187,0.1063991,0.16608033,0.1885834,0.14865623,0.1624999,0.112595215,0.11430729,0.22012153,0.14137018,0.13312462,0.21927933,0.27429792,0.17765072,0.08342819,0.21042204,0.24612993
111,서우,0.21004304,0.26347965,0.18340503,0.20401123,0.12628385,0.21262452,0.19117093,0.27124137,0.2701616,0.17316723,0.22952363,0.12512168,0.24732886,0.29488248,0.24069068,0.26588744,0.2522754,0.13941118,0.13771044,0.2086685,0.1034451,0.15382363,0.26363584,0.17003328,0.11853759,0.21392167,0.3299533
112,섯알,0.1184763,0.20858616,0.1777008,0.16971846,0.21948501,0.2707448,0.22917235,0.14951031,0.21052434,0.24583068,0.23627865,0.16394852,0.24653095,0.14291978,0.23118462,0.26141557,0.47309703,0.08140647,0.21799469,0.12788391,0.04136498,0.19682628,0.16492549,0.12156697,0.17325087,0.18003228,0.24631351
113,특별자치도,0.17083684,0.14700675,0.15808424,0.13632727,0.15578014,0.19856535,0.15543549,0.18112594,0.16961,0.16193146,0.20522246,0.13402003,0.22517043,0.15309577,0.16466129,0.20266247,0.197168,0.11645708,0.20662521,0.2223501,0.111445755,0.21824048,0.21587092,0.16026616,0.13621227,0.22758083,0.16925347
114,지질,0.21092653,0.18613979,0.10068002,0.10858723,0.051278085,0.15449584,0.13614567,0.17335646,0.1900356,0.13879272,0.05516196,0.14966966,0.34878504,0.23433995,0.14463018,0.26406866,0.307346,0.1773315,0.1939576,0.25648946,0.1465142,0.23945665,0.25707734,0.08451221,0.17477256,0.3670351,0.21824026
115,서귀포,0.2667715,0.27539033,0.25407425,0.26344872,0.18909508,0.2921626,0.31996557,0.28639942,0.23910731,0.23261523,0.15685269,0.15343814,0.2543644,0.26527452,0.24701747,0.26162407,0.09611906,0.15903978,0.2325624,0.258902,0.16203472,0.27247044,0.2918877,0.22571859,0.19051346,0.27454227,0.31822613
116,아날로그,0.26612663,0.26617602,0.24457781,0.21164964,0.14150107,0.22560348,0.21498875,0.26741767,0.2731863,0.2556991,0.18485066,0.2374565,0.19967338,0.3982843,0.24670652,0.19528213,0.23092267,0.32808906,0.30923203,0.27732444,0.20878759,0.31101832,0.26420924,0.3369861,0.35725152,0.36264014,0.20117736
117,허브,0.12619993,0.18270004,0.20640157,0.16993025,0.084633335,0.15809266,0.24383937,0.20652235,0.10032353,0.060925335,0.102058075,0.1346582,0.2357772,0.22618088,0.30147734,0.30080283,0.14527239,0.11355595,0.21809746,0.32644844,0.21268305,0.32003546,0.17034239,0.22311342,0.22030897,0.28929377,0.2420967
118,평대,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,감귤,0.28404623,0.25786057,0.2876545,0.24992059,0.17018053,0.27286375,0.26347646,0.21828946,0.21533248,0.21133484,0.15310946,0.07113314,0.16338813,0.25185296,0.22097284,0.20020483,0.15744483,0.14567034,0.17945172,0.21439552,0.13799685,0.3481872,0.20796695,0.22426033,0.13289255,0.30420107,0.22192916
120,이니스프리,0.13697395,0.19956924,0.16287705,0.20037869,0.13056801,0.19338095,0.21572353,0.22185385,0.18941763,0.2161887,0.19115838,0.18609962,0.20167726,0.27615964,0.23569775,0.22759867,0.20945433,0.15134904,0.28877842,0.25560775,0.15379642,0.28517202,0.21809247,0.2641168,0.21288526,0.32507926,0.23821178
121,올레,0.22313958,0.23172718,0.24865179,0.2589144,0.16341202,0.25179115,0.28410646,0.24076381,0.3211723,0.27465785,0.20114806,0.18118721,0.22448616,0.24368888,0.226841,0.2689796,0.194121,0.11913527,0.2109814,0.25675935,0.14655259,0.23871836,0.28635085,0.24857043,0.10616543,0.23288687,0.36268222
122,지미,0.17371851,0.25193137,0.17343886,0.17920801,0.14168827,0.19461802,0.16647784,0.19795516,0.24038845,0.20558879,0.112976745,0.10438566,0.24208619,0.18696445,0.20163031,0.08947427,0.14680094,0.06139262,0.076089755,0.20560661,0.09674902,0.113395184,0.20121838,0.07065912,0.07521877,0.16032302,0.2466087
123,코코몽,0.2914549,0.38419843,0.29568988,0.25708508,0.17124216,0.35481262,0.27019364,0.29861775,0.2615524,0.25165868,0.23619492,0.27770877,0.17875202,0.3258931,0.2519501,0.3279836,0.20379594,0.19436033,0.324189,0.47806045,0.28873044,0.4389755,0.28673482,0.30491132,0.24620458,0.32396847,0.32284188
124,퍼시픽,0.2648974,0.32065874,0.29192182,0.23338023,0.1240256,0.27026144,0.24513912,0.20142412,0.16683018,0.21784246,0.18836533,0.2873985,0.20652437,0.26002303,0.21321155,0.25833583,0.15183383,0.12464274,0.34416944,0.31315368,0.23250546,0.2262829,0.18754807,0.19957094,0.2285054,0.23527303,0.22167756
125,천사,0.21567796,0.19149578,0.20741546,0.22055408,0.17076807,0.18227045,0.21768585,0.14956218,0.24963206,0.15002769,0.07348517,0.15386397,0.14683382,0.199227,0.1761085,0.20649722,0.13172925,0.09331671,0.21469009,0.14279178,0.05600651,0.16690885,0.13929802,0.14386497,0.11266437,0.18946889,0.19019195
126,어승생,0.23362629,0.2269555,0.18948019,0.20634532,0.18103962,0.23631021,0.24613473,0.18725319,0.17166623,0.17245746,0.121440694,0.08323273,0.3017354,0.2424968,0.20559968,0.2744388,0.23462352,0.07309919,0.29377452,0.3050888,0.1663347,0.3235597,0.21749195,0.13786568,0.119188234,0.28545028,0.22337355
127,엉또,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,원앙,0.17937115,0.21507561,0.24601167,0.29078656,0.16801655,0.2411344,0.2532631,0.24802797,0.18559188,0.20238319,0.15825048,0.12880844,0.24544448,0.23522085,0.15015373,0.24951114,0.16456914,0.013294779,0.19254115,0.21866864,0.13493395,0.24191473,0.23250496,0.10343847,0.20138776,0.20574585,0.26602668
129,거주지,0.1584164,0.19623886,0.18407895,0.060769606,0.2487833,0.28466803,0.18424803,0.21677287,0.14515975,0.15727422,0.10219934,0.10172902,0.17705256,0.12352267,0.28849238,0.22588068,0.23537509,0.29341638,0.22921515,0.08112192,0.11907169,0.13497654,0.12547047,0.2283624,0.2561286,0.2089543,0.25651276
130,해녀,0.2782582,0.27381653,0.24742272,0.22462745,0.19515261,0.19410853,0.22907437,0.20975174,0.20245321,0.18774894,0.0928904,0.09691325,0.1387,0.21635026,0.1841987,0.17176256,0.10014497,0.16339849,0.1883539,0.1415748,0.13798237,0.23152256,0.20936444,0.16418856,0.19865254,0.21153039,0.2524599
131,모슬포항,0.17666042,0.18847507,0.19215721,0.1558895,0.24303827,0.22370031,0.3139773,0.13493153,0.24602231,0.26215082,0.1407288,0.17762378,0.19830327,0.114957586,0.17662707,0.29695976,0.313093,0.108811736,0.21224502,0.17073473,0.12322505,0.1965771,0.34236184,0.22452208,0.101732716,0.22777964,0.28484166
132,용머리,0.26280522,0.27082524,0.21070968,0.16761528,0.18786755,0.22206989,0.23439234,0.26259494,0.21229161,0.20781296,0.17288627,0.16620667,0.2978659,0.35311407,0.19884625,0.26292163,0.2324324,0.13339183,0.27179915,0.27319923,0.08139281,0.2181368,0.3113346,0.21890464,0.21370912,0.32821238,0.296778
133,성널,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,신양,0.24474274,0.26523495,0.2399587,0.23646997,0.20366113,0.26923928,0.31891367,0.29172534,0.2678345,0.22279766,0.24604943,0.24143095,0.2726872,0.22393507,0.24606307,0.27263123,0.2744084,0.12788554,0.20450488,0.24300596,0.18803015,0.23187563,0.35318455,0.20776811,0.10582077,0.26237267,0.3465708
135,알뜨,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,레,0.08592503,0.21764123,0.21153459,0.19509086,0.11889514,0.14985192,0.1508854,0.1923317,0.1405713,0.19495803,0.10346953,0.19021288,0.1827434,0.1246263,0.21644017,0.22373667,0.18956754,0.15675136,0.1630626,0.36515418,0.26132083,0.22280116,0.1801084,0.19053483,0.13424835,0.21420065,0.14690581
137,대평,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,생각,0.43454713,0.41535476,0.37870777,0.31836897,0.27217442,0.35768038,0.29402643,0.3085001,0.4454388,0.42202425,0.2943484,0.20079705,0.27481693,0.33554828,0.33159348,0.27999303,0.2560273,0.16928439,0.24994963,0.31126565,0.18354857,0.3147864,0.2905187,0.22686225,0.18725179,0.39387962,0.39981735
139,제주항공,0.19861919,0.25233755,0.25137556,0.26430425,0.13830087,0.25345075,0.21896575,0.17790326,0.2282339,0.24538678,0.17311504,0.18069392,0.13098375,0.25105774,0.21869633,0.24090354,0.16182265,0.16456509,0.3603262,0.23277089,0.16363803,0.27807337,0.15545791,0.2161487,0.2602986,0.23197806,0.15616515
140,박수,0.20220806,0.14444268,0.18499613,0.1400326,0.15675485,0.178623,0.18096149,0.29445142,0.16283698,0.19742885,0.071016505,0.0879137,0.20639478,0.307668,0.18740451,0.1564991,0.11849804,0.08520139,0.1690515,0.2122285,0.07483192,0.11071809,0.17729901,0.11814635,0.15644468,0.21064767,0.16247934
141,일출랜드,0.3255992,0.33025444,0.20953754,0.1859346,0.15623486,0.2705395,0.2555001,0.2924344,0.15492062,0.1916723,0.11428895,0.11922617,0.29580608,0.37274086,0.23615211,0.37040815,0.27864814,0.19928032,0.46026388,0.27556252,0.17719215,0.34015077,0.2935374,0.16570845,0.27489656,0.3551777,0.28870922
142,탑동,0.1967738,0.22445747,0.24030803,0.17118952,0.09357065,0.19550402,0.22162308,0.16078189,0.22134247,0.1538054,0.16014054,0.21384217,0.19662699,0.14301638,0.20330349,0.21492074,0.11131661,0.21174341,0.22428003,0.18342662,0.16442794,0.14201552,0.25264928,0.27721998,0.21793368,0.17804745,0.32018107
143,수목원,0.22339892,0.2794544,0.22497815,0.16813514,0.17531396,0.22029093,0.21252099,0.21753198,0.18248658,0.172525,0.18177286,0.1329391,0.24657425,0.26708984,0.2531282,0.3871038,0.28451794,0.19313383,0.3588124,0.2190252,0.11350967,0.2395922,0.32165164,0.2353285,0.25847834,0.3223226,0.3838482
144,닭머르,0.26932818,0.27292895,0.29847705,0.24893087,0.19583294,0.2883878,0.2765248,0.27655652,0.27802134,0.24019739,0.16951716,0.1701231,0.28654125,0.31704,0.2455926,0.3117419,0.33186096,0.15933093,0.17916451,0.19767897,0.105599694,0.2013708,0.39295268,0.25144663,0.10436602,0.276258,0.37928498
145,도두,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,미술관,0.11160821,0.1596325,0.15949723,0.10370472,0.10752855,0.21031779,0.12706041,0.20461148,0.1795741,0.09182766,0.120808914,0.18222764,0.20067927,0.19339913,0.14841515,0.2936517,0.2040855,0.52395964,0.41735893,0.17675442,0.12474133,0.22820252,0.20595832,0.21087918,0.46861815,0.2468502,0.27236193
147,제주대학교,0.18313573,0.13230848,0.24858996,0.1294103,0.2000442,0.13465913,0.21754967,0.11772101,0.19266525,0.12060299,0.14429381,0.08209637,0.13576415,0.18258366,0.15596727,0.23572138,0.2264179,0.28734735,0.24953878,0.028173957,0.18570817,0.18431984,0.19298472,0.19681086,0.14433166,0.17321783,0.15266702
148,동백,0.25826567,0.25773332,0.19500788,0.21949762,0.16507305,0.1885716,0.21154705,0.21013063,0.18006393,0.2347944,0.13923311,0.13251334,0.1770747,0.27337503,0.20937188,0.21436688,0.19766077,0.12343136,0.1681267,0.15576385,0.10024137,0.20926589,0.20880589,0.17814028,0.17658001,0.29244915,0.22835314
149,사라,0.21833512,0.16431198,0.19512355,0.16092089,0.15167359,0.15075034,0.23108158,0.096652284,0.22051854,0.25934127,0.22992836,0.18950693,0.18973532,0.18294846,0.1561518,0.16172919,0.18300441,0.14813587,0.16840345,0.13642684,-0.0077870837,0.18724889,0.18744951,0.1577128,0.15953931,0.22532937,0.21091045
150,치유,0.17779717,0.16190484,0.15321735,0.1536878,0.13831429,0.27596715,0.19419974,0.22669399,0.18668959,0.14130138,0.15212674,0.15145488,0.3164535,0.20950988,0.37477788,0.17794488,0.2125473,0.22428128,0.21337362,0.14388901,0.1414603,0.28921807,0.20325881,0.16362321,0.1720816,0.35408592,0.26474142
151,월정,0.14997952,0.20022407,0.2188545,0.17895056,0.1063565,0.16182393,0.13716549,0.17597888,0.19036078,0.21579452,0.14409953,0.19537154,0.20687321,0.22934194,0.13246007,0.20335785,0.18274748,0.12261851,0.19123152,0.22347207,0.11826952,0.20929454,0.2652966,0.17792839,0.16151911,0.1899647,0.27482694
152,위미,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,공룡,0.27511963,0.40929186,0.2360534,0.18408369,0.075078875,0.19273174,0.1315434,0.29072985,0.21178555,0.19863902,0.015160585,0.22285664,0.23295197,0.27340645,0.13191456,0.2746843,0.26517957,0.16202523,0.21239135,0.3284971,0.12493032,0.28842026,0.2212254,0.19398396,0.25946158,0.25594568,0.2602983
154,종달,0.22472784,0.234905,0.26613557,0.18407574,0.17117798,0.19936539,0.23373112,0.2003269,0.25813395,0.24528494,0.20965034,0.22533114,0.13482156,0.19031015,0.18769461,0.21384645,0.22136089,0.0939741,0.22410232,0.11586018,0.08318714,0.20362931,0.3231668,0.13209257,0.1214928,0.16018483,0.3109525
155,지니어스,0.15951058,0.21215177,0.2215361,0.17082945,0.19226435,0.22015202,0.19930321,0.29799443,0.19310424,0.20709668,0.19022863,0.2862482,0.2435183,0.32603657,0.21681616,0.17988387,0.23740315,0.35187572,0.3603978,0.2796795,0.18915513,0.21996902,0.2578021,0.20203274,0.3553255,0.35829383,0.2794337
156,테디베어,0.2547881,0.28779197,0.28014028,0.23027895,0.1614331,0.19715646,0.19022547,0.23128301,0.18403363,0.18406957,0.13956812,0.1884158,0.23317385,0.27015057,0.15959996,0.2247332,0.20294835,0.27354386,0.4017256,0.2997437,0.2215872,0.24651876,0.25620934,0.21932413,0.34249213,0.24623169,0.21933486
157,자연휴양림,0.1660532,0.2199257,0.22444722,0.1683738,0.1524111,0.2435906,0.2508645,0.2000227,0.19338614,0.1800265,0.12503421,0.15550482,0.29491183,0.19749269,0.25012556,0.32529688,0.23419416,0.14920136,0.39950004,0.12251289,0.14885932,0.268888,0.27578023,0.13754162,0.25515765,0.28822616,0.3225503
158,제주,0.33567518,0.2990224,0.299165,0.22260225,0.22209918,0.32892543,0.32336652,0.28329313,0.27321297,0.2260361,0.23729265,0.19283387,0.28895497,0.32640642,0.27769965,0.31443262,0.2658557,0.1652438,0.27730992,0.2622664,0.1425852,0.323143,0.32932112,0.2309404,0.18310595,0.33545643,0.3597246
159,형제섬,0.2237595,0.2358608,0.28548557,0.2318683,0.20247783,0.23178364,0.23867875,0.28944474,0.25648004,0.23023033,0.17694497,0.14175889,0.29612708,0.31883296,0.22789332,0.13322516,0.09684507,0.06298171,0.096738815,0.31116778,0.101724684,0.27634257,0.29779565,0.13668513,0.16409187,0.23033887,0.26408395
