,장소,부모님,아이,친구,커플,친척,가족,지인,연인,혼자,둘,셋,넷
864,액트,0.24668543,0.30248415,0.24312209,0.24879366,0.24267411,0.27034104,0.2440674,0.26238453,0.25641006,0.221205,0.2024288,0.39991343
865,어영,0.34340686,0.39101675,0.33643854,0.2913599,0.20409572,0.38101715,0.3898403,0.42454058,0.31614396,0.30821913,0.23951554,0.20306583
866,엄바,0.350906,0.33425212,0.33090878,0.29682803,0.37277108,0.35773706,0.3877592,0.35395533,0.37647665,0.3303368,0.31389028,0.25957793
867,에밀리,0.2450822,0.3065796,0.33959454,0.19036028,0.27026626,0.29290897,0.2015289,0.3691146,0.20981917,0.26271123,0.15088326,0.16112502
868,에버,0.20116442,0.24101484,0.21397023,0.29612103,0.1287587,0.26852876,0.19287987,0.22666241,0.16639963,0.14717834,0.1542136,0.28769767
869,에코,0.1709398,0.23786688,0.12475277,0.16527316,0.027822541,0.19796227,0.18191299,0.1282189,0.1682486,0.18019348,0.18772204,0.29796952
870,포구,0.17709284,0.19191298,0.21309318,0.17141515,0.16722521,0.19105685,0.34690696,0.23170024,0.18203974,0.21787322,0.13077196,0.11507656
871,연미,,,,,,,,,,,,
872,연북정,0.25598916,0.21231532,0.20914894,0.2614907,0.17266867,0.3298265,0.30565485,0.24392933,0.20802161,0.25232965,0.20122321,0.16394156
873,안길,0.22182286,0.13716716,0.14348134,0.11130969,0.09429292,0.13613892,0.19794616,0.20504954,0.17839307,0.09761573,0.10052642,0.112619534
874,영남동,0.17642939,0.16014579,0.15563825,0.18539134,0.2400293,0.22296008,0.29160327,0.10898255,0.19608429,0.16284868,0.15291993,0.1610132
875,영모,,,,,,,,,,,,
876,영천,0.15570018,0.102959596,0.14691314,0.06878788,0.13237745,0.21901594,0.22901425,0.13012323,0.1429378,0.10258982,0.11964364,0.09530841
877,예래,,,,,,,,,,,,
878,예래,,,,,,,,,,,,
879,공간,0.319405,0.31639418,0.26703644,0.29131228,0.150597,0.31888077,0.2297099,0.33182803,0.2569567,0.2696889,0.20213467,0.2086965
880,예절,0.27924687,0.1759319,0.17256422,0.14963964,0.31523257,0.25586805,0.16996457,0.24741739,0.23320505,0.29038745,0.16491814,0.10549228
881,초리,0.22461143,0.21154758,0.15987667,0.108780846,0.20567565,0.19459143,0.20656818,0.20475686,0.17811987,0.2241706,0.13089061,0.14580956
882,예초,,,,,,,,,,,,
883,포구,0.17709284,0.19191298,0.21309318,0.17141515,0.16722521,0.19105685,0.34690696,0.23170024,0.18203974,0.21787322,0.13077196,0.11507656
884,해변,0.22705083,0.27449077,0.25108665,0.24372381,0.18764454,0.23631626,0.26589057,0.2867541,0.26383746,0.27798593,0.19950008,0.19527721
885,오름,0.25249785,0.25531417,0.25537345,0.22995919,0.17980579,0.24695718,0.24389881,0.23158738,0.27998677,0.2522158,0.19686733,0.1648911
886,림반,,,,,,,,,,,,
887,오현단,0.21518119,0.23376164,0.19152927,0.16557194,0.20101586,0.2133424,0.2505023,0.22019851,0.21763885,0.19525087,0.13233942,0.079701
888,장성,0.16809136,0.18192542,0.14295158,0.12079936,0.10317679,0.121705905,0.1938543,0.17197451,0.1217086,0.14988756,0.14294063,0.18311915
889,올레산,0.23693204,0.20587336,0.25300634,0.14701828,0.24038938,0.23434801,0.27640182,0.19066408,0.1687938,0.24678734,0.16725866,0.25836736
890,옷귀,0.34859967,0.39154667,0.33576897,0.304113,0.32356715,0.3714237,0.34704614,0.3585937,0.31038207,0.3099547,0.28148636,0.28648585
891,옹포,0.23659539,0.22910735,0.31663027,0.30064613,0.26212582,0.26859298,0.30047065,0.2354639,0.2908588,0.2750299,0.24954085,0.2258082
892,옹포,0.23659539,0.22910735,0.31663027,0.30064613,0.26212582,0.26859298,0.30047065,0.2354639,0.2908588,0.2750299,0.24954085,0.2258082
893,벽화,0.19024868,0.26320505,0.19165778,0.17697534,0.13924351,0.18405622,0.20678687,0.2784354,0.14005995,0.12992072,0.063679114,0.11047146
894,용둠,,,,,,,,,,,,
895,용연,0.15307394,0.22161125,0.17100687,0.12131049,0.081569776,0.1833677,0.21892962,0.2202783,0.10767011,0.1632536,0.15530433,0.10328548
896,우도,0.25809976,0.2925707,0.24759655,0.23213497,0.11765814,0.23867434,0.22194135,0.27475116,0.27520412,0.27706322,0.15876457,0.17146632
897,봉수대,0.17770022,0.15405303,0.17503586,0.15444137,0.13762881,0.19531335,0.22802012,0.26721758,0.17762059,0.18894172,0.10530537,0.11319711
898,보물섬,0.20775488,0.19938023,0.25373936,0.19447613,0.14997435,0.2619553,0.294759,0.18069609,0.19890165,0.18321055,0.14236736,0.17900471
899,우도,0.25809976,0.2925707,0.24759655,0.23213497,0.11765814,0.23867434,0.22194135,0.27475116,0.27520412,0.27706322,0.15876457,0.17146632
900,징기스칸,0.24857165,0.25334045,0.2634371,0.25366032,0.2907132,0.2366888,0.2661602,0.21635593,0.22016224,0.28727266,0.21198529,0.257564
901,웃밤,0.25735185,0.24228296,0.28536883,0.2516169,0.2543221,0.29923475,0.30907616,0.27038828,0.25493217,0.3078896,0.2885896,0.15102202
902,누운,0.19873893,0.20430833,0.20934662,0.24876815,0.20292933,0.21781406,0.16473806,0.24921994,0.25877357,0.27219513,0.22724879,0.19354594
903,웃세,,,,,,,,,,,,
904,원동,0.15362874,0.11759333,0.04354448,0.121370964,0.12189761,0.13618353,0.23554644,0.100934826,0.08200914,0.13505536,0.06465246,0.121344164
905,앙카라,0.30461973,0.2881015,0.3141507,0.26994467,0.39132306,0.33560002,0.2917347,0.29627734,0.31394458,0.34341088,0.32778388,0.35161364
906,월나,,,,,,,,,,,,
907,월라,,,,,,,,,,,,
908,월라,,,,,,,,,,,,
909,윈드,0.21790016,0.34784314,0.3112297,0.24224311,0.15168995,0.2252881,0.26327085,0.28193942,0.21616021,0.22549692,0.2025159,0.20439775
910,유민,0.11494404,0.14741665,0.17364265,0.10548877,0.15141268,0.15914437,0.20081317,0.19600804,0.17754662,0.21203388,0.15470245,0.15160103
911,우영,0.26591945,0.27289683,0.3671534,0.23479941,0.2643175,0.2262367,0.32031572,0.16207333,0.3317455,0.24020194,0.27191985,0.25106135
912,율랜,,,,,,,,,,,,
913,이랜드,0.20013867,0.2062999,0.189578,0.17378204,0.09855909,0.18276185,0.15085757,0.19994237,0.10797912,0.09844992,0.09697538,0.21598494
914,로이,0.20755902,0.3152559,0.24266523,0.17846534,0.13110405,0.19301447,0.18444099,0.18152864,0.24295339,0.2448935,0.30189505,0.2800268
915,나라,0.13227078,0.19055174,0.119847745,0.1257607,0.25624838,0.2132079,0.06276493,0.13607186,0.16775686,0.21613637,0.21875809,0.18424188
916,이음,0.14914872,0.22512911,0.16188508,0.19267938,0.085599765,0.122388646,0.1254588,0.10671881,0.13296342,0.119425416,0.06390325,0.22829646
917,이편,0.24930319,0.24860024,0.22536474,0.15830101,0.2963595,0.21243241,0.2129117,0.18370311,0.2363572,0.20806362,0.22761552,0.22060506
918,해안,0.2052278,0.23007375,0.21094507,0.20824778,0.18103774,0.22531056,0.28817594,0.30247885,0.21223736,0.23094976,0.1709095,0.1728783
919,이호,0.20624577,0.282367,0.24504527,0.23330662,0.12610616,0.21953095,0.18004708,0.26181483,0.24409091,0.22829255,0.18962368,0.22939706
920,아트,0.10967852,0.25244927,0.14708105,0.10815545,0.046249956,0.15576789,0.092268944,0.17240092,0.12328504,0.042177178,-0.0074799135,0.19078463
921,임문,,,,,,,,,,,,
922,입산,0.14130571,0.14718604,0.1445876,0.09430456,0.13995159,0.20657392,0.17810889,0.078746244,0.17590067,0.16184513,0.12982348,0.14401254
923,자리,0.18935236,0.24955955,0.23938109,0.2320229,0.16766201,0.24818918,0.19667909,0.21081209,0.28292298,0.2930537,0.23216961,0.17526244
924,자연인,0.31692958,0.24553747,0.29580146,0.21120241,0.35945207,0.33620462,0.23572278,0.286991,0.33262667,0.28726858,0.22025831,0.19432479
925,장생,0.17957002,0.1911045,0.22394624,0.20411576,0.13562399,0.23544826,0.23786125,0.19276085,0.25984633,0.20524958,0.18838929,0.2044588
926,전쟁,0.19965665,0.16128454,0.121574044,0.15963697,0.17884916,0.20364979,0.10210624,0.1557889,0.05884701,0.18070415,0.10235412,0.11019737
927,정모,0.27840894,0.26342005,0.26247257,0.22932152,0.21734421,0.29760784,0.3316583,0.26054397,0.25282592,0.1834918,0.17155163,0.17852888
928,정의,0.15956089,0.115132324,0.06562479,-0.0016346537,0.16059634,0.1410669,0.036206916,0.1445339,0.17934866,0.099603616,0.0884559,0.034921408
929,정의,0.15956089,0.115132324,0.06562479,-0.0016346537,0.16059634,0.1410669,0.036206916,0.1445339,0.17934866,0.099603616,0.0884559,0.034921408
930,라진,0.27697343,0.3310418,0.26532418,0.22192465,0.1758716,0.29019773,0.28971958,0.22363976,0.2536432,0.24803083,0.20593123,0.22384414
931,제원,0.2781272,0.19245185,0.24379084,0.26338503,0.10891443,0.24467285,0.2789954,0.23388809,0.2519923,0.17176943,0.13102153,0.18823977
932,더,0.34541893,0.4034163,0.30513,0.270299,0.16062872,0.2719849,0.23158741,0.2913087,0.33855352,0.36493158,0.24345364,0.17584527
933,이호,0.20624577,0.282367,0.24504527,0.23330662,0.12610616,0.21953095,0.18004708,0.26181483,0.24409091,0.22829255,0.18962368,0.22939706
934,카카오,0.20059994,0.16756466,0.30025205,0.18124901,0.15798232,0.20016299,0.2481053,0.19652343,0.16642351,0.122696295,0.15784955,0.16763434
935,패러글라이딩,0.21476859,0.24701102,0.2322459,0.29337937,0.17908496,0.22632441,0.18940628,0.22804815,0.27133024,0.22210778,0.15053928,0.15983938
936,유적,0.04487759,0.14182352,0.11867398,0.0320991,0.12265822,0.0982926,0.14898527,0.1560758,0.104312934,0.09431724,0.1091228,0.109372206
937,교육,0.21095213,0.19751638,0.16661023,0.1277506,0.14199388,0.15176496,0.17967327,0.13686728,0.21460798,0.104496084,0.08614872,0.20529139
938,국제공항,0.20174384,0.21499686,0.15634477,0.20153283,0.1885983,0.23698281,0.20249659,0.16240376,0.18079215,0.19140124,0.16318211,0.17554161
939,국제,0.1594001,0.0845653,0.15650019,0.12754726,0.12690581,0.1498448,0.17598744,0.14159907,0.14862177,0.10279335,0.049287573,0.09369174
940,국제,0.1594001,0.0845653,0.15650019,0.12754726,0.12690581,0.1498448,0.17598744,0.14159907,0.14862177,0.10279335,0.049287573,0.09369174
941,글램핑,0.13597497,0.2088518,0.21153697,0.28080395,0.13659245,0.26566148,0.1749902,0.25853053,0.17764744,0.12901005,0.079016805,0.1498122
942,기독교,0.21795481,0.19020185,0.11440777,0.17022972,0.19919598,0.16591123,0.17613527,0.16588542,0.10937752,0.17018287,0.09183786,0.19736221
943,농업,0.17765321,0.15315324,0.12427481,0.0930182,0.10297872,0.17080736,0.124846786,0.13980594,0.061108638,0.07117286,0.044833694,0.15924649
944,제주,0.3443678,0.31716934,0.2932077,0.23242766,0.19678059,0.33901587,0.33037695,0.2830096,0.2847068,0.2667905,0.26203644,0.17455456
945,다이브,0.2580471,0.2135629,0.28303778,0.22163334,0.15681538,0.22628248,0.21868488,0.19673246,0.17901449,0.13283747,0.14456585,0.17602283
946,병원,0.23625791,0.17360425,0.19499141,0.07298395,0.2057051,0.1843988,0.16047275,0.10211921,0.14628866,0.08174582,0.10562851,0.13605127
947,제주도,0.37527323,0.33299714,0.3544677,0.33002448,0.24993731,0.37539524,0.44399065,0.30730683,0.35910887,0.30180916,0.24609402,0.17822334
948,돌하르방,0.20066012,0.27143294,0.26496756,0.24445058,0.14429852,0.22413038,0.18825004,0.23011157,0.2193053,0.20008954,0.13593021,0.12023787
949,레이크힐스,0.21540514,0.22043943,0.2261695,0.22043389,0.11829778,0.2757887,0.25835848,0.25491613,0.16122684,0.15316544,0.18224502,0.19074047
950,회관,0.1682773,0.14917038,0.14537221,0.14088278,0.15812694,0.16846478,0.21036133,0.1073198,0.088781364,0.09112875,0.09953536,0.14513429
951,미래,0.23429494,0.20367852,0.13291927,0.13670051,0.0703461,0.17043269,0.12709169,0.2021681,0.11483626,0.16643319,0.12668404,0.27236116
952,밭담숲,0.38160866,0.36093515,0.34565324,0.330109,0.2664039,0.42115107,0.3660807,0.37339193,0.35579854,0.30103362,0.24846469,0.2746521
953,베스트,0.2136112,0.32623595,0.2637583,0.3054245,0.05422514,0.2273255,0.22997913,0.22757106,0.22836167,0.20908636,0.22431487,0.31929272
954,베스트,0.2136112,0.32623595,0.2637583,0.3054245,0.05422514,0.2273255,0.22997913,0.22757106,0.22836167,0.20908636,0.22431487,0.31929272
955,불교,0.1266471,0.062325288,0.09961298,0.15299252,0.15480608,0.10992414,0.16700101,0.05381959,0.15301335,0.19415236,0.123765975,0.054454755
956,순례,0.19462633,0.1854102,0.15191457,0.23789212,0.14291139,0.2197294,0.19690765,0.20895763,0.20768377,0.13833034,0.0807503,0.14651352
957,순례,0.19462633,0.1854102,0.15191457,0.23789212,0.14291139,0.2197294,0.19690765,0.20895763,0.20768377,0.13833034,0.0807503,0.14651352
958,순례,0.19462633,0.1854102,0.15191457,0.23789212,0.14291139,0.2197294,0.19690765,0.20895763,0.20768377,0.13833034,0.0807503,0.14651352
959,순례,0.19462633,0.1854102,0.15191457,0.23789212,0.14291139,0.2197294,0.19690765,0.20895763,0.20768377,0.13833034,0.0807503,0.14651352
960,불빛,0.16120183,0.29724756,0.24604338,0.1771174,0.08742432,0.15213624,0.17546713,0.27358967,0.22017334,0.26869783,0.19725871,0.16699961
961,영농,0.17390332,0.14102739,0.122069925,0.12436172,0.19364575,0.1964432,0.13265997,0.12047195,0.12889634,0.14070985,0.06349011,0.20298237
962,제주시,0.23250277,0.21116194,0.23634006,0.21801472,0.17180991,0.21211892,0.24137595,0.18744357,0.24430895,0.23950873,0.18069212,0.10861094
963,신화,0.20869431,0.21997324,0.21888644,0.1331016,0.1899079,0.24331361,0.2321296,0.16833512,0.18048362,0.24319696,0.137403,0.21821514
964,아리랑,0.20066558,0.19083527,0.11756268,0.13752428,0.08467901,0.16367829,0.16642515,0.15033531,0.16792017,0.12844174,0.18592383,0.20712706
965,아트,0.10967852,0.25244927,0.14708105,0.10815545,0.046249956,0.15576789,0.092268944,0.17240092,0.12328504,0.042177178,-0.0074799135,0.19078463
966,안전,0.24285714,0.31213844,0.14107965,0.15393162,0.10315792,0.24876326,0.09606934,0.16619898,0.21325588,0.10870592,0.18848228,0.19239795
967,승마,0.3207761,0.30424082,0.2659274,0.25630212,0.14167568,0.25926548,0.17549138,0.21362525,0.28311142,0.25467288,0.18274778,0.103588074
968,여가,0.24956115,0.19612736,0.19632107,0.17104983,0.18349287,0.30996886,0.18829098,0.3263272,0.17225744,0.1733135,0.16411203,0.15306963
969,오렌지,0.1588966,0.1501818,0.16457808,0.20709515,0.10594991,0.1671811,0.05608906,0.15733638,0.17472753,0.23962271,0.19780391,0.21336606
970,오름,0.25249785,0.25531417,0.25537345,0.22995919,0.17980579,0.24695718,0.24389881,0.23158738,0.27998677,0.2522158,0.19686733,0.1648911
971,올레,0.22043127,0.22772892,0.23528601,0.22046569,0.15014826,0.2285834,0.30933702,0.22180253,0.32459676,0.2749496,0.18869482,0.15861298
972,올레,0.22043127,0.22772892,0.23528601,0.22046569,0.15014826,0.2285834,0.30933702,0.22180253,0.32459676,0.2749496,0.18869482,0.15861298
973,우리,0.4139189,0.38035572,0.38795424,0.34054583,0.29263178,0.36829048,0.3058588,0.32299262,0.4027875,0.42736328,0.368708,0.3711787
974,디,0.090287104,0.18785107,0.1341026,0.1257333,0.06436133,0.1385865,0.1092813,0.088559,0.18278793,0.16200183,0.19030818,0.3121202
975,잠수함,0.30188668,0.29515725,0.25423315,0.29040855,0.16209404,0.27215713,0.2067566,0.26588288,0.24170524,0.24181794,0.14439398,0.17750692
976,쥬티,0.22316608,0.27522883,0.29261392,0.23665538,0.32864192,0.23962533,0.23369345,0.26317126,0.3021615,0.33221334,0.2685904,0.30302224
977,참숯,0.21393095,0.23819175,0.12004882,0.22102478,0.15065974,0.24974343,0.21714124,0.14717744,0.14804554,0.13048553,0.10312627,0.09420146
978,친구,0.48000216,0.45507792,1.0,0.4240533,0.45660412,0.469899,0.59854066,0.42877397,0.46068949,0.37483594,0.32157755,0.2706574
979,카약,0.27683213,0.349837,0.30236053,0.28806338,0.18464221,0.26339644,0.19308165,0.300628,0.3150048,0.26680163,0.18094176,0.18062535
980,컨트리클럽,0.1722016,0.155935,0.10302834,0.1763071,0.038885772,0.1669434,0.14862281,0.16891217,0.106782496,0.07461382,0.110099435,0.08886558
981,토종,0.30618095,0.3500001,0.321388,0.2734142,0.2536365,0.31132737,0.3075746,0.23295799,0.2505132,0.2654938,0.19906217,0.2366248
982,통나무,0.22394884,0.2608036,0.18172467,0.246044,0.19554855,0.30060685,0.22973673,0.2957044,0.17201309,0.16986507,0.17972177,0.18384703
983,주파,0.228755,0.2770231,0.18676135,0.19621679,0.12270455,0.28244966,0.19037315,0.28297678,0.28547126,0.21726406,0.18274903,0.2047219
984,판타지,0.17993951,0.2815846,0.2154178,0.23677033,0.116508596,0.18800163,0.15227765,0.3302526,0.17069368,0.19892986,0.10822318,0.21460071
985,플래티늄,0.2089029,0.24776353,0.31402835,0.3241712,0.19513288,0.32590345,0.29128534,0.24068709,0.29745716,0.2792582,0.27730662,0.2703037
986,한라,0.19784144,0.19248159,0.18975681,0.090055585,0.09175506,0.16938868,0.1933397,0.14958347,0.17977966,0.1610931,0.20000814,0.11916359
987,해양,0.06875254,0.21241651,0.19363636,0.15285103,0.04647144,0.18939039,0.20867708,0.1492642,0.14976682,0.12482796,0.12040405,0.10933304
988,해양,0.06875254,0.21241651,0.19363636,0.15285103,0.04647144,0.18939039,0.20867708,0.1492642,0.14976682,0.12482796,0.12040405,0.10933304
989,힐,0.2196994,0.24225429,0.2128408,0.1884284,0.08888171,0.24111702,0.20593792,0.1437695,0.19967017,0.21634483,0.17009419,0.14692935
990,힐링,0.30184996,0.3487206,0.270616,0.2711102,0.18013278,0.37060228,0.25449127,0.36868954,0.27591515,0.19677973,0.1884163,0.24007899
991,조선,0.08236202,0.046415277,0.07525402,0.11878653,0.12583,0.09161584,0.1396778,0.065764904,0.1391478,0.10315492,0.18268916,0.09569083
992,수리,0.11664737,0.12770624,0.057088237,0.053181693,0.17835602,0.112356216,0.121790454,0.022658372,0.07947843,0.12140856,0.1143556,0.008104926
993,조안,0.26796663,0.30383453,0.286631,0.22863027,0.16727322,0.25698945,0.25510097,0.27372432,0.16440439,0.15828401,0.13311031,0.22356437
994,조은,,,,,,,,,,,,
995,조이,0.25086358,0.34230632,0.31556487,0.25853002,0.21444444,0.26842776,0.23379523,0.19367644,0.24924311,0.16765541,0.15642081,0.27699453
996,구락부,0.105517864,0.10081294,0.15267287,0.12329991,0.21114802,0.18149228,0.16492121,0.16128796,0.09182351,0.0889202,0.16140212,0.21202059
997,만세,0.1696145,0.15948345,0.13019247,0.17249142,0.15021503,0.22191802,0.26953125,0.15295517,0.18326327,0.23050278,0.1825117,0.16874897
998,비석,0.088856146,0.14382511,0.09974081,0.16908526,0.17270263,0.1554479,0.14722502,0.18661891,0.14351311,0.1350977,0.09618568,0.05978799
999,중학,0.19301483,0.15112966,0.1364196,0.03801901,0.20697811,0.14774096,0.12628984,0.099253565,0.14277676,0.0731027,0.173343,0.20816714
1000,족은,,,,,,,,,,,,
1001,족은,,,,,,,,,,,,
1002,족은,,,,,,,,,,,,
1003,존자,0.2515536,0.24605173,0.25410008,0.23393597,0.33509135,0.2307328,0.2332792,0.26142222,0.26733792,0.266653,0.2184504,0.26222128
1004,종남,0.24076205,0.17246087,0.23013692,0.12413058,0.36329108,0.22926402,0.28336135,0.20403224,0.23925096,0.25766253,0.23567379,0.1330561
1005,주정,0.1629086,0.1168345,0.12477545,0.08949439,0.15970874,0.16327077,0.21259256,0.102505535,0.16739476,0.1554861,0.15793033,0.07646897
1006,중문,0.25141206,0.30035,0.27265915,0.28495207,0.15960744,0.22784428,0.24415565,0.24721904,0.21019885,0.16479136,0.1672601,0.08422829
1007,미로,0.21841997,0.29429525,0.22973815,0.2511303,0.09582338,0.28313813,0.11677861,0.3031223,0.20687574,0.21722001,0.14302087,0.182301
1008,색달,0.21733359,0.28427824,0.26939493,0.20949765,0.17040244,0.20294502,0.25794125,0.21027638,0.15548792,0.13235697,0.20249608,0.09023093
1009,승마,0.3207761,0.30424082,0.2659274,0.25630212,0.14167568,0.25926548,0.17549138,0.21362525,0.28311142,0.25467288,0.18274778,0.103588074
1010,카라반,0.11705042,0.18865106,0.23519441,0.333223,0.18009017,0.3037114,0.15668023,0.25635114,0.21429035,0.20503446,0.17227395,0.22687529
1011,컨트리클럽,0.1722016,0.155935,0.10302834,0.1763071,0.038885772,0.1669434,0.14862281,0.16891217,0.106782496,0.07461382,0.110099435,0.08886558
1012,중앙,0.10517962,0.09761881,0.06253458,0.13522129,0.06770577,0.13285588,0.10479811,0.0062479656,0.14950544,0.062415794,0.10692155,0.1440561
1013,중엄리,0.2631917,0.25372365,0.2462936,0.27589083,0.26618567,0.27540314,0.35592166,0.29322535,0.27217638,0.28018188,0.23295383,0.18659148
1014,지그,0.07107883,0.17229474,0.17086062,0.26838824,0.0481267,0.08799042,0.12505183,0.13361087,0.17698003,0.22659467,0.13710883,0.2683979
1015,진빌레,0.2504009,0.25787032,0.25892752,0.2419756,0.17788178,0.26462895,0.28000855,0.28376555,0.27066427,0.25877985,0.16749799,0.16982988
1016,질그,,,,,,,,,,,,
1017,참굴,0.18026263,0.21531323,0.16389719,0.18349564,0.1120755,0.1929198,0.24078643,0.19237557,0.15377684,0.19823954,0.14201298,0.1491308
1018,창고,0.1237372,0.1710999,0.17117569,0.14049783,0.15636827,0.12912858,0.18147412,0.09227331,0.07280736,0.07313005,0.1104839,0.072423995
1019,제주,0.3443678,0.31716934,0.2932077,0.23242766,0.19678059,0.33901587,0.33037695,0.2830096,0.2847068,0.2667905,0.26203644,0.17455456
1020,천주교,0.21283895,0.16317716,0.17501211,0.16097742,0.23764534,0.19699728,0.2045775,0.17761874,0.17981109,0.14702135,0.1577334,0.15029669
1021,순례,0.19462633,0.1854102,0.15191457,0.23789212,0.14291139,0.2197294,0.19690765,0.20895763,0.20768377,0.13833034,0.0807503,0.14651352
1022,순례,0.19462633,0.1854102,0.15191457,0.23789212,0.14291139,0.2197294,0.19690765,0.20895763,0.20768377,0.13833034,0.0807503,0.14651352
1023,순례,0.19462633,0.1854102,0.15191457,0.23789212,0.14291139,0.2197294,0.19690765,0.20895763,0.20768377,0.13833034,0.0807503,0.14651352
1024,천주,0.23079251,0.15567845,0.21481124,0.16374534,0.3326639,0.158378,0.16338113,0.1408531,0.3057453,0.26793298,0.21224527,0.13147396
1025,성결교회,0.22861375,0.11094196,0.16853806,0.16788545,0.23502615,0.21536371,0.2728721,0.18373087,0.14479959,0.09111045,0.113597244,0.14315382
1026,청재,0.32556486,0.2709013,0.3268059,0.3345371,0.25273073,0.3892974,0.33222887,0.34958023,0.31479838,0.27427906,0.28064337,0.25448138
1027,최영장군,0.15757704,0.16118997,0.16184568,0.17291926,0.18179461,0.110317655,0.18571918,0.15220605,0.1611813,0.14497998,0.11127195,0.0980644
1028,유배,0.21290335,0.12362855,0.13227467,0.14495364,0.24459252,0.27338532,0.20175652,0.2139943,0.19472325,0.049206797,0.024311166,0.027576104
1029,추억,0.46655476,0.40820885,0.42455748,0.30040476,0.27623326,0.4388515,0.28055283,0.48649257,0.31784895,0.30650532,0.2333825,0.24133417
1030,등대,0.1914009,0.19671929,0.16414931,0.20349109,0.048652824,0.18104523,0.1659669,0.2839613,0.16901557,0.19415948,0.119540825,0.16054173
1031,추자,,,,,,,,,,,,
1032,연도교,0.19434497,0.1828236,0.16084912,0.15102056,0.12847841,0.21131451,0.1980696,0.22397466,0.1994805,0.17731929,0.17160606,0.1496174
1033,취다,,,,,,,,,,,,
1034,머리,0.17962027,0.22442874,0.20112555,0.13900033,0.16096129,0.1707014,0.08585498,0.1551954,0.30478722,0.24203376,0.18172619,0.12279293
1035,캐니,,,,,,,,,,,,
1036,캐릭,0.2755825,0.39133525,0.30745614,0.23874617,0.19380352,0.33513784,0.25692746,0.27532762,0.2412424,0.22633365,0.20465466,0.23479421
1037,캔디,0.24024126,0.33727106,0.17291701,0.15134642,0.13632461,0.1306557,0.19257334,0.19379634,0.111212835,0.18448856,0.13282967,0.17762303
1038,캘리그라피,0.16883162,0.16077632,0.24679326,0.20638636,0.12092454,0.17118457,0.16550148,0.15092883,0.1984408,0.13915661,0.08294931,0.19029337
1039,제주,0.3443678,0.31716934,0.2932077,0.23242766,0.19678059,0.33901587,0.33037695,0.2830096,0.2847068,0.2667905,0.26203644,0.17455456
1040,태웃,0.20399076,0.27000982,0.27829817,0.2542712,0.21839777,0.28779268,0.37089297,0.2896713,0.22457443,0.24065666,0.22261003,0.16441704
1041,테우,0.28052032,0.33256406,0.26501352,0.25198814,0.24813086,0.26154733,0.28781828,0.33136272,0.28905523,0.2988256,0.20137131,0.18213879
1042,토산봉,0.24293599,0.27011418,0.26236752,0.19320846,0.22930959,0.25770026,0.31828997,0.23930945,0.27886313,0.2600456,0.23947386,0.13089302
1043,토이,0.29139146,0.35868895,0.32909408,0.25124252,0.24605983,0.30634394,0.30735976,0.25681204,0.23980203,0.24183291,0.1302621,0.28182232
1044,토종닭,0.20741756,0.21307594,0.26495934,0.16756484,0.24265485,0.18839721,0.2745191,0.15612394,0.24567044,0.21233441,0.16238534,0.1639038
1045,통일,0.16319379,0.1855014,0.12848234,0.1937075,0.11719326,0.17143494,0.08847679,0.16145357,0.08564177,0.14936334,0.16212568,0.15210344
1046,팀케,,,,,,,,,,,,
1047,파군,0.10155691,0.124209486,0.1540221,0.114230245,0.20700651,0.16666433,0.22866018,0.18964401,0.19317974,0.18552946,0.19158825,0.05343712
1048,파파,0.19379736,0.2885002,0.23382086,0.20753986,0.17544028,0.16324224,0.14388397,0.17883226,0.2452448,0.23120062,0.25168693,0.25637496
1049,페인터,0.27769047,0.32388678,0.33122003,0.3010486,0.30320853,0.30576006,0.26714182,0.32558066,0.2829443,0.32027388,0.26275185,0.36442858
1050,평대,,,,,,,,,,,,
1051,평대,,,,,,,,,,,,
1052,평수,0.2370209,0.21035953,0.18309553,0.22615106,0.20726171,0.3188189,0.24013479,0.20960592,0.1923422,0.24756557,0.13044888,0.15791354
1053,사파리,0.20318466,0.3716802,0.2742781,0.20616844,0.089458406,0.24218768,0.19400617,0.29318118,0.17239144,0.17121598,0.10525078,0.13251917
1054,포토,0.27208006,0.30432168,0.26412827,0.36474353,0.12620577,0.27082053,0.25673357,0.3640777,0.2552588,0.23137943,0.17228064,0.22706309
1055,폴개,,,,,,,,,,,,
1056,풋감,,,,,,,,,,,,
1057,플레이,0.18218991,0.2889515,0.18849629,0.1811715,0.01890606,0.15876204,0.15748543,0.19223492,0.19721986,0.14980091,0.099950284,0.18238205
1058,하논,,,,,,,,,,,,
1059,여행,0.43238482,0.35842082,0.39713046,0.3391147,0.28183386,0.4242626,0.35390663,0.39468223,0.37779757,0.35124022,0.2606699,0.29216745
1060,상선,0.19228706,0.1711743,0.14243756,0.094681926,0.21949635,0.14955112,0.18278489,0.1391914,0.24619779,0.16437003,0.13854904,0.14065588
1061,모씨,0.31601584,0.30346915,0.38135028,0.31228957,0.3760803,0.37085095,0.33311832,0.33474272,0.26672873,0.29592478,0.25742418,0.2849666
1062,건강,0.26147538,0.2369182,0.16979396,0.08487103,0.14965525,0.19093904,0.14614452,0.16486317,0.14603893,0.074099526,0.08652646,0.19811156
1063,병원,0.23625791,0.17360425,0.19499141,0.07298395,0.2057051,0.1843988,0.16047275,0.10211921,0.14628866,0.08174582,0.10562851,0.13605127
