,장소,부모님,아이,친구,커플,친척,가족,지인,연인,혼자,둘,셋,넷
0,우도,0.25809976,0.2925707,0.24759655,0.23213497,0.11765814,0.23867434,0.22194135,0.27475116,0.27520412,0.27706322,0.15876457,0.17146632
1,성산일출봉,0.26786,0.28582808,0.24386592,0.23826429,0.14517128,0.23206063,0.2650441,0.283033,0.2899944,0.25659505,0.20317818,0.18828061
2,사려,0.20898512,0.24867016,0.26051664,0.15764557,0.22133698,0.24804518,0.22515434,0.19421855,0.28926215,0.25609824,0.2397229,0.20152733
3,카멜리아,0.28436208,0.28670382,0.26749384,0.2202684,0.12587763,0.29848012,0.2539156,0.20566994,0.24509856,0.2812511,0.19878855,0.15512362
4,협재해수욕장,0.253587,0.29896873,0.28841567,0.24322364,0.1944986,0.32328686,0.2856149,0.27384624,0.22554608,0.2728135,0.21253878,0.17525734
5,월정,0.14595677,0.20252195,0.1922633,0.19872954,0.11693304,0.14755613,0.15518558,0.14454642,0.16164267,0.21395387,0.130667,0.15997756
6,함덕,0.23187713,0.27199143,0.3142724,0.24319811,0.23737547,0.2893567,0.29708868,0.2427923,0.25308287,0.2176381,0.17044666,0.13760512
7,산굼부리,0.19509824,0.23353958,0.2424958,0.23199755,0.14738142,0.16561434,0.24445628,0.17610408,0.24244642,0.2900111,0.17358953,0.1492914
8,새별오름,0.22394232,0.22056097,0.2601682,0.17477375,0.12924473,0.25768936,0.2174322,0.25724554,0.28105837,0.21424086,0.16092691,0.1293115
9,섭지코지,0.22242224,0.2534859,0.2656506,0.20625366,0.17901608,0.2764758,0.2592545,0.30257106,0.22066596,0.25959235,0.18867877,0.16463882
10,오설록티뮤지엄,0.27620214,0.2997274,0.30953717,0.18598327,0.21010502,0.35504296,0.32213777,0.28139293,0.25388622,0.2862625,0.27530152,0.23868857
11,한라산,0.247195,0.21727039,0.28695115,0.18687096,0.15387139,0.2457223,0.28196308,0.18923026,0.22321904,0.22339964,0.27671546,0.16546947
12,평화,0.1567453,0.16206002,0.14989129,0.12012261,0.12579839,0.23424621,0.15018328,0.20797119,0.1471952,0.080931164,0.09894958,0.100349486
13,에코랜드,0.3463072,0.31790406,0.32073963,0.19193196,0.15632874,0.31857896,0.27032635,0.30566266,0.21242815,0.2687978,0.16266875,0.21427491
14,용눈이오름,0.24564482,0.19421762,0.2100049,0.17742616,0.09687553,0.21923864,0.19309689,0.19275182,0.19163266,0.20817265,0.15734284,0.12916349
15,비자림,0.22712354,0.21675938,0.2362493,0.16558051,0.17745453,0.22158389,0.23422855,0.21288198,0.23208867,0.25912988,0.1937801,0.15284164
16,천지연폭포,0.24015196,0.26776585,0.26119548,0.18453997,0.16287804,0.23431653,0.24349238,0.24120986,0.267854,0.23719124,0.18585993,0.1451183
17,세화,,,,,,,,,,,,
18,산호,0.08953065,0.19938585,0.23522016,0.1831019,0.018214677,0.14465645,0.22336665,0.17305976,0.1330114,0.15896668,0.10551536,0.16685194
19,광치,0.26657215,0.29769385,0.20557076,0.1733311,0.04150021,0.29715788,0.26430655,0.23356053,0.21674053,0.17747739,0.14326231,0.22564726
20,김녕해수욕장,0.25852913,0.24472405,0.2563035,0.2979375,0.22997433,0.27830845,0.2942971,0.2825923,0.26211298,0.28028974,0.17649361,0.1636937
21,아쿠아플라넷,0.23451394,0.31948578,0.27038503,0.19073665,0.18807265,0.28330114,0.1999524,0.20652275,0.25761127,0.23035976,0.17323722,0.26862323
22,송악산,0.2264559,0.2441293,0.18889914,0.21429712,0.13917524,0.24109599,0.24190918,0.2460736,0.25917998,0.23020351,0.18715328,0.12392493
23,쇠소깍,0.19295102,0.2649336,0.21730074,0.21651351,0.17409301,0.26644105,0.24053547,0.24927326,0.21925595,0.23348865,0.17090249,0.18207887
24,금능,0.25463447,0.29053372,0.32947496,0.26822284,0.23247448,0.2834681,0.26485148,0.23783356,0.20855245,0.2921433,0.19322166,0.20509088
25,마라도,0.2787521,0.2649449,0.22579688,0.19118372,0.20738491,0.27914858,0.24816036,0.22178692,0.25554264,0.2351095,0.13884646,0.13766028
26,애월,0.25289428,0.26850832,0.30902678,0.2568124,0.24252954,0.24312939,0.22352225,0.21146564,0.31764725,0.21027924,0.24399877,0.17234215
27,곽지,0.30928144,0.33955023,0.34532678,0.30008003,0.2960037,0.3106406,0.3368768,0.3269559,0.3475266,0.38426453,0.35356677,0.23415788
28,용머리,0.264058,0.27393007,0.2139186,0.19061929,0.16518971,0.21204674,0.21686393,0.24599478,0.21069619,0.2113293,0.17085731,0.15144654
29,한라,0.19784144,0.19248159,0.18975681,0.090055585,0.09175506,0.16938868,0.1933397,0.14958347,0.17977966,0.1610931,0.20000814,0.11916359
30,정방폭포,0.21551542,0.23418868,0.21754879,0.18163033,0.19575587,0.24720785,0.2521486,0.22020689,0.22927666,0.2539168,0.17363402,0.16266277
31,용두암,0.25958318,0.24104361,0.26005712,0.2047306,0.17059013,0.2611336,0.2490583,0.2537739,0.19222271,0.24234498,0.17083001,0.13562432
32,절물,0.2799753,0.26537472,0.23418163,0.19188154,0.17820448,0.3026433,0.23764399,0.24057108,0.25935546,0.23579039,0.22861181,0.14872548
33,산방산,0.24385661,0.25805065,0.21368861,0.2628234,0.18043119,0.24327403,0.24875173,0.23427774,0.25042737,0.25026053,0.1516715,0.1212147
34,다랑쉬오름,0.22649705,0.18033841,0.18690616,0.20576447,0.16763681,0.20545982,0.16243929,0.25921527,0.24599269,0.22625382,0.18960443,0.12710851
35,한림,0.21440057,0.2018845,0.22694048,0.16083767,0.1232196,0.16828974,0.21488507,0.12794103,0.14681178,0.20179904,0.15549101,0.07674497
36,더럭,0.30784452,0.36046576,0.28303134,0.27139604,0.20889248,0.24185558,0.19402114,0.27584517,0.25610644,0.29371434,0.23481652,0.2004877
37,외돌,0.24181789,0.23164171,0.22169313,0.24377805,0.15604085,0.28116766,0.24964802,0.29892647,0.23006004,0.22187674,0.18708724,0.1585421
38,천제연폭포,0.25959855,0.28594446,0.2848052,0.19174877,0.18260315,0.210787,0.25623205,0.22797638,0.17868853,0.19075,0.20714334,0.13666105
39,방주,0.24464986,0.23763521,0.22978795,0.18077055,0.16422279,0.20662618,0.2631058,0.20417322,0.17976582,0.11696693,0.12362028,0.20071232
40,가파도,0.2419652,0.23834002,0.21229532,0.14034757,0.16379613,0.23656216,0.2477273,0.2123664,0.26783457,0.21874782,0.12468115,0.14064476
41,이호,0.20624577,0.282367,0.24504527,0.23330662,0.12610616,0.21953095,0.18004708,0.26181483,0.24409091,0.22829255,0.18962368,0.22939706
42,중문,0.25141206,0.30035,0.27265915,0.28495207,0.15960744,0.22784428,0.24415565,0.24721904,0.21019885,0.16479136,0.1672601,0.08422829
43,신창,0.3286775,0.35378155,0.39112988,0.30009606,0.27803504,0.35917023,0.42060953,0.3283847,0.31442952,0.3376848,0.34356648,0.3025956
44,김녕,0.22204952,0.2843368,0.28370318,0.23506835,0.19785146,0.26789284,0.2704252,0.22195812,0.22850591,0.24471614,0.14791903,0.14385559
45,비양도,0.21633478,0.2337925,0.2198268,0.23547232,0.1247562,0.20871145,0.21553227,0.18353763,0.2382006,0.2635587,0.14063954,0.07385863
46,성이시돌목장,0.26251662,0.2996008,0.27709067,0.21878487,0.2400675,0.26663852,0.28615665,0.25200552,0.27902675,0.22811966,0.25183535,0.26348835
47,애리,0.26991004,0.277896,0.2745017,0.14706975,0.13432807,0.24964292,0.21110581,0.23197716,0.21621221,0.24695134,0.18194729,0.1694771
48,주상절리,0.2598755,0.24698174,0.23858821,0.23191188,0.13335598,0.2525896,0.21349293,0.24178448,0.20569138,0.20655629,0.15095021,0.13863301
49,검멀,,,,,,,,,,,,
50,산책로,0.21701166,0.28111607,0.2637668,0.1847586,0.14433968,0.2906831,0.2586073,0.37694237,0.2876387,0.22973698,0.25910944,0.13539515
51,황우,0.21572316,0.25466418,0.2207006,0.24735335,0.1355752,0.25286928,0.23908678,0.25369802,0.25435728,0.20884682,0.21967971,0.14765714
52,만장굴,0.25145292,0.24656865,0.19695765,0.15418242,0.15037872,0.23320062,0.21621633,0.19283217,0.21292341,0.22759527,0.17808872,0.15257257
53,공원,0.17988634,0.2786442,0.23827136,0.1615715,0.085421786,0.24135825,0.20301515,0.28512532,0.21742982,0.12619627,0.10973428,0.14295517
54,백약,0.24284482,0.19301832,0.21605009,0.2073421,0.20502245,0.23590058,0.2142814,0.18938483,0.22905102,0.2164111,0.20156439,0.09949721
55,보롬왓,0.28762287,0.24773824,0.26980367,0.21328887,0.19028172,0.27419317,0.27538335,0.24682097,0.21898542,0.18875942,0.17049357,0.16357496
56,관덕정,0.15074909,0.18179432,0.15089116,0.12066808,0.09447309,0.19654182,0.20125549,0.12284206,0.18872261,0.16371796,0.13766927,0.1388572
57,메이즈랜드,0.30370128,0.34810787,0.22836788,0.2598347,0.09770563,0.3117569,0.20061892,0.28242487,0.21841729,0.26243752,0.19672349,0.19091235
58,새연교,0.24176851,0.24945188,0.26530266,0.25357023,0.120364696,0.24399246,0.23270062,0.35505986,0.2623979,0.26106715,0.20209453,0.14495096
59,표선,0.23104268,0.29662168,0.267776,0.25249577,0.21403214,0.2852739,0.36683297,0.22832257,0.23788662,0.1879836,0.1612468,0.1683752
60,김영갑,0.25144756,0.2234824,0.2718792,0.15467182,0.16898818,0.20849338,0.24510789,0.21318637,0.23914245,0.17054011,0.15712762,0.15927413
61,따라비오름,0.1964179,0.15580224,0.1636715,0.20111565,0.18009686,0.23164406,0.17783207,0.22289908,0.25867105,0.3107051,0.2546644,0.19346891
62,관광,0.24647039,0.20377825,0.18163666,0.225672,0.122599706,0.2984432,0.20379753,0.22326055,0.17938633,0.16867328,0.14873779,0.13498598
63,오름,0.25249785,0.25531417,0.25537345,0.22995919,0.17980579,0.24695718,0.24389881,0.23158738,0.27998677,0.2522158,0.19686733,0.1648911
64,수목원,0.26029953,0.27180088,0.2081089,0.11860046,0.09674406,0.24669671,0.2444328,0.20156643,0.17652033,0.1339567,0.16993257,0.15916574
65,해변,0.22705083,0.27449077,0.25108665,0.24372381,0.18764454,0.23631626,0.26589057,0.2867541,0.26383746,0.27798593,0.19950008,0.19527721
66,백록담,0.2072609,0.17801495,0.21293655,0.17935301,0.1538182,0.1998359,0.21441461,0.18281324,0.24964337,0.14701009,0.1687145,0.15266243
67,해수욕장,0.22910184,0.26717454,0.2462081,0.26948306,0.22057155,0.29457667,0.27886894,0.261622,0.23437802,0.27760294,0.22341713,0.18286917
68,선녀,0.30512416,0.24921127,0.21910772,0.20095009,0.17394143,0.23433603,0.16513583,0.28043637,0.16642526,0.18015319,0.22290447,0.15710032
69,제주,0.3443678,0.31716934,0.2932077,0.23242766,0.19678059,0.33901587,0.33037695,0.2830096,0.2847068,0.2667905,0.26203644,0.17455456
70,마방,0.26227373,0.3150828,0.24756633,0.19098684,0.22999328,0.24847224,0.21719036,0.21942043,0.29109287,0.25828665,0.21506536,0.18982437
71,아끈,,,,,,,,,,,,
72,아침,0.2837232,0.28380817,0.29407233,0.24851345,0.2056231,0.29429236,0.27926838,0.22502515,0.38162383,0.32415527,0.23407096,0.19360486
73,용담,0.20177859,0.20253411,0.18561038,0.22395852,0.0960924,0.2497787,0.18835926,0.23957402,0.16705129,0.18850212,0.15866187,0.110314384
74,해변,0.22705083,0.27449077,0.25108665,0.24372381,0.18764454,0.23631626,0.26589057,0.2867541,0.26383746,0.27798593,0.19950008,0.19527721
75,이중섭,0.23249805,0.18091711,0.17678672,0.17211592,0.12671915,0.22132665,0.18134087,0.26776606,0.15981093,0.18183488,0.16604303,0.13063496
76,차귀도,0.21391591,0.2360568,0.2218301,0.19215043,0.15084222,0.24074554,0.24216665,0.22034623,0.17519975,0.22161043,0.16472335,0.12799677
77,너븐숭,0.25030047,0.253993,0.24042776,0.17338836,0.25793862,0.2881155,0.28448704,0.26851076,0.26589888,0.2064045,0.21489653,0.14804159
78,아부오름,0.2794082,0.22832398,0.21683753,0.23258361,0.17100085,0.21676712,0.20055142,0.22128792,0.27923155,0.24412763,0.18456794,0.112052694
79,비양도,0.21633478,0.2337925,0.2198268,0.23547232,0.1247562,0.20871145,0.21553227,0.18353763,0.2382006,0.2635587,0.14063954,0.07385863
80,월령,0.12540393,0.218938,0.23173822,0.14509982,0.18887755,0.12564191,0.25132895,0.19079334,0.20916922,0.18145657,0.14634117,0.12210475
81,여미지식물원,0.28847644,0.32503927,0.2733705,0.22438148,0.1586001,0.30721444,0.32498378,0.23932551,0.19281918,0.21192975,0.183514,0.16012758
82,유리,0.12203534,0.24020962,0.14120081,0.15589814,0.022771506,0.14648479,0.12198609,0.16547976,0.14362143,0.14836726,0.09611018,0.090143174
83,녹산,0.14810118,0.21772315,0.18578812,0.14227629,0.06420496,0.14433675,0.22966239,0.17782722,0.16840217,0.2021917,0.1919174,0.2743901
84,사장,0.30135763,0.26386875,0.31733033,0.2884426,0.23986521,0.23835987,0.32450044,0.21423875,0.23093578,0.2582405,0.22092922,0.20087361
85,거문오름,0.21912183,0.19811788,0.17425029,0.15039206,0.15469801,0.1919606,0.22594675,0.1500937,0.21241173,0.25040054,0.13414827,0.15090446
86,소인,0.21075454,0.278575,0.19197254,0.13793354,0.1992009,0.24124382,0.15920056,0.23885716,0.17440751,0.29495448,0.22349423,0.19433475
87,렛츠런팜,0.283398,0.26147866,0.28988066,0.2347324,0.17756762,0.28696153,0.29623845,0.32579717,0.21781603,0.25113598,0.17265059,0.16276406
88,오라동,0.26420915,0.15410486,0.17368245,0.1510317,0.2179315,0.28441784,0.34868962,0.21159966,0.17362519,0.21084726,0.18530609,0.085005224
89,민속촌,0.2813517,0.2739431,0.25836942,0.17691663,0.20114306,0.2434673,0.2853684,0.25324517,0.22420067,0.18551108,0.1454935,0.14332828
90,하도,,,,,,,,,,,,
91,수월봉,0.19853994,0.20134309,0.15694486,0.18130153,0.12355204,0.22208974,0.20684376,0.20395252,0.19343588,0.1920114,0.11815767,0.06129868
92,안덕,0.2302162,0.2660713,0.23272687,0.16409495,0.19057262,0.26133317,0.31732827,0.21331635,0.23953423,0.11895118,0.07932073,0.12837836
93,헬로키티,0.30713415,0.34534237,0.30179548,0.23923235,0.15372205,0.31509638,0.27132672,0.26362592,0.22934157,0.26136664,0.25430724,0.27104825
94,러브랜드,0.27808532,0.32744145,0.25176585,0.1851704,0.07646195,0.2454088,0.25582984,0.26969767,0.23721771,0.23374958,0.17017034,0.184366
95,항파,0.16387288,0.23890978,0.19235317,0.17251341,0.14853284,0.19858307,0.23701759,0.28494042,0.22763675,0.21277691,0.174886,0.17519176
96,조천,0.26777303,0.20782407,0.21952188,0.25576225,0.22955444,0.27410108,0.34434646,0.22252694,0.17763788,0.22182268,0.15456532,0.13539511
97,군산,0.16775793,0.14949192,0.13762411,0.1371676,0.10609457,0.18487436,0.23556197,0.12534934,0.17180368,0.13298634,0.106460884,0.10202734
98,박물관,0.2249866,0.23199984,0.18885711,0.16131184,0.09822739,0.22169934,0.18429717,0.21165892,0.109386936,0.10266951,0.08706523,0.12895572
99,본태,,,,,,,,,,,,
100,용연,0.15307394,0.22161125,0.17100687,0.12131049,0.081569776,0.1833677,0.21892962,0.2202783,0.10767011,0.1632536,0.15530433,0.10328548
101,레일바이크,0.27472985,0.28171542,0.24398936,0.21377937,0.11072249,0.26812395,0.21361464,0.26425785,0.2919531,0.24445902,0.18921448,0.23290583
102,한담,,,,,,,,,,,,
103,한라,0.19784144,0.19248159,0.18975681,0.090055585,0.09175506,0.16938868,0.1933397,0.14958347,0.17977966,0.1610931,0.20000814,0.11916359
104,김경숙,0.33349872,0.35465384,0.3482119,0.322043,0.2800811,0.36788398,0.3596384,0.3568311,0.27994484,0.266974,0.2478633,0.25630882
105,정사,0.09235239,0.07015921,0.07122789,0.09803933,0.11829579,0.09385908,0.16296929,0.073510185,0.11467144,0.096056096,0.13147001,0.006372817
106,성읍,,,,,,,,,,,,
107,세계,0.18031776,0.135479,0.12857652,0.12434125,0.08630791,0.19049317,0.118871614,0.14805582,0.18422025,0.20168185,0.076174855,0.14745262
108,등대,0.1914009,0.19671929,0.16414931,0.20349109,0.048652824,0.18104523,0.1659669,0.2839613,0.16901557,0.19415948,0.119540825,0.16054173
109,환상,0.20188075,0.22411977,0.27546418,0.24154955,0.12790705,0.22483623,0.17901346,0.26791555,0.19705112,0.2017804,0.15611607,0.117551535
110,남원,0.21025476,0.22336173,0.20934895,0.115874976,0.15598567,0.25810313,0.30469042,0.17894137,0.13592887,0.14368072,0.07603327,0.1138667
111,서우,0.15394482,0.25988632,0.20572208,0.19607385,0.15798298,0.21320269,0.18177438,0.24418493,0.2528233,0.16213508,0.189942,0.105781704
112,섯알,0.15046774,0.2124962,0.18000558,0.15927997,0.19662762,0.27843073,0.24054083,0.1703585,0.22830394,0.26694548,0.22216518,0.15193376
113,특별자치도,0.12887633,0.15848288,0.16334195,0.1347447,0.13539019,0.19073325,0.16923438,0.19081712,0.17787991,0.17087018,0.16433777,0.09400418
114,지질,0.20605971,0.17835419,0.11182833,0.11930453,0.077139065,0.176247,0.116625726,0.16007999,0.14030086,0.14231066,0.103700265,0.12497682
115,서귀포,0.2842183,0.31183112,0.25296807,0.26152715,0.18339771,0.31469497,0.3193924,0.28359228,0.27883324,0.28084618,0.17461646,0.132377
116,아날로그,0.24200328,0.2584989,0.26959258,0.2553501,0.12917668,0.23146409,0.21774577,0.28928995,0.26792946,0.23467748,0.13528427,0.24708645
117,허브,0.08559728,0.19033211,0.1171296,0.15802619,0.047537223,0.20336293,0.24008264,0.20171623,0.105942935,0.11681625,0.09818298,0.13127568
118,평대,,,,,,,,,,,,
119,감귤,0.2913733,0.23995078,0.2652357,0.21819147,0.16045338,0.23260956,0.25501275,0.21304443,0.1987977,0.20853095,0.16764645,0.09093681
120,이니스프리,0.14701729,0.21316603,0.17650428,0.19966283,0.1628811,0.20649987,0.18719387,0.18856868,0.24027166,0.24531353,0.17104012,0.17456912
121,올레,0.22043127,0.22772892,0.23528601,0.22046569,0.15014826,0.2285834,0.30933702,0.22180253,0.32459676,0.2749496,0.18869482,0.15861298
122,지미,0.09639386,0.25208437,0.13399076,0.1448453,0.13230035,0.08199026,0.12177956,0.16517343,0.2052471,0.16786669,0.13064553,0.14306395
123,코코몽,0.31927654,0.4323744,0.30031335,0.23690678,0.17047301,0.3530879,0.2785159,0.2644113,0.22820297,0.28403646,0.23713957,0.3104065
124,퍼시픽,0.24939492,0.3051731,0.25727582,0.2425704,0.15278478,0.24356808,0.22219434,0.22880891,0.12309325,0.21033096,0.18738872,0.2632079
125,천사,0.24065594,0.20560984,0.21873587,0.23247443,0.14815824,0.18467179,0.23031184,0.15576929,0.22035703,0.18107554,0.12713537,0.14486142
126,어승생,0.21344623,0.22424492,0.18222879,0.1979196,0.14441743,0.2270095,0.18987444,0.15620089,0.1523886,0.16641778,0.1282605,0.08858828
127,엉또,,,,,,,,,,,,
128,원앙,0.23372209,0.22096665,0.25207406,0.3161139,0.16382174,0.28318286,0.2545877,0.28323987,0.22178245,0.19553396,0.18370283,0.16196203
129,거주지,0.17794102,0.162728,0.13941681,0.077440314,0.26189032,0.29323566,0.16386452,0.25096232,0.14284937,0.14993137,0.124931745,0.085074455
130,해녀,0.2544352,0.2761554,0.24444324,0.20928423,0.20607373,0.20058115,0.24754384,0.1783931,0.21478681,0.20572987,0.09087315,0.086291015
131,모슬포항,0.232714,0.19310477,0.23588306,0.17438954,0.20614228,0.25440145,0.34663388,0.14369157,0.2679734,0.24439687,0.15003876,0.14617574
132,용머리,0.264058,0.27393007,0.2139186,0.19061929,0.16518971,0.21204674,0.21686393,0.24599478,0.21069619,0.2113293,0.17085731,0.15144654
133,성널,,,,,,,,,,,,
134,신양,0.23114663,0.2753674,0.19988859,0.25230154,0.18566993,0.24174963,0.26968414,0.27262247,0.24380594,0.2461946,0.22611353,0.2428628
135,알뜨,,,,,,,,,,,,
136,레,0.13735041,0.21258014,0.20925176,0.16995405,0.07077448,0.17756334,0.16010295,0.22983028,0.136111,0.19802088,0.14969718,0.18833351
137,대평,,,,,,,,,,,,
138,생각,0.4432823,0.42495322,0.36645228,0.3147581,0.2733118,0.37174237,0.30322927,0.28025675,0.43891665,0.41019136,0.26554635,0.17208825
139,제주항공,0.23113555,0.2175374,0.24659696,0.24208227,0.15414262,0.2641986,0.1964687,0.17615105,0.18237758,0.24426599,0.15102227,0.17609435
140,박수,0.18610546,0.14086157,0.20184597,0.15354869,0.1723721,0.17201719,0.18642542,0.2728783,0.17964292,0.20101622,0.05038889,0.08072835
141,일출랜드,0.31625754,0.3283741,0.19067253,0.15094106,0.15026487,0.26713377,0.24220921,0.24983513,0.17292568,0.17685086,0.1221647,0.15652782
142,탑동,0.19482273,0.21173772,0.20739739,0.22071305,0.067903064,0.21074426,0.16782689,0.16370094,0.20881374,0.18839219,0.15902358,0.17697778
143,수목원,0.26029953,0.27180088,0.2081089,0.11860046,0.09674406,0.24669671,0.2444328,0.20156643,0.17652033,0.1339567,0.16993257,0.15916574
144,닭머르,0.26051664,0.28112218,0.2973957,0.29031545,0.20727737,0.28794986,0.26309377,0.3142784,0.25207013,0.2593607,0.17127511,0.19548804
145,도두,,,,,,,,,,,,
146,미술관,0.123201706,0.1634419,0.1590468,0.1262357,0.093207575,0.20372115,0.09886697,0.20996164,0.16911994,0.08682373,0.10086955,0.15277244
147,제주대학교,0.19433485,0.14123836,0.2424787,0.1491903,0.21029052,0.14437827,0.22522664,0.12007484,0.16343722,0.1315029,0.09939051,0.06194485
148,동백,0.2648923,0.22489578,0.18185008,0.20534247,0.14332326,0.22420686,0.22451831,0.19912256,0.20127404,0.24432725,0.1914128,0.16116014
149,사라,0.18836367,0.1655734,0.20267898,0.16741137,0.18840352,0.21974516,0.25736773,0.09767146,0.19163838,0.22077543,0.20980945,0.17969778
150,치유,0.2051048,0.16632116,0.20101008,0.16567644,0.1324648,0.26810643,0.2075539,0.21661893,0.18882781,0.10403751,0.08426364,0.118361935
151,월정,0.14595677,0.20252195,0.1922633,0.19872954,0.11693304,0.14755613,0.15518558,0.14454642,0.16164267,0.21395387,0.130667,0.15997756
152,위미,,,,,,,,,,,,
153,공룡,0.26445037,0.40230876,0.21858239,0.21268532,0.12307246,0.20990193,0.1215199,0.26052734,0.23400824,0.20236087,0.09781374,0.2275635
154,종달,0.24713333,0.25752723,0.23653519,0.20217177,0.18288681,0.20614311,0.2231192,0.18827978,0.23848712,0.19584408,0.1791488,0.21260025
155,지니어스,0.191717,0.17577107,0.20592576,0.16747992,0.1754455,0.21147645,0.18955833,0.3180534,0.16417554,0.20068395,0.15589334,0.2603385
156,테디베어,0.24645443,0.28237194,0.2918308,0.2709055,0.16282366,0.20079215,0.17848626,0.23359656,0.16965488,0.17608866,0.14250603,0.15117867
157,자연휴양림,0.19197603,0.22188237,0.21079257,0.14536124,0.14005744,0.28773314,0.23444444,0.22261246,0.21182214,0.1663082,0.16046737,0.16669223
158,제주,0.3443678,0.31716934,0.2932077,0.23242766,0.19678059,0.33901587,0.33037695,0.2830096,0.2847068,0.2667905,0.26203644,0.17455456
159,형제섬,0.22365904,0.26758888,0.27300006,0.2383204,0.1729652,0.19971023,0.24037823,0.26697415,0.25653344,0.21497178,0.13274199,0.099649444
160,관음사,0.1943618,0.17744876,0.13094091,0.22757095,0.13506919,0.19704545,0.19766872,0.16631074,0.1724416,0.18522361,0.12939297,0.088061854
161,동굴,0.143662,0.185185,0.14873274,0.15208714,0.030543871,0.17036179,0.099404484,0.19152504,0.18149671,0.16191539,0.15544027,0.11658442
162,범섬,0.17083791,0.2210646,0.23997204,0.24794354,0.09222128,0.19797736,0.22104292,0.29444295,0.24417928,0.16688883,0.16583738,0.10033733
163,산방,0.18858597,0.16742158,0.10421625,0.09737539,0.057112414,0.14187892,0.1464116,0.13866961,0.23562089,0.19795665,0.11280428,0.10299125
164,리솜,0.28930384,0.3053588,0.28618082,0.2354342,0.14279269,0.30589122,0.25998947,0.282662,0.15494633,0.20306936,0.23040691,0.21903336
165,성산,0.20832464,0.24703713,0.19776784,0.24594879,0.1083146,0.17378117,0.26190126,0.21170911,0.19232221,0.21880129,0.122040644,0.1719768
166,올레,0.22043127,0.22772892,0.23528601,0.22046569,0.15014826,0.2285834,0.30933702,0.22180253,0.32459676,0.2749496,0.18869482,0.15861298
167,해양,0.06875254,0.21241651,0.19363636,0.15285103,0.04647144,0.18939039,0.20867708,0.1492642,0.14976682,0.12482796,0.12040405,0.10933304
168,혼인,0.26899463,0.18950304,0.23460037,0.19468625,0.309299,0.2751964,0.2810091,0.2550928,0.13067283,0.26082787,0.22680897,0.15459138
169,귤밭,0.26286665,0.27339712,0.2553871,0.3523708,0.25291523,0.28085423,0.26656902,0.29164803,0.2632435,0.254361,0.1863693,0.17462057
170,당산,0.189592,0.23585439,0.14508842,0.15625244,0.18425697,0.20870838,0.17830952,0.22033648,0.2118726,0.19802636,0.15951325,0.13243476
171,삼성혈,0.18163787,0.210031,0.18217933,0.12147057,0.13013771,0.15608133,0.2449992,0.13304453,0.1532989,0.22064689,0.14179158,0.07431451
172,고지,0.09118633,0.18015061,0.11407937,0.15087014,0.108321965,0.11785559,0.19875956,0.10515767,0.17233254,0.20064288,0.19969651,0.1642832
173,습지,0.1658966,0.16742724,0.087227315,0.14799142,0.089016,0.18319105,0.20912701,0.13409834,0.14113729,0.0925765,0.0740778,0.12379363
174,레이저,0.17835428,0.27304056,0.15090045,0.1924594,0.0408624,0.17202884,0.0909938,0.25515646,0.13610964,0.24728544,0.1365363,0.23411776
175,물영아리오름,0.19866478,0.21357815,0.23977329,0.16376972,0.18693429,0.23998931,0.32954448,0.17002742,0.31601754,0.19861922,0.23413542,0.16732994
176,민속,0.22083516,0.20895644,0.17953026,0.11926696,0.22156906,0.2224992,0.19227059,0.12032424,0.10544087,0.1255223,0.04732293,0.05198292
177,법환,0.22001778,0.18997473,0.26730365,0.23013967,0.19483693,0.24345914,0.35064358,0.25921178,0.17751887,0.20959288,0.16418877,0.12085739
178,사계,0.13204572,0.22802337,0.21225034,0.16431467,0.11946452,0.1554586,0.23867023,0.18444173,0.20488894,0.14482875,0.13195448,0.1292523
179,포항,0.21155758,0.19419742,0.20283128,0.21163759,0.12796414,0.17731096,0.21516724,0.21508424,0.20678258,0.13318202,0.094365835,0.15366262
180,소천,0.24332105,0.2657687,0.2559739,0.20389283,0.1966835,0.22592635,0.3040114,0.26162577,0.20870334,0.19978328,0.21686031,0.20888203
181,수월,,,,,,,,,,,,
182,알작,0.20797756,0.2780797,0.2609713,0.2522756,0.16918385,0.26115495,0.3069743,0.34296918,0.25320625,0.28958625,0.21026799,0.20218256
183,정물오름,0.23115787,0.2391808,0.2176173,0.22411953,0.22329858,0.21879739,0.22429901,0.22913891,0.20577013,0.23148769,0.24187738,0.23387508
184,베니스,0.20842156,0.19186667,0.15833364,0.11273772,0.20535408,0.23644638,0.20091732,0.24047072,0.1814454,0.16385885,0.05355194,0.162483
185,커피,0.19046703,0.27630615,0.2073017,0.22801474,0.16261494,0.22364292,0.2312356,0.25093898,0.22842407,0.20462832,0.19674104,0.15652108
186,종달,0.24713333,0.25752723,0.23653519,0.20217177,0.18288681,0.20614311,0.2231192,0.18827978,0.23848712,0.19584408,0.1791488,0.21260025
187,터진,,,,,,,,,,,,
188,표선,0.23104268,0.29662168,0.267776,0.25249577,0.21403214,0.2852739,0.36683297,0.22832257,0.23788662,0.1879836,0.1612468,0.1683752
189,넥슨,0.25886816,0.31690562,0.24699497,0.20462236,0.15783408,0.2700774,0.18605724,0.22205225,0.23502347,0.19835785,0.16601337,0.29044053
190,파크,0.2273995,0.32262027,0.29059196,0.17263266,0.15747173,0.31041986,0.24145848,0.25668168,0.25724328,0.17701975,0.16775107,0.2312946
