도시,식당이름,url,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9396584-Reviews-Mango_Re_I-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9218035-Reviews-Rabbit_and_Turtle-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9173889-Reviews-Keopingeuru_Port-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9304265-Reviews-Roostplace-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d7353320-Reviews-Marilyn_Monroe-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d9086754-Reviews-Eoma_Jang_Jang-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d12955463-Reviews-Baobab_Shin_Jeju-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d13127953-Reviews-Jeju_Montrak_Jeju_Main-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d13137496-Reviews-Romantic_Hardboiled-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8957694-Reviews-Hugeo_Kitchen-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8982909-Reviews-Jamnyeo_Female_Diver_Village-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d4034389-Reviews-Boyeong_Restaurant-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d14768037-Reviews-Seishun-Jeju_Jeju_Island.html,,,,,,,,,,
제주,,https://www.tripadvisor.co.kr/Restaurant_Review-g297885-d8943754-Reviews-Ap_Baeng_Di_Restaurant-Jeju_Jeju_Island.html,,,,,,,,,,
